id_usina,data_hora,geracao,count
1,2017-01-01,13.7008536236559,1
1,2017-02-01,13.6070896641902,1
1,2017-03-01,11.1919428951613,1
1,2017-04-01,15.4057319847222,1
1,2017-05-01,14.7527620766129,1
1,2017-06-01,17.9504205597222,1
1,2017-07-01,20.5845436290323,1
1,2017-08-01,15.1716498534946,1
1,2017-09-01,21.9630203861111,1
1,2017-10-01,18.2962421036339,1
1,2017-11-01,11.7643834458333,1
1,2017-12-01,7.78040522983871,1
1,2018-01-01,10.5968378857527,1
1,2018-02-01,10.147762166419,1
1,2018-03-01,6.72773519623656,1
1,2018-04-01,12.9806301180556,1
1,2018-05-01,16.2949037069893,1
1,2018-06-01,20.3559134305556,1
1,2018-07-01,18.0072588104839,1
1,2018-08-01,18.9291455752688,1
1,2018-09-01,18.4528722638889,1
1,2018-10-01,15.2154165860215,1
1,2018-11-01,16.0792506244784,1
1,2018-12-01,11.2167187083333,1
1,2019-01-01,11.4215511142473,1
1,2019-02-01,9.68153949331352,1
1,2019-03-01,12.3659438360215,1
1,2019-04-01,12.2399046680556,1
1,2019-05-01,14.0497465524194,1
1,2019-06-01,18.6134973305556,1
1,2019-07-01,15.7418284516129,1
1,2019-08-01,19.7314866814516,1
1,2019-09-01,18.6084998847222,1
1,2019-10-01,14.4984014274194,1
1,2019-11-01,10.5452788694444,1
1,2019-12-01,10.5914557217742,1
1,2020-01-01,4.26524874462366,1
1,2020-02-01,8.33728570833334,1
1,2020-03-01,6.98546202419355,1
1,2020-04-01,9.41437793333334,1
1,2020-05-01,10.6541818938172,1
1,2020-06-01,18.0609839625,1
1,2020-07-01,18.3716368467742,1
1,2020-08-01,20.5871435752688,1
1,2020-09-01,18.7562549138889,1
1,2020-10-01,8.22323827016129,1
1,2020-11-01,11.2499370472222,1
1,2020-12-01,11.5646544543011,1
1,2021-01-01,15.1147179462366,1
1,2021-02-01,8.26644320982143,1
1,2021-03-01,10.7286832782258,1
1,2021-04-01,12.6355207194444,1
1,2021-05-01,12.4597211801075,1
1,2021-06-01,13.5693059333333,1
1,2021-07-01,16.7328099758064,1
1,2021-08-01,18.3302049422043,1
1,2021-09-01,16.8136534430556,1
1,2021-10-01,13.8471338897849,1
1,2021-11-01,8.64521282777778,1
1,2021-12-01,8.45657706048387,1
2,2017-01-01,12.607238061828,1
2,2017-02-01,9.61571576820208,1
2,2017-03-01,8.93058561155914,1
2,2017-04-01,11.0185082375,1
2,2017-05-01,12.7538727607527,1
2,2017-06-01,16.9266476902778,1
2,2017-07-01,20.7202279435484,1
2,2017-08-01,17.2264898629032,1
2,2017-09-01,21.1757972625,1
2,2017-10-01,18.0203173351279,1
2,2017-11-01,11.8250396083333,1
2,2017-12-01,8.85646963037635,1
2,2018-01-01,9.96897938844086,1
2,2018-02-01,5.65645852451709,1
2,2018-03-01,5.28773934946237,1
2,2018-04-01,9.56275237222222,1
2,2018-05-01,13.3585052607527,1
2,2018-06-01,15.495751225,1
2,2018-07-01,16.1516320954301,1
2,2018-08-01,14.5190710094086,1
2,2018-09-01,14.2454027222222,1
2,2018-10-01,12.0477820483871,1
2,2018-11-01,14.2854677093185,1
2,2018-12-01,8.30372719892473,1
2,2019-01-01,12.8330265793011,1
2,2019-02-01,5.73564829123328,1
2,2019-03-01,6.51604884139785,1
2,2019-04-01,7.12222721666667,1
2,2019-05-01,10.3710020349462,1
2,2019-06-01,15.6906838152778,1
2,2019-07-01,15.1622810040323,1
2,2019-08-01,18.5218290282258,1
2,2019-09-01,16.9171282763889,1
2,2019-10-01,15.6854872513441,1
2,2019-11-01,11.5360974263889,1
2,2019-12-01,11.8861091908602,1
2,2020-01-01,5.38725104301075,1
2,2020-02-01,5.43172787931035,1
2,2020-03-01,4.64063489381721,1
2,2020-04-01,6.14100392361111,1
2,2020-05-01,9.40394169354839,1
2,2020-06-01,14.6756363069444,1
2,2020-07-01,17.1896988293011,1
2,2020-08-01,18.3767269260753,1
2,2020-09-01,16.9586246791667,1
2,2020-10-01,12.0375683615591,1
2,2020-11-01,10.1996530902778,1
2,2020-12-01,10.0019769986559,1
2,2021-01-01,10.7246926438172,1
2,2021-02-01,5.87378988095238,1
2,2021-03-01,8.5338472405914,1
2,2021-04-01,8.7822147625,1
2,2021-05-01,12.1637934610215,1
2,2021-06-01,12.9763558875,1
2,2021-07-01,14.7240348938172,1
2,2021-08-01,17.6056662083333,1
2,2021-09-01,15.2413912930556,1
2,2021-10-01,12.8741356962366,1
2,2021-11-01,8.63072101111111,1
2,2021-12-01,6.47646672177419,1
3,2017-01-01,13.850200438172,1
3,2017-02-01,13.2323657414562,1
3,2017-03-01,11.2035682419355,1
3,2017-04-01,15.6508422013889,1
3,2017-05-01,16.3384819892473,1
3,2017-06-01,19.7797497138889,1
3,2017-07-01,20.5463236075269,1
3,2017-08-01,16.9330004610215,1
3,2017-09-01,23.0777436236111,1
3,2017-10-01,19.7063009461642,1
3,2017-11-01,13.1870277416667,1
3,2017-12-01,8.90226850806451,1
3,2018-01-01,11.8892887231183,1
3,2018-02-01,10.4924190787519,1
3,2018-03-01,9.53592346639785,1
3,2018-04-01,15.5678744458333,1
3,2018-05-01,16.8579169946237,1
3,2018-06-01,20.0821600680556,1
3,2018-07-01,17.9757588252688,1
3,2018-08-01,19.1683040658602,1
3,2018-09-01,18.2780454083333,1
3,2018-10-01,14.7728711586022,1
3,2018-11-01,16.8883584478442,1
3,2018-12-01,11.4803898857527,1
3,2019-01-01,13.6015854072581,1
3,2019-02-01,9.65522037295691,1
3,2019-03-01,12.2050180389785,1
3,2019-04-01,10.6252343819444,1
3,2019-05-01,12.8785748400538,1
3,2019-06-01,16.5914112652778,1
3,2019-07-01,16.3358495793011,1
3,2019-08-01,18.8454813642473,1
3,2019-09-01,16.2021535027778,1
3,2019-10-01,15.4258833293011,1
3,2019-11-01,13.7615575152778,1
3,2019-12-01,10.3344376478495,1
3,2020-01-01,4.65412694354839,1
3,2020-02-01,8.13230575574713,1
3,2020-03-01,7.25742239650538,1
3,2020-04-01,9.55922871388889,1
3,2020-05-01,11.4764673306452,1
3,2020-06-01,16.5545479555556,1
3,2020-07-01,17.9551594852151,1
3,2020-08-01,19.2080842715054,1
3,2020-09-01,16.3169846361111,1
3,2020-10-01,7.55872173521505,1
3,2020-11-01,10.3333725416667,1
3,2020-12-01,11.9915565927419,1
3,2021-01-01,14.8626677782258,1
3,2021-02-01,8.65791880803571,1
3,2021-03-01,11.546993483871,1
3,2021-04-01,12.4198419930556,1
3,2021-05-01,14.0254422607527,1
3,2021-06-01,15.1337986541667,1
3,2021-07-01,17.1078713655914,1
3,2021-08-01,18.3647046989247,1
3,2021-09-01,18.3500771430556,1
3,2021-10-01,14.6920371209677,1
3,2021-11-01,8.64192013055556,1
3,2021-12-01,9.36863373924731,1
4,2017-01-01,13.4473880215054,1
4,2017-02-01,13.7400591530461,1
4,2017-03-01,12.0622007983871,1
4,2017-04-01,15.9230581305556,1
4,2017-05-01,16.4051324166667,1
4,2017-06-01,19.4835525375,1
4,2017-07-01,19.2626861129032,1
4,2017-08-01,15.3246483709677,1
4,2017-09-01,19.5845921638889,1
4,2017-10-01,17.4195938627187,1
4,2017-11-01,10.3823391361111,1
4,2017-12-01,9.51932819489247,1
4,2018-01-01,10.7455794556452,1
4,2018-02-01,10.0993870297177,1
4,2018-03-01,7.76686777419355,1
4,2018-04-01,14.0017347194444,1
4,2018-05-01,15.6704877231183,1
4,2018-06-01,19.7537226819444,1
4,2018-07-01,18.0043506760753,1
4,2018-08-01,18.9414726303763,1
4,2018-09-01,18.3808118930556,1
4,2018-10-01,15.4756679341398,1
4,2018-11-01,15.9006033282337,1
4,2018-12-01,9.93055337231183,1
4,2019-01-01,12.9905012997312,1
4,2019-02-01,8.82113328677563,1
4,2019-03-01,11.8123355524194,1
4,2019-04-01,10.7264890861111,1
4,2019-05-01,14.3531765900538,1
4,2019-06-01,16.9580070208333,1
