id,longitude,latitude
1,-50,5
2,-49.75,5
3,-49.5,5
4,-49.25,5
5,-49,5
6,-48.75,5
7,-48.5,5
8,-48.25,5
9,-48,5
10,-47.75,5
11,-47.5,5
12,-47.25,5
13,-47,5
14,-46.75,5
15,-46.5,5
16,-46.25,5
17,-46,5
18,-45.75,5
19,-45.5,5
20,-45.25,5
21,-45,5
22,-44.75,5
23,-44.5,5
24,-44.25,5
25,-44,5
26,-43.75,5
27,-43.5,5
28,-43.25,5
29,-43,5
30,-42.75,5
31,-42.5,5
32,-42.25,5
33,-42,5
34,-41.75,5
35,-41.5,5
36,-41.25,5
37,-41,5
38,-40.75,5
39,-40.5,5
40,-40.25,5
41,-40,5
42,-39.75,5
43,-39.5,5
44,-39.25,5
45,-39,5
46,-38.75,5
47,-38.5,5
48,-38.25,5
49,-38,5
50,-37.75,5
51,-37.5,5
52,-37.25,5
53,-37,5
54,-36.75,5
55,-36.5,5
56,-36.25,5
57,-36,5
58,-35.75,5
59,-35.5,5
60,-35.25,5
61,-35,5
62,-34.75,5
63,-34.5,5
64,-34.25,5
65,-34,5
66,-33.75,5
67,-33.5,5
68,-33.25,5
69,-33,5
70,-32.75,5
71,-32.5,5
72,-32.25,5
73,-32,5
74,-31.75,5
75,-31.5,5
76,-31.25,5
77,-31,5
78,-30.75,5
79,-30.5,5
80,-30.25,5
81,-30,5
82,-50,4.75
83,-49.75,4.75
84,-49.5,4.75
85,-49.25,4.75
86,-49,4.75
87,-48.75,4.75
88,-48.5,4.75
89,-48.25,4.75
90,-48,4.75
91,-47.75,4.75
92,-47.5,4.75
93,-47.25,4.75
94,-47,4.75
95,-46.75,4.75
96,-46.5,4.75
97,-46.25,4.75
98,-46,4.75
99,-45.75,4.75
100,-45.5,4.75
101,-45.25,4.75
102,-45,4.75
103,-44.75,4.75
104,-44.5,4.75
105,-44.25,4.75
106,-44,4.75
107,-43.75,4.75
108,-43.5,4.75
109,-43.25,4.75
110,-43,4.75
111,-42.75,4.75
112,-42.5,4.75
113,-42.25,4.75
114,-42,4.75
115,-41.75,4.75
116,-41.5,4.75
117,-41.25,4.75
118,-41,4.75
119,-40.75,4.75
120,-40.5,4.75
121,-40.25,4.75
122,-40,4.75
123,-39.75,4.75
124,-39.5,4.75
125,-39.25,4.75
126,-39,4.75
127,-38.75,4.75
128,-38.5,4.75
129,-38.25,4.75
130,-38,4.75
131,-37.75,4.75
132,-37.5,4.75
133,-37.25,4.75
134,-37,4.75
135,-36.75,4.75
136,-36.5,4.75
137,-36.25,4.75
138,-36,4.75
139,-35.75,4.75
140,-35.5,4.75
141,-35.25,4.75
142,-35,4.75
143,-34.75,4.75
144,-34.5,4.75
145,-34.25,4.75
146,-34,4.75
147,-33.75,4.75
148,-33.5,4.75
149,-33.25,4.75
150,-33,4.75
151,-32.75,4.75
152,-32.5,4.75
153,-32.25,4.75
154,-32,4.75
155,-31.75,4.75
156,-31.5,4.75
157,-31.25,4.75
158,-31,4.75
159,-30.75,4.75
160,-30.5,4.75
161,-30.25,4.75
162,-30,4.75
163,-50,4.5
164,-49.75,4.5
165,-49.5,4.5
166,-49.25,4.5
167,-49,4.5
168,-48.75,4.5
169,-48.5,4.5
170,-48.25,4.5
171,-48,4.5
172,-47.75,4.5
173,-47.5,4.5
174,-47.25,4.5
175,-47,4.5
176,-46.75,4.5
177,-46.5,4.5
178,-46.25,4.5
179,-46,4.5
180,-45.75,4.5
181,-45.5,4.5
182,-45.25,4.5
183,-45,4.5
184,-44.75,4.5
185,-44.5,4.5
186,-44.25,4.5
187,-44,4.5
188,-43.75,4.5
189,-43.5,4.5
190,-43.25,4.5
191,-43,4.5
192,-42.75,4.5
193,-42.5,4.5
194,-42.25,4.5
195,-42,4.5
196,-41.75,4.5
197,-41.5,4.5
198,-41.25,4.5
199,-41,4.5
200,-40.75,4.5
201,-40.5,4.5
202,-40.25,4.5
203,-40,4.5
204,-39.75,4.5
205,-39.5,4.5
206,-39.25,4.5
207,-39,4.5
208,-38.75,4.5
209,-38.5,4.5
210,-38.25,4.5
211,-38,4.5
212,-37.75,4.5
213,-37.5,4.5
214,-37.25,4.5
215,-37,4.5
216,-36.75,4.5
217,-36.5,4.5
218,-36.25,4.5
219,-36,4.5
220,-35.75,4.5
221,-35.5,4.5
222,-35.25,4.5
223,-35,4.5
224,-34.75,4.5
225,-34.5,4.5
226,-34.25,4.5
227,-34,4.5
228,-33.75,4.5
229,-33.5,4.5
230,-33.25,4.5
231,-33,4.5
232,-32.75,4.5
233,-32.5,4.5
234,-32.25,4.5
235,-32,4.5
236,-31.75,4.5
237,-31.5,4.5
238,-31.25,4.5
239,-31,4.5
240,-30.75,4.5
241,-30.5,4.5
242,-30.25,4.5
243,-30,4.5
244,-50,4.25
245,-49.75,4.25
246,-49.5,4.25
247,-49.25,4.25
248,-49,4.25
249,-48.75,4.25
250,-48.5,4.25
251,-48.25,4.25
252,-48,4.25
253,-47.75,4.25
254,-47.5,4.25
255,-47.25,4.25
256,-47,4.25
257,-46.75,4.25
258,-46.5,4.25
259,-46.25,4.25
260,-46,4.25
261,-45.75,4.25
262,-45.5,4.25
263,-45.25,4.25
264,-45,4.25
265,-44.75,4.25
266,-44.5,4.25
267,-44.25,4.25
268,-44,4.25
269,-43.75,4.25
270,-43.5,4.25
271,-43.25,4.25
272,-43,4.25
273,-42.75,4.25
274,-42.5,4.25
275,-42.25,4.25
276,-42,4.25
277,-41.75,4.25
278,-41.5,4.25
279,-41.25,4.25
280,-41,4.25
281,-40.75,4.25
282,-40.5,4.25
283,-40.25,4.25
284,-40,4.25
285,-39.75,4.25
286,-39.5,4.25
287,-39.25,4.25
288,-39,4.25
289,-38.75,4.25
290,-38.5,4.25
291,-38.25,4.25
292,-38,4.25
293,-37.75,4.25
294,-37.5,4.25
295,-37.25,4.25
296,-37,4.25
297,-36.75,4.25
298,-36.5,4.25
299,-36.25,4.25
300,-36,4.25
301,-35.75,4.25
302,-35.5,4.25
303,-35.25,4.25
304,-35,4.25
305,-34.75,4.25
306,-34.5,4.25
307,-34.25,4.25
308,-34,4.25
309,-33.75,4.25
310,-33.5,4.25
311,-33.25,4.25
312,-33,4.25
313,-32.75,4.25
314,-32.5,4.25
315,-32.25,4.25
316,-32,4.25
317,-31.75,4.25
318,-31.5,4.25
319,-31.25,4.25
320,-31,4.25
321,-30.75,4.25
322,-30.5,4.25
323,-30.25,4.25
324,-30,4.25
325,-50,4
326,-49.75,4
327,-49.5,4
328,-49.25,4
329,-49,4
330,-48.75,4
331,-48.5,4
332,-48.25,4
333,-48,4
334,-47.75,4
335,-47.5,4
336,-47.25,4
337,-47,4
338,-46.75,4
339,-46.5,4
340,-46.25,4
341,-46,4
342,-45.75,4
343,-45.5,4
344,-45.25,4
345,-45,4
346,-44.75,4
347,-44.5,4
348,-44.25,4
349,-44,4
350,-43.75,4
351,-43.5,4
352,-43.25,4
353,-43,4
354,-42.75,4
355,-42.5,4
356,-42.25,4
357,-42,4
358,-41.75,4
359,-41.5,4
360,-41.25,4
361,-41,4
362,-40.75,4
363,-40.5,4
364,-40.25,4
365,-40,4
366,-39.75,4
367,-39.5,4
368,-39.25,4
369,-39,4
370,-38.75,4
371,-38.5,4
372,-38.25,4
373,-38,4
374,-37.75,4
375,-37.5,4
376,-37.25,4
377,-37,4
378,-36.75,4
379,-36.5,4
380,-36.25,4
381,-36,4
382,-35.75,4
383,-35.5,4
384,-35.25,4
385,-35,4
386,-34.75,4
387,-34.5,4
388,-34.25,4
389,-34,4
390,-33.75,4
391,-33.5,4
392,-33.25,4
393,-33,4
394,-32.75,4
395,-32.5,4
396,-32.25,4
397,-32,4
398,-31.75,4
399,-31.5,4
400,-31.25,4
401,-31,4
402,-30.75,4
403,-30.5,4
404,-30.25,4
405,-30,4
406,-50,3.75
407,-49.75,3.75
408,-49.5,3.75
409,-49.25,3.75
410,-49,3.75
411,-48.75,3.75
412,-48.5,3.75
413,-48.25,3.75
414,-48,3.75
415,-47.75,3.75
416,-47.5,3.75
417,-47.25,3.75
418,-47,3.75
419,-46.75,3.75
420,-46.5,3.75
421,-46.25,3.75
422,-46,3.75
423,-45.75,3.75
424,-45.5,3.75
425,-45.25,3.75
426,-45,3.75
427,-44.75,3.75
428,-44.5,3.75
429,-44.25,3.75
430,-44,3.75
431,-43.75,3.75
432,-43.5,3.75
433,-43.25,3.75
434,-43,3.75
435,-42.75,3.75
436,-42.5,3.75
437,-42.25,3.75
438,-42,3.75
439,-41.75,3.75
440,-41.5,3.75
441,-41.25,3.75
442,-41,3.75
443,-40.75,3.75
444,-40.5,3.75
445,-40.25,3.75
446,-40,3.75
447,-39.75,3.75
448,-39.5,3.75
449,-39.25,3.75
450,-39,3.75
451,-38.75,3.75
452,-38.5,3.75
453,-38.25,3.75
454,-38,3.75
455,-37.75,3.75
456,-37.5,3.75
457,-37.25,3.75
458,-37,3.75
459,-36.75,3.75
460,-36.5,3.75
461,-36.25,3.75
462,-36,3.75
463,-35.75,3.75
464,-35.5,3.75
465,-35.25,3.75
466,-35,3.75
467,-34.75,3.75
468,-34.5,3.75
469,-34.25,3.75
470,-34,3.75
471,-33.75,3.75
472,-33.5,3.75
473,-33.25,3.75
474,-33,3.75
475,-32.75,3.75
476,-32.5,3.75
477,-32.25,3.75
478,-32,3.75
479,-31.75,3.75
480,-31.5,3.75
481,-31.25,3.75
482,-31,3.75
483,-30.75,3.75
484,-30.5,3.75
485,-30.25,3.75
486,-30,3.75
487,-50,3.5
488,-49.75,3.5
489,-49.5,3.5
490,-49.25,3.5
491,-49,3.5
492,-48.75,3.5
493,-48.5,3.5
494,-48.25,3.5
495,-48,3.5
496,-47.75,3.5
497,-47.5,3.5
498,-47.25,3.5
499,-47,3.5
500,-46.75,3.5
501,-46.5,3.5
502,-46.25,3.5
503,-46,3.5
504,-45.75,3.5
505,-45.5,3.5
506,-45.25,3.5
507,-45,3.5
508,-44.75,3.5
509,-44.5,3.5
510,-44.25,3.5
511,-44,3.5
512,-43.75,3.5
513,-43.5,3.5
514,-43.25,3.5
515,-43,3.5
516,-42.75,3.5
517,-42.5,3.5
518,-42.25,3.5
519,-42,3.5
520,-41.75,3.5
521,-41.5,3.5
522,-41.25,3.5
523,-41,3.5
524,-40.75,3.5
525,-40.5,3.5
526,-40.25,3.5
527,-40,3.5
528,-39.75,3.5
529,-39.5,3.5
530,-39.25,3.5
531,-39,3.5
532,-38.75,3.5
533,-38.5,3.5
534,-38.25,3.5
535,-38,3.5
536,-37.75,3.5
537,-37.5,3.5
538,-37.25,3.5
539,-37,3.5
540,-36.75,3.5
541,-36.5,3.5
542,-36.25,3.5
543,-36,3.5
544,-35.75,3.5
545,-35.5,3.5
546,-35.25,3.5
547,-35,3.5
548,-34.75,3.5
549,-34.5,3.5
550,-34.25,3.5
551,-34,3.5
552,-33.75,3.5
553,-33.5,3.5
554,-33.25,3.5
555,-33,3.5
556,-32.75,3.5
557,-32.5,3.5
558,-32.25,3.5
559,-32,3.5
560,-31.75,3.5
561,-31.5,3.5
562,-31.25,3.5
563,-31,3.5
564,-30.75,3.5
565,-30.5,3.5
566,-30.25,3.5
567,-30,3.5
568,-50,3.25
569,-49.75,3.25
570,-49.5,3.25
571,-49.25,3.25
572,-49,3.25
573,-48.75,3.25
574,-48.5,3.25
575,-48.25,3.25
576,-48,3.25
577,-47.75,3.25
578,-47.5,3.25
579,-47.25,3.25
580,-47,3.25
581,-46.75,3.25
582,-46.5,3.25
583,-46.25,3.25
584,-46,3.25
585,-45.75,3.25
586,-45.5,3.25
587,-45.25,3.25
588,-45,3.25
589,-44.75,3.25
590,-44.5,3.25
591,-44.25,3.25
592,-44,3.25
593,-43.75,3.25
594,-43.5,3.25
595,-43.25,3.25
596,-43,3.25
597,-42.75,3.25
598,-42.5,3.25
599,-42.25,3.25
600,-42,3.25
601,-41.75,3.25
602,-41.5,3.25
603,-41.25,3.25
604,-41,3.25
605,-40.75,3.25
606,-40.5,3.25
607,-40.25,3.25
608,-40,3.25
609,-39.75,3.25
610,-39.5,3.25
611,-39.25,3.25
612,-39,3.25
613,-38.75,3.25
614,-38.5,3.25
615,-38.25,3.25
616,-38,3.25
617,-37.75,3.25
618,-37.5,3.25
619,-37.25,3.25
620,-37,3.25
621,-36.75,3.25
622,-36.5,3.25
623,-36.25,3.25
624,-36,3.25
625,-35.75,3.25
626,-35.5,3.25
627,-35.25,3.25
628,-35,3.25
629,-34.75,3.25
630,-34.5,3.25
631,-34.25,3.25
632,-34,3.25
633,-33.75,3.25
634,-33.5,3.25
635,-33.25,3.25
636,-33,3.25
637,-32.75,3.25
638,-32.5,3.25
639,-32.25,3.25
640,-32,3.25
641,-31.75,3.25
642,-31.5,3.25
643,-31.25,3.25
644,-31,3.25
645,-30.75,3.25
646,-30.5,3.25
647,-30.25,3.25
648,-30,3.25
649,-50,3
650,-49.75,3
651,-49.5,3
652,-49.25,3
653,-49,3
654,-48.75,3
655,-48.5,3
656,-48.25,3
657,-48,3
658,-47.75,3
659,-47.5,3
660,-47.25,3
661,-47,3
662,-46.75,3
663,-46.5,3
664,-46.25,3
665,-46,3
666,-45.75,3
667,-45.5,3
668,-45.25,3
669,-45,3
670,-44.75,3
671,-44.5,3
672,-44.25,3
673,-44,3
674,-43.75,3
675,-43.5,3
676,-43.25,3
677,-43,3
678,-42.75,3
679,-42.5,3
680,-42.25,3
681,-42,3
682,-41.75,3
683,-41.5,3
684,-41.25,3
685,-41,3
686,-40.75,3
687,-40.5,3
688,-40.25,3
689,-40,3
690,-39.75,3
691,-39.5,3
692,-39.25,3
693,-39,3
694,-38.75,3
695,-38.5,3
696,-38.25,3
697,-38,3
698,-37.75,3
699,-37.5,3
700,-37.25,3
701,-37,3
702,-36.75,3
703,-36.5,3
704,-36.25,3
705,-36,3
706,-35.75,3
707,-35.5,3
708,-35.25,3
709,-35,3
710,-34.75,3
711,-34.5,3
712,-34.25,3
713,-34,3
714,-33.75,3
715,-33.5,3
716,-33.25,3
717,-33,3
718,-32.75,3
719,-32.5,3
720,-32.25,3
721,-32,3
722,-31.75,3
723,-31.5,3
724,-31.25,3
725,-31,3
726,-30.75,3
727,-30.5,3
728,-30.25,3
729,-30,3
730,-50,2.75
731,-49.75,2.75
732,-49.5,2.75
733,-49.25,2.75
734,-49,2.75
735,-48.75,2.75
736,-48.5,2.75
737,-48.25,2.75
738,-48,2.75
739,-47.75,2.75
740,-47.5,2.75
741,-47.25,2.75
742,-47,2.75
743,-46.75,2.75
744,-46.5,2.75
745,-46.25,2.75
746,-46,2.75
747,-45.75,2.75
748,-45.5,2.75
749,-45.25,2.75
750,-45,2.75
751,-44.75,2.75
752,-44.5,2.75
753,-44.25,2.75
754,-44,2.75
755,-43.75,2.75
756,-43.5,2.75
757,-43.25,2.75
758,-43,2.75
759,-42.75,2.75
760,-42.5,2.75
761,-42.25,2.75
762,-42,2.75
763,-41.75,2.75
764,-41.5,2.75
765,-41.25,2.75
766,-41,2.75
767,-40.75,2.75
768,-40.5,2.75
769,-40.25,2.75
770,-40,2.75
771,-39.75,2.75
772,-39.5,2.75
773,-39.25,2.75
774,-39,2.75
775,-38.75,2.75
776,-38.5,2.75
777,-38.25,2.75
778,-38,2.75
779,-37.75,2.75
780,-37.5,2.75
781,-37.25,2.75
782,-37,2.75
783,-36.75,2.75
784,-36.5,2.75
785,-36.25,2.75
786,-36,2.75
787,-35.75,2.75
788,-35.5,2.75
789,-35.25,2.75
790,-35,2.75
791,-34.75,2.75
792,-34.5,2.75
793,-34.25,2.75
794,-34,2.75
795,-33.75,2.75
796,-33.5,2.75
797,-33.25,2.75
798,-33,2.75
799,-32.75,2.75
800,-32.5,2.75
801,-32.25,2.75
802,-32,2.75
803,-31.75,2.75
804,-31.5,2.75
805,-31.25,2.75
806,-31,2.75
807,-30.75,2.75
808,-30.5,2.75
809,-30.25,2.75
810,-30,2.75
811,-50,2.5
812,-49.75,2.5
813,-49.5,2.5
814,-49.25,2.5
815,-49,2.5
816,-48.75,2.5
817,-48.5,2.5
818,-48.25,2.5
819,-48,2.5
820,-47.75,2.5
821,-47.5,2.5
822,-47.25,2.5
823,-47,2.5
824,-46.75,2.5
825,-46.5,2.5
826,-46.25,2.5
827,-46,2.5
828,-45.75,2.5
829,-45.5,2.5
830,-45.25,2.5
831,-45,2.5
832,-44.75,2.5
833,-44.5,2.5
834,-44.25,2.5
835,-44,2.5
836,-43.75,2.5
837,-43.5,2.5
838,-43.25,2.5
839,-43,2.5
840,-42.75,2.5
841,-42.5,2.5
842,-42.25,2.5
843,-42,2.5
844,-41.75,2.5
845,-41.5,2.5
846,-41.25,2.5
847,-41,2.5
848,-40.75,2.5
849,-40.5,2.5
850,-40.25,2.5
851,-40,2.5
852,-39.75,2.5
853,-39.5,2.5
854,-39.25,2.5
855,-39,2.5
856,-38.75,2.5
857,-38.5,2.5
858,-38.25,2.5
859,-38,2.5
860,-37.75,2.5
861,-37.5,2.5
862,-37.25,2.5
863,-37,2.5
864,-36.75,2.5
865,-36.5,2.5
866,-36.25,2.5
867,-36,2.5
868,-35.75,2.5
869,-35.5,2.5
870,-35.25,2.5
871,-35,2.5
872,-34.75,2.5
873,-34.5,2.5
874,-34.25,2.5
875,-34,2.5
876,-33.75,2.5
877,-33.5,2.5
878,-33.25,2.5
879,-33,2.5
880,-32.75,2.5
881,-32.5,2.5
882,-32.25,2.5
883,-32,2.5
884,-31.75,2.5
885,-31.5,2.5
886,-31.25,2.5
887,-31,2.5
888,-30.75,2.5
889,-30.5,2.5
890,-30.25,2.5
891,-30,2.5
892,-50,2.25
893,-49.75,2.25
894,-49.5,2.25
895,-49.25,2.25
896,-49,2.25
897,-48.75,2.25
898,-48.5,2.25
899,-48.25,2.25
900,-48,2.25
901,-47.75,2.25
902,-47.5,2.25
903,-47.25,2.25
904,-47,2.25
905,-46.75,2.25
906,-46.5,2.25
907,-46.25,2.25
908,-46,2.25
909,-45.75,2.25
910,-45.5,2.25
911,-45.25,2.25
912,-45,2.25
913,-44.75,2.25
914,-44.5,2.25
915,-44.25,2.25
916,-44,2.25
917,-43.75,2.25
918,-43.5,2.25
919,-43.25,2.25
920,-43,2.25
921,-42.75,2.25
922,-42.5,2.25
923,-42.25,2.25
924,-42,2.25
925,-41.75,2.25
926,-41.5,2.25
927,-41.25,2.25
928,-41,2.25
929,-40.75,2.25
930,-40.5,2.25
931,-40.25,2.25
932,-40,2.25
933,-39.75,2.25
934,-39.5,2.25
935,-39.25,2.25
936,-39,2.25
937,-38.75,2.25
938,-38.5,2.25
939,-38.25,2.25
940,-38,2.25
941,-37.75,2.25
942,-37.5,2.25
943,-37.25,2.25
944,-37,2.25
945,-36.75,2.25
946,-36.5,2.25
947,-36.25,2.25
948,-36,2.25
949,-35.75,2.25
950,-35.5,2.25
951,-35.25,2.25
952,-35,2.25
953,-34.75,2.25
954,-34.5,2.25
955,-34.25,2.25
956,-34,2.25
957,-33.75,2.25
958,-33.5,2.25
959,-33.25,2.25
960,-33,2.25
961,-32.75,2.25
962,-32.5,2.25
963,-32.25,2.25
964,-32,2.25
965,-31.75,2.25
966,-31.5,2.25
967,-31.25,2.25
968,-31,2.25
969,-30.75,2.25
970,-30.5,2.25
971,-30.25,2.25
972,-30,2.25
973,-50,2
974,-49.75,2
975,-49.5,2
976,-49.25,2
977,-49,2
978,-48.75,2
979,-48.5,2
980,-48.25,2
981,-48,2
982,-47.75,2
983,-47.5,2
984,-47.25,2
985,-47,2
986,-46.75,2
987,-46.5,2
988,-46.25,2
989,-46,2
990,-45.75,2
991,-45.5,2
992,-45.25,2
993,-45,2
994,-44.75,2
995,-44.5,2
996,-44.25,2
997,-44,2
998,-43.75,2
999,-43.5,2
1000,-43.25,2
1001,-43,2
1002,-42.75,2
1003,-42.5,2
1004,-42.25,2
1005,-42,2
1006,-41.75,2
1007,-41.5,2
1008,-41.25,2
1009,-41,2
1010,-40.75,2
1011,-40.5,2
1012,-40.25,2
1013,-40,2
1014,-39.75,2
1015,-39.5,2
1016,-39.25,2
1017,-39,2
1018,-38.75,2
1019,-38.5,2
1020,-38.25,2
1021,-38,2
1022,-37.75,2
1023,-37.5,2
1024,-37.25,2
1025,-37,2
1026,-36.75,2
1027,-36.5,2
1028,-36.25,2
1029,-36,2
1030,-35.75,2
1031,-35.5,2
1032,-35.25,2
1033,-35,2
1034,-34.75,2
1035,-34.5,2
1036,-34.25,2
1037,-34,2
1038,-33.75,2
1039,-33.5,2
1040,-33.25,2
1041,-33,2
1042,-32.75,2
1043,-32.5,2
1044,-32.25,2
1045,-32,2
1046,-31.75,2
1047,-31.5,2
1048,-31.25,2
1049,-31,2
1050,-30.75,2
1051,-30.5,2
1052,-30.25,2
1053,-30,2
1054,-50,1.75
1055,-49.75,1.75
1056,-49.5,1.75
1057,-49.25,1.75
1058,-49,1.75
1059,-48.75,1.75
1060,-48.5,1.75
1061,-48.25,1.75
1062,-48,1.75
1063,-47.75,1.75
1064,-47.5,1.75
1065,-47.25,1.75
1066,-47,1.75
1067,-46.75,1.75
1068,-46.5,1.75
1069,-46.25,1.75
1070,-46,1.75
1071,-45.75,1.75
1072,-45.5,1.75
1073,-45.25,1.75
1074,-45,1.75
1075,-44.75,1.75
1076,-44.5,1.75
1077,-44.25,1.75
1078,-44,1.75
1079,-43.75,1.75
1080,-43.5,1.75
1081,-43.25,1.75
1082,-43,1.75
1083,-42.75,1.75
1084,-42.5,1.75
1085,-42.25,1.75
1086,-42,1.75
1087,-41.75,1.75
1088,-41.5,1.75
1089,-41.25,1.75
1090,-41,1.75
1091,-40.75,1.75
1092,-40.5,1.75
1093,-40.25,1.75
1094,-40,1.75
1095,-39.75,1.75
1096,-39.5,1.75
1097,-39.25,1.75
1098,-39,1.75
1099,-38.75,1.75
1100,-38.5,1.75
1101,-38.25,1.75
1102,-38,1.75
1103,-37.75,1.75
1104,-37.5,1.75
1105,-37.25,1.75
1106,-37,1.75
1107,-36.75,1.75
1108,-36.5,1.75
1109,-36.25,1.75
1110,-36,1.75
1111,-35.75,1.75
1112,-35.5,1.75
1113,-35.25,1.75
1114,-35,1.75
1115,-34.75,1.75
1116,-34.5,1.75
1117,-34.25,1.75
1118,-34,1.75
1119,-33.75,1.75
1120,-33.5,1.75
1121,-33.25,1.75
1122,-33,1.75
1123,-32.75,1.75
1124,-32.5,1.75
1125,-32.25,1.75
1126,-32,1.75
1127,-31.75,1.75
1128,-31.5,1.75
1129,-31.25,1.75
1130,-31,1.75
1131,-30.75,1.75
1132,-30.5,1.75
1133,-30.25,1.75
1134,-30,1.75
1135,-50,1.5
1136,-49.75,1.5
1137,-49.5,1.5
1138,-49.25,1.5
1139,-49,1.5
1140,-48.75,1.5
1141,-48.5,1.5
1142,-48.25,1.5
1143,-48,1.5
1144,-47.75,1.5
1145,-47.5,1.5
1146,-47.25,1.5
1147,-47,1.5
1148,-46.75,1.5
1149,-46.5,1.5
1150,-46.25,1.5
1151,-46,1.5
1152,-45.75,1.5
1153,-45.5,1.5
1154,-45.25,1.5
1155,-45,1.5
1156,-44.75,1.5
1157,-44.5,1.5
1158,-44.25,1.5
1159,-44,1.5
1160,-43.75,1.5
1161,-43.5,1.5
1162,-43.25,1.5
1163,-43,1.5
1164,-42.75,1.5
1165,-42.5,1.5
1166,-42.25,1.5
1167,-42,1.5
1168,-41.75,1.5
1169,-41.5,1.5
1170,-41.25,1.5
1171,-41,1.5
1172,-40.75,1.5
1173,-40.5,1.5
1174,-40.25,1.5
1175,-40,1.5
1176,-39.75,1.5
1177,-39.5,1.5
1178,-39.25,1.5
1179,-39,1.5
1180,-38.75,1.5
1181,-38.5,1.5
1182,-38.25,1.5
1183,-38,1.5
1184,-37.75,1.5
1185,-37.5,1.5
1186,-37.25,1.5
1187,-37,1.5
1188,-36.75,1.5
1189,-36.5,1.5
1190,-36.25,1.5
1191,-36,1.5
1192,-35.75,1.5
1193,-35.5,1.5
1194,-35.25,1.5
1195,-35,1.5
1196,-34.75,1.5
1197,-34.5,1.5
1198,-34.25,1.5
1199,-34,1.5
1200,-33.75,1.5
1201,-33.5,1.5
1202,-33.25,1.5
1203,-33,1.5
1204,-32.75,1.5
1205,-32.5,1.5
1206,-32.25,1.5
1207,-32,1.5
1208,-31.75,1.5
1209,-31.5,1.5
1210,-31.25,1.5
1211,-31,1.5
1212,-30.75,1.5
1213,-30.5,1.5
1214,-30.25,1.5
1215,-30,1.5
1216,-50,1.25
1217,-49.75,1.25
1218,-49.5,1.25
1219,-49.25,1.25
1220,-49,1.25
1221,-48.75,1.25
1222,-48.5,1.25
1223,-48.25,1.25
1224,-48,1.25
1225,-47.75,1.25
1226,-47.5,1.25
1227,-47.25,1.25
1228,-47,1.25
1229,-46.75,1.25
1230,-46.5,1.25
1231,-46.25,1.25
1232,-46,1.25
1233,-45.75,1.25
1234,-45.5,1.25
1235,-45.25,1.25
1236,-45,1.25
1237,-44.75,1.25
1238,-44.5,1.25
1239,-44.25,1.25
1240,-44,1.25
1241,-43.75,1.25
1242,-43.5,1.25
1243,-43.25,1.25
1244,-43,1.25
1245,-42.75,1.25
1246,-42.5,1.25
1247,-42.25,1.25
1248,-42,1.25
1249,-41.75,1.25
1250,-41.5,1.25
1251,-41.25,1.25
1252,-41,1.25
1253,-40.75,1.25
1254,-40.5,1.25
1255,-40.25,1.25
1256,-40,1.25
1257,-39.75,1.25
1258,-39.5,1.25
1259,-39.25,1.25
1260,-39,1.25
1261,-38.75,1.25
1262,-38.5,1.25
1263,-38.25,1.25
1264,-38,1.25
1265,-37.75,1.25
1266,-37.5,1.25
1267,-37.25,1.25
1268,-37,1.25
1269,-36.75,1.25
1270,-36.5,1.25
1271,-36.25,1.25
1272,-36,1.25
1273,-35.75,1.25
1274,-35.5,1.25
1275,-35.25,1.25
1276,-35,1.25
1277,-34.75,1.25
1278,-34.5,1.25
1279,-34.25,1.25
1280,-34,1.25
1281,-33.75,1.25
1282,-33.5,1.25
1283,-33.25,1.25
1284,-33,1.25
1285,-32.75,1.25
1286,-32.5,1.25
1287,-32.25,1.25
1288,-32,1.25
1289,-31.75,1.25
1290,-31.5,1.25
1291,-31.25,1.25
1292,-31,1.25
1293,-30.75,1.25
1294,-30.5,1.25
1295,-30.25,1.25
1296,-30,1.25
1297,-50,1
1298,-49.75,1
1299,-49.5,1
1300,-49.25,1
1301,-49,1
1302,-48.75,1
1303,-48.5,1
1304,-48.25,1
1305,-48,1
1306,-47.75,1
1307,-47.5,1
1308,-47.25,1
1309,-47,1
1310,-46.75,1
1311,-46.5,1
1312,-46.25,1
1313,-46,1
1314,-45.75,1
1315,-45.5,1
1316,-45.25,1
1317,-45,1
1318,-44.75,1
1319,-44.5,1
1320,-44.25,1
1321,-44,1
1322,-43.75,1
1323,-43.5,1
1324,-43.25,1
1325,-43,1
1326,-42.75,1
1327,-42.5,1
1328,-42.25,1
1329,-42,1
1330,-41.75,1
1331,-41.5,1
1332,-41.25,1
1333,-41,1
1334,-40.75,1
1335,-40.5,1
1336,-40.25,1
1337,-40,1
1338,-39.75,1
1339,-39.5,1
1340,-39.25,1
1341,-39,1
1342,-38.75,1
1343,-38.5,1
1344,-38.25,1
1345,-38,1
1346,-37.75,1
1347,-37.5,1
1348,-37.25,1
1349,-37,1
1350,-36.75,1
1351,-36.5,1
1352,-36.25,1
1353,-36,1
1354,-35.75,1
1355,-35.5,1
1356,-35.25,1
1357,-35,1
1358,-34.75,1
1359,-34.5,1
1360,-34.25,1
1361,-34,1
1362,-33.75,1
1363,-33.5,1
1364,-33.25,1
1365,-33,1
1366,-32.75,1
1367,-32.5,1
1368,-32.25,1
1369,-32,1
1370,-31.75,1
1371,-31.5,1
1372,-31.25,1
1373,-31,1
1374,-30.75,1
1375,-30.5,1
