id,longitude,latitude
6322,-49.25,-14.5
6323,-49,-14.5
6324,-48.75,-14.5
6325,-48.5,-14.5
6326,-48.25,-14.5
6327,-48,-14.5
6328,-47.75,-14.5
6329,-47.5,-14.5
6330,-47.25,-14.5
6331,-47,-14.5
6332,-46.75,-14.5
6333,-46.5,-14.5
6334,-46.25,-14.5
6335,-46,-14.5
6336,-45.75,-14.5
6337,-45.5,-14.5
6338,-45.25,-14.5
6339,-45,-14.5
6340,-44.75,-14.5
6341,-44.5,-14.5
6342,-44.25,-14.5
6343,-44,-14.5
6344,-43.75,-14.5
6345,-43.5,-14.5
6346,-43.25,-14.5
6347,-43,-14.5
6348,-42.75,-14.5
6349,-42.5,-14.5
6350,-42.25,-14.5
6351,-42,-14.5
6352,-41.75,-14.5
6353,-41.5,-14.5
6354,-41.25,-14.5
6355,-41,-14.5
6356,-40.75,-14.5
6357,-40.5,-14.5
6358,-40.25,-14.5
6359,-40,-14.5
6360,-39.75,-14.5
6361,-39.5,-14.5
6362,-39.25,-14.5
6363,-39,-14.5
6364,-38.75,-14.5
6365,-38.5,-14.5
6366,-38.25,-14.5
6367,-38,-14.5
6368,-37.75,-14.5
6369,-37.5,-14.5
6370,-37.25,-14.5
6371,-37,-14.5
6372,-36.75,-14.5
6373,-36.5,-14.5
6374,-36.25,-14.5
6375,-36,-14.5
6376,-35.75,-14.5
6377,-35.5,-14.5
6378,-35.25,-14.5
6379,-35,-14.5
6380,-34.75,-14.5
6381,-34.5,-14.5
6382,-34.25,-14.5
6383,-34,-14.5
6384,-33.75,-14.5
6385,-33.5,-14.5
6386,-33.25,-14.5
6387,-33,-14.5
6388,-32.75,-14.5
6389,-32.5,-14.5
6390,-32.25,-14.5
6391,-32,-14.5
6392,-31.75,-14.5
6393,-31.5,-14.5
6394,-31.25,-14.5
6395,-31,-14.5
6396,-30.75,-14.5
6397,-30.5,-14.5
6398,-30.25,-14.5
6399,-30,-14.5
6400,-50,-14.75
6401,-49.75,-14.75
6402,-49.5,-14.75
6403,-49.25,-14.75
6404,-49,-14.75
6405,-48.75,-14.75
6406,-48.5,-14.75
6407,-48.25,-14.75
6408,-48,-14.75
6409,-47.75,-14.75
6410,-47.5,-14.75
6411,-47.25,-14.75
6412,-47,-14.75
6413,-46.75,-14.75
6414,-46.5,-14.75
6415,-46.25,-14.75
6416,-46,-14.75
6417,-45.75,-14.75
6418,-45.5,-14.75
6419,-45.25,-14.75
6420,-45,-14.75
6421,-44.75,-14.75
6422,-44.5,-14.75
6423,-44.25,-14.75
6424,-44,-14.75
6425,-43.75,-14.75
6426,-43.5,-14.75
6427,-43.25,-14.75
6428,-43,-14.75
6429,-42.75,-14.75
6430,-42.5,-14.75
6431,-42.25,-14.75
6432,-42,-14.75
6433,-41.75,-14.75
6434,-41.5,-14.75
6435,-41.25,-14.75
6436,-41,-14.75
6437,-40.75,-14.75
6438,-40.5,-14.75
6439,-40.25,-14.75
6440,-40,-14.75
6441,-39.75,-14.75
6442,-39.5,-14.75
6443,-39.25,-14.75
6444,-39,-14.75
6445,-38.75,-14.75
6446,-38.5,-14.75
6447,-38.25,-14.75
6448,-38,-14.75
6449,-37.75,-14.75
6450,-37.5,-14.75
6451,-37.25,-14.75
6452,-37,-14.75
6453,-36.75,-14.75
6454,-36.5,-14.75
6455,-36.25,-14.75
6456,-36,-14.75
6457,-35.75,-14.75
6458,-35.5,-14.75
6459,-35.25,-14.75
6460,-35,-14.75
6461,-34.75,-14.75
6462,-34.5,-14.75
6463,-34.25,-14.75
6464,-34,-14.75
6465,-33.75,-14.75
6466,-33.5,-14.75
6467,-33.25,-14.75
6468,-33,-14.75
6469,-32.75,-14.75
6470,-32.5,-14.75
6471,-32.25,-14.75
6472,-32,-14.75
6473,-31.75,-14.75
6474,-31.5,-14.75
6475,-31.25,-14.75
6476,-31,-14.75
6477,-30.75,-14.75
6478,-30.5,-14.75
6479,-30.25,-14.75
6480,-30,-14.75
6481,-50,-15
6482,-49.75,-15
6483,-49.5,-15
6484,-49.25,-15
6485,-49,-15
6486,-48.75,-15
6487,-48.5,-15
6488,-48.25,-15
6489,-48,-15
6490,-47.75,-15
6491,-47.5,-15
6492,-47.25,-15
6493,-47,-15
6494,-46.75,-15
6495,-46.5,-15
6496,-46.25,-15
6497,-46,-15
6498,-45.75,-15
6499,-45.5,-15
6500,-45.25,-15
6501,-45,-15
6502,-44.75,-15
6503,-44.5,-15
6504,-44.25,-15
6505,-44,-15
6506,-43.75,-15
6507,-43.5,-15
6508,-43.25,-15
6509,-43,-15
6510,-42.75,-15
6511,-42.5,-15
6512,-42.25,-15
6513,-42,-15
6514,-41.75,-15
6515,-41.5,-15
6516,-41.25,-15
6517,-41,-15
6518,-40.75,-15
6519,-40.5,-15
6520,-40.25,-15
6521,-40,-15
6522,-39.75,-15
6523,-39.5,-15
6524,-39.25,-15
6525,-39,-15
6526,-38.75,-15
6527,-38.5,-15
6528,-38.25,-15
6529,-38,-15
6530,-37.75,-15
6531,-37.5,-15
6532,-37.25,-15
6533,-37,-15
6534,-36.75,-15
6535,-36.5,-15
6536,-36.25,-15
6537,-36,-15
6538,-35.75,-15
6539,-35.5,-15
6540,-35.25,-15
6541,-35,-15
6542,-34.75,-15
6543,-34.5,-15
6544,-34.25,-15
6545,-34,-15
6546,-33.75,-15
6547,-33.5,-15
6548,-33.25,-15
6549,-33,-15
6550,-32.75,-15
6551,-32.5,-15
6552,-32.25,-15
6553,-32,-15
6554,-31.75,-15
6555,-31.5,-15
6556,-31.25,-15
6557,-31,-15
6558,-30.75,-15
6559,-30.5,-15
6560,-30.25,-15
6561,-30,-15
6562,-50,-15.25
6563,-49.75,-15.25
6564,-49.5,-15.25
6565,-49.25,-15.25
6566,-49,-15.25
6567,-48.75,-15.25
6568,-48.5,-15.25
6569,-48.25,-15.25
6570,-48,-15.25
6571,-47.75,-15.25
6572,-47.5,-15.25
6573,-47.25,-15.25
6574,-47,-15.25
6575,-46.75,-15.25
6576,-46.5,-15.25
6577,-46.25,-15.25
6578,-46,-15.25
6579,-45.75,-15.25
6580,-45.5,-15.25
6581,-45.25,-15.25
6582,-45,-15.25
6583,-44.75,-15.25
6584,-44.5,-15.25
6585,-44.25,-15.25
6586,-44,-15.25
6587,-43.75,-15.25
6588,-43.5,-15.25
6589,-43.25,-15.25
6590,-43,-15.25
6591,-42.75,-15.25
6592,-42.5,-15.25
6593,-42.25,-15.25
6594,-42,-15.25
6595,-41.75,-15.25
6596,-41.5,-15.25
6597,-41.25,-15.25
6598,-41,-15.25
6599,-40.75,-15.25
6600,-40.5,-15.25
6601,-40.25,-15.25
6602,-40,-15.25
6603,-39.75,-15.25
6604,-39.5,-15.25
6605,-39.25,-15.25
6606,-39,-15.25
6607,-38.75,-15.25
6608,-38.5,-15.25
6609,-38.25,-15.25
6610,-38,-15.25
6611,-37.75,-15.25
6612,-37.5,-15.25
6613,-37.25,-15.25
6614,-37,-15.25
6615,-36.75,-15.25
6616,-36.5,-15.25
6617,-36.25,-15.25
6618,-36,-15.25
6619,-35.75,-15.25
6620,-35.5,-15.25
6621,-35.25,-15.25
6622,-35,-15.25
6623,-34.75,-15.25
6624,-34.5,-15.25
6625,-34.25,-15.25
6626,-34,-15.25
6627,-33.75,-15.25
6628,-33.5,-15.25
6629,-33.25,-15.25
6630,-33,-15.25
6631,-32.75,-15.25
6632,-32.5,-15.25
6633,-32.25,-15.25
6634,-32,-15.25
6635,-31.75,-15.25
6636,-31.5,-15.25
6637,-31.25,-15.25
6638,-31,-15.25
6639,-30.75,-15.25
6640,-30.5,-15.25
6641,-30.25,-15.25
6642,-30,-15.25
6643,-50,-15.5
6644,-49.75,-15.5
6645,-49.5,-15.5
6646,-49.25,-15.5
6647,-49,-15.5
6648,-48.75,-15.5
6649,-48.5,-15.5
6650,-48.25,-15.5
6651,-48,-15.5
6652,-47.75,-15.5
6653,-47.5,-15.5
6654,-47.25,-15.5
6655,-47,-15.5
6656,-46.75,-15.5
6657,-46.5,-15.5
6658,-46.25,-15.5
6659,-46,-15.5
6660,-45.75,-15.5
6661,-45.5,-15.5
6662,-45.25,-15.5
6663,-45,-15.5
6664,-44.75,-15.5
6665,-44.5,-15.5
6666,-44.25,-15.5
6667,-44,-15.5
6668,-43.75,-15.5
6669,-43.5,-15.5
6670,-43.25,-15.5
6671,-43,-15.5
6672,-42.75,-15.5
6673,-42.5,-15.5
6674,-42.25,-15.5
6675,-42,-15.5
6676,-41.75,-15.5
6677,-41.5,-15.5
6678,-41.25,-15.5
6679,-41,-15.5
6680,-40.75,-15.5
6681,-40.5,-15.5
6682,-40.25,-15.5
6683,-40,-15.5
6684,-39.75,-15.5
6685,-39.5,-15.5
6686,-39.25,-15.5
6687,-39,-15.5
6688,-38.75,-15.5
6689,-38.5,-15.5
6690,-38.25,-15.5
6691,-38,-15.5
6692,-37.75,-15.5
6693,-37.5,-15.5
6694,-37.25,-15.5
6695,-37,-15.5
6696,-36.75,-15.5
6697,-36.5,-15.5
6698,-36.25,-15.5
6699,-36,-15.5
6700,-35.75,-15.5
6701,-35.5,-15.5
6702,-35.25,-15.5
6703,-35,-15.5
6704,-34.75,-15.5
6705,-34.5,-15.5
6706,-34.25,-15.5
6707,-34,-15.5
6708,-33.75,-15.5
6709,-33.5,-15.5
6710,-33.25,-15.5
6711,-33,-15.5
6712,-32.75,-15.5
6713,-32.5,-15.5
6714,-32.25,-15.5
6715,-32,-15.5
6716,-31.75,-15.5
6717,-31.5,-15.5
6718,-31.25,-15.5
6719,-31,-15.5
6720,-30.75,-15.5
6721,-30.5,-15.5
6722,-30.25,-15.5
6723,-30,-15.5
6724,-50,-15.75
6725,-49.75,-15.75
6726,-49.5,-15.75
6727,-49.25,-15.75
6728,-49,-15.75
6729,-48.75,-15.75
6730,-48.5,-15.75
6731,-48.25,-15.75
6732,-48,-15.75
6733,-47.75,-15.75
6734,-47.5,-15.75
6735,-47.25,-15.75
6736,-47,-15.75
6737,-46.75,-15.75
6738,-46.5,-15.75
6739,-46.25,-15.75
6740,-46,-15.75
6741,-45.75,-15.75
6742,-45.5,-15.75
6743,-45.25,-15.75
6744,-45,-15.75
6745,-44.75,-15.75
6746,-44.5,-15.75
6747,-44.25,-15.75
6748,-44,-15.75
6749,-43.75,-15.75
6750,-43.5,-15.75
6751,-43.25,-15.75
6752,-43,-15.75
6753,-42.75,-15.75
6754,-42.5,-15.75
6755,-42.25,-15.75
6756,-42,-15.75
6757,-41.75,-15.75
6758,-41.5,-15.75
6759,-41.25,-15.75
6760,-41,-15.75
6761,-40.75,-15.75
6762,-40.5,-15.75
6763,-40.25,-15.75
6764,-40,-15.75
6765,-39.75,-15.75
6766,-39.5,-15.75
6767,-39.25,-15.75
6768,-39,-15.75
6769,-38.75,-15.75
6770,-38.5,-15.75
6771,-38.25,-15.75
6772,-38,-15.75
6773,-37.75,-15.75
6774,-37.5,-15.75
6775,-37.25,-15.75
6776,-37,-15.75
6777,-36.75,-15.75
6778,-36.5,-15.75
6779,-36.25,-15.75
6780,-36,-15.75
6781,-35.75,-15.75
6782,-35.5,-15.75
6783,-35.25,-15.75
6784,-35,-15.75
6785,-34.75,-15.75
6786,-34.5,-15.75
6787,-34.25,-15.75
6788,-34,-15.75
6789,-33.75,-15.75
6790,-33.5,-15.75
6791,-33.25,-15.75
6792,-33,-15.75
6793,-32.75,-15.75
6794,-32.5,-15.75
6795,-32.25,-15.75
6796,-32,-15.75
6797,-31.75,-15.75
6798,-31.5,-15.75
6799,-31.25,-15.75
6800,-31,-15.75
6801,-30.75,-15.75
6802,-30.5,-15.75
6803,-30.25,-15.75
6804,-30,-15.75
6805,-50,-16
6806,-49.75,-16
6807,-49.5,-16
6808,-49.25,-16
6809,-49,-16
6810,-48.75,-16
6811,-48.5,-16
6812,-48.25,-16
6813,-48,-16
6814,-47.75,-16
6815,-47.5,-16
6816,-47.25,-16
6817,-47,-16
6818,-46.75,-16
6819,-46.5,-16
6820,-46.25,-16
6821,-46,-16
6822,-45.75,-16
6823,-45.5,-16
6824,-45.25,-16
6825,-45,-16
6826,-44.75,-16
6827,-44.5,-16
6828,-44.25,-16
6829,-44,-16
6830,-43.75,-16
6831,-43.5,-16
6832,-43.25,-16
6833,-43,-16
6834,-42.75,-16
6835,-42.5,-16
6836,-42.25,-16
6837,-42,-16
6838,-41.75,-16
6839,-41.5,-16
6840,-41.25,-16
6841,-41,-16
6842,-40.75,-16
6843,-40.5,-16
6844,-40.25,-16
6845,-40,-16
6846,-39.75,-16
6847,-39.5,-16
6848,-39.25,-16
6849,-39,-16
6850,-38.75,-16
6851,-38.5,-16
6852,-38.25,-16
6853,-38,-16
6854,-37.75,-16
6855,-37.5,-16
6856,-37.25,-16
6857,-37,-16
6858,-36.75,-16
6859,-36.5,-16
6860,-36.25,-16
6861,-36,-16
6862,-35.75,-16
6863,-35.5,-16
6864,-35.25,-16
6865,-35,-16
6866,-34.75,-16
6867,-34.5,-16
6868,-34.25,-16
6869,-34,-16
6870,-33.75,-16
6871,-33.5,-16
6872,-33.25,-16
6873,-33,-16
6874,-32.75,-16
6875,-32.5,-16
6876,-32.25,-16
6877,-32,-16
6878,-31.75,-16
6879,-31.5,-16
6880,-31.25,-16
6881,-31,-16
6882,-30.75,-16
6883,-30.5,-16
6884,-30.25,-16
6885,-30,-16
6886,-50,-16.25
6887,-49.75,-16.25
6888,-49.5,-16.25
6889,-49.25,-16.25
6890,-49,-16.25
6891,-48.75,-16.25
6892,-48.5,-16.25
6893,-48.25,-16.25
6894,-48,-16.25
6895,-47.75,-16.25
6896,-47.5,-16.25
6897,-47.25,-16.25
6898,-47,-16.25
6899,-46.75,-16.25
6900,-46.5,-16.25
6901,-46.25,-16.25
6902,-46,-16.25
6903,-45.75,-16.25
6904,-45.5,-16.25
6905,-45.25,-16.25
6906,-45,-16.25
6907,-44.75,-16.25
6908,-44.5,-16.25
6909,-44.25,-16.25
6910,-44,-16.25
6911,-43.75,-16.25
6912,-43.5,-16.25
6913,-43.25,-16.25
6914,-43,-16.25
6915,-42.75,-16.25
6916,-42.5,-16.25
6917,-42.25,-16.25
6918,-42,-16.25
6919,-41.75,-16.25
6920,-41.5,-16.25
6921,-41.25,-16.25
6922,-41,-16.25
6923,-40.75,-16.25
6924,-40.5,-16.25
6925,-40.25,-16.25
6926,-40,-16.25
6927,-39.75,-16.25
6928,-39.5,-16.25
6929,-39.25,-16.25
6930,-39,-16.25
6931,-38.75,-16.25
6932,-38.5,-16.25
6933,-38.25,-16.25
6934,-38,-16.25
6935,-37.75,-16.25
6936,-37.5,-16.25
6937,-37.25,-16.25
6938,-37,-16.25
6939,-36.75,-16.25
6940,-36.5,-16.25
6941,-36.25,-16.25
6942,-36,-16.25
6943,-35.75,-16.25
6944,-35.5,-16.25
6945,-35.25,-16.25
6946,-35,-16.25
6947,-34.75,-16.25
6948,-34.5,-16.25
6949,-34.25,-16.25
6950,-34,-16.25
6951,-33.75,-16.25
6952,-33.5,-16.25
6953,-33.25,-16.25
6954,-33,-16.25
6955,-32.75,-16.25
6956,-32.5,-16.25
6957,-32.25,-16.25
6958,-32,-16.25
6959,-31.75,-16.25
6960,-31.5,-16.25
6961,-31.25,-16.25
6962,-31,-16.25
6963,-30.75,-16.25
6964,-30.5,-16.25
6965,-30.25,-16.25
6966,-30,-16.25
6967,-50,-16.5
6968,-49.75,-16.5
6969,-49.5,-16.5
6970,-49.25,-16.5
6971,-49,-16.5
6972,-48.75,-16.5
6973,-48.5,-16.5
6974,-48.25,-16.5
6975,-48,-16.5
6976,-47.75,-16.5
6977,-47.5,-16.5
6978,-47.25,-16.5
6979,-47,-16.5
6980,-46.75,-16.5
6981,-46.5,-16.5
6982,-46.25,-16.5
6983,-46,-16.5
6984,-45.75,-16.5
6985,-45.5,-16.5
6986,-45.25,-16.5
6987,-45,-16.5
6988,-44.75,-16.5
6989,-44.5,-16.5
6990,-44.25,-16.5
6991,-44,-16.5
6992,-43.75,-16.5
6993,-43.5,-16.5
6994,-43.25,-16.5
6995,-43,-16.5
6996,-42.75,-16.5
6997,-42.5,-16.5
6998,-42.25,-16.5
6999,-42,-16.5
7000,-41.75,-16.5
7001,-41.5,-16.5
7002,-41.25,-16.5
7003,-41,-16.5
7004,-40.75,-16.5
7005,-40.5,-16.5
7006,-40.25,-16.5
7007,-40,-16.5
7008,-39.75,-16.5
7009,-39.5,-16.5
7010,-39.25,-16.5
7011,-39,-16.5
7012,-38.75,-16.5
7013,-38.5,-16.5
7014,-38.25,-16.5
7015,-38,-16.5
7016,-37.75,-16.5
7017,-37.5,-16.5
7018,-37.25,-16.5
7019,-37,-16.5
7020,-36.75,-16.5
7021,-36.5,-16.5
7022,-36.25,-16.5
7023,-36,-16.5
7024,-35.75,-16.5
7025,-35.5,-16.5
7026,-35.25,-16.5
7027,-35,-16.5
7028,-34.75,-16.5
7029,-34.5,-16.5
7030,-34.25,-16.5
7031,-34,-16.5
7032,-33.75,-16.5
7033,-33.5,-16.5
7034,-33.25,-16.5
7035,-33,-16.5
7036,-32.75,-16.5
7037,-32.5,-16.5
7038,-32.25,-16.5
7039,-32,-16.5
7040,-31.75,-16.5
7041,-31.5,-16.5
7042,-31.25,-16.5
7043,-31,-16.5
7044,-30.75,-16.5
7045,-30.5,-16.5
7046,-30.25,-16.5
7047,-30,-16.5
7048,-50,-16.75
7049,-49.75,-16.75
7050,-49.5,-16.75
7051,-49.25,-16.75
7052,-49,-16.75
7053,-48.75,-16.75
7054,-48.5,-16.75
7055,-48.25,-16.75
7056,-48,-16.75
7057,-47.75,-16.75
7058,-47.5,-16.75
7059,-47.25,-16.75
7060,-47,-16.75
7061,-46.75,-16.75
7062,-46.5,-16.75
7063,-46.25,-16.75
7064,-46,-16.75
7065,-45.75,-16.75
7066,-45.5,-16.75
7067,-45.25,-16.75
7068,-45,-16.75
7069,-44.75,-16.75
7070,-44.5,-16.75
7071,-44.25,-16.75
7072,-44,-16.75
7073,-43.75,-16.75
7074,-43.5,-16.75
7075,-43.25,-16.75
7076,-43,-16.75
7077,-42.75,-16.75
7078,-42.5,-16.75
7079,-42.25,-16.75
7080,-42,-16.75
7081,-41.75,-16.75
7082,-41.5,-16.75
7083,-41.25,-16.75
7084,-41,-16.75
7085,-40.75,-16.75
7086,-40.5,-16.75
7087,-40.25,-16.75
7088,-40,-16.75
7089,-39.75,-16.75
7090,-39.5,-16.75
7091,-39.25,-16.75
7092,-39,-16.75
7093,-38.75,-16.75
7094,-38.5,-16.75
7095,-38.25,-16.75
7096,-38,-16.75
7097,-37.75,-16.75
7098,-37.5,-16.75
7099,-37.25,-16.75
7100,-37,-16.75
7101,-36.75,-16.75
7102,-36.5,-16.75
7103,-36.25,-16.75
7104,-36,-16.75
7105,-35.75,-16.75
7106,-35.5,-16.75
7107,-35.25,-16.75
7108,-35,-16.75
7109,-34.75,-16.75
7110,-34.5,-16.75
7111,-34.25,-16.75
7112,-34,-16.75
7113,-33.75,-16.75
7114,-33.5,-16.75
7115,-33.25,-16.75
7116,-33,-16.75
7117,-32.75,-16.75
7118,-32.5,-16.75
7119,-32.25,-16.75
7120,-32,-16.75
7121,-31.75,-16.75
7122,-31.5,-16.75
7123,-31.25,-16.75
7124,-31,-16.75
7125,-30.75,-16.75
7126,-30.5,-16.75
7127,-30.25,-16.75
7128,-30,-16.75
7129,-50,-17
7130,-49.75,-17
7131,-49.5,-17
7132,-49.25,-17
7133,-49,-17
7134,-48.75,-17
7135,-48.5,-17
7136,-48.25,-17
7137,-48,-17
7138,-47.75,-17
7139,-47.5,-17
7140,-47.25,-17
7141,-47,-17
7142,-46.75,-17
7143,-46.5,-17
7144,-46.25,-17
7145,-46,-17
7146,-45.75,-17
7147,-45.5,-17
7148,-45.25,-17
7149,-45,-17
7150,-44.75,-17
7151,-44.5,-17
7152,-44.25,-17
7153,-44,-17
7154,-43.75,-17
7155,-43.5,-17
7156,-43.25,-17
7157,-43,-17
7158,-42.75,-17
7159,-42.5,-17
7160,-42.25,-17
7161,-42,-17
7162,-41.75,-17
7163,-41.5,-17
7164,-41.25,-17
7165,-41,-17
7166,-40.75,-17
7167,-40.5,-17
7168,-40.25,-17
7169,-40,-17
7170,-39.75,-17
7171,-39.5,-17
7172,-39.25,-17
7173,-39,-17
7174,-38.75,-17
7175,-38.5,-17
7176,-38.25,-17
7177,-38,-17
7178,-37.75,-17
7179,-37.5,-17
7180,-37.25,-17
7181,-37,-17
7182,-36.75,-17
7183,-36.5,-17
7184,-36.25,-17
7185,-36,-17
7186,-35.75,-17
7187,-35.5,-17
7188,-35.25,-17
7189,-35,-17
7190,-34.75,-17
7191,-34.5,-17
7192,-34.25,-17
7193,-34,-17
7194,-33.75,-17
7195,-33.5,-17
7196,-33.25,-17
7197,-33,-17
7198,-32.75,-17
7199,-32.5,-17
7200,-32.25,-17
7201,-32,-17
7202,-31.75,-17
7203,-31.5,-17
7204,-31.25,-17
7205,-31,-17
7206,-30.75,-17
7207,-30.5,-17
7208,-30.25,-17
7209,-30,-17
7210,-50,-17.25
7211,-49.75,-17.25
7212,-49.5,-17.25
7213,-49.25,-17.25
7214,-49,-17.25
7215,-48.75,-17.25
7216,-48.5,-17.25
7217,-48.25,-17.25
7218,-48,-17.25
7219,-47.75,-17.25
7220,-47.5,-17.25
7221,-47.25,-17.25
7222,-47,-17.25
7223,-46.75,-17.25
7224,-46.5,-17.25
7225,-46.25,-17.25
7226,-46,-17.25
7227,-45.75,-17.25
7228,-45.5,-17.25
7229,-45.25,-17.25
7230,-45,-17.25
7231,-44.75,-17.25
7232,-44.5,-17.25
7233,-44.25,-17.25
7234,-44,-17.25
7235,-43.75,-17.25
7236,-43.5,-17.25
7237,-43.25,-17.25
7238,-43,-17.25
7239,-42.75,-17.25
7240,-42.5,-17.25
7241,-42.25,-17.25
7242,-42,-17.25
7243,-41.75,-17.25
7244,-41.5,-17.25
7245,-41.25,-17.25
7246,-41,-17.25
7247,-40.75,-17.25
7248,-40.5,-17.25
7249,-40.25,-17.25
7250,-40,-17.25
7251,-39.75,-17.25
7252,-39.5,-17.25
7253,-39.25,-17.25
7254,-39,-17.25
7255,-38.75,-17.25
7256,-38.5,-17.25
7257,-38.25,-17.25
7258,-38,-17.25
7259,-37.75,-17.25
7260,-37.5,-17.25
7261,-37.25,-17.25
7262,-37,-17.25
7263,-36.75,-17.25
7264,-36.5,-17.25
7265,-36.25,-17.25
7266,-36,-17.25
7267,-35.75,-17.25
7268,-35.5,-17.25
7269,-35.25,-17.25
7270,-35,-17.25
7271,-34.75,-17.25
7272,-34.5,-17.25
7273,-34.25,-17.25
7274,-34,-17.25
7275,-33.75,-17.25
7276,-33.5,-17.25
7277,-33.25,-17.25
7278,-33,-17.25
7279,-32.75,-17.25
7280,-32.5,-17.25
7281,-32.25,-17.25
7282,-32,-17.25
7283,-31.75,-17.25
7284,-31.5,-17.25
7285,-31.25,-17.25
7286,-31,-17.25
7287,-30.75,-17.25
7288,-30.5,-17.25
7289,-30.25,-17.25
7290,-30,-17.25
7291,-50,-17.5
7292,-49.75,-17.5
7293,-49.5,-17.5
7294,-49.25,-17.5
7295,-49,-17.5
7296,-48.75,-17.5
7297,-48.5,-17.5
7298,-48.25,-17.5
7299,-48,-17.5
7300,-47.75,-17.5
7301,-47.5,-17.5
7302,-47.25,-17.5
7303,-47,-17.5
7304,-46.75,-17.5
7305,-46.5,-17.5
7306,-46.25,-17.5
7307,-46,-17.5
7308,-45.75,-17.5
7309,-45.5,-17.5
7310,-45.25,-17.5
7311,-45,-17.5
7312,-44.75,-17.5
7313,-44.5,-17.5
7314,-44.25,-17.5
7315,-44,-17.5
7316,-43.75,-17.5
7317,-43.5,-17.5
7318,-43.25,-17.5
7319,-43,-17.5
7320,-42.75,-17.5
7321,-42.5,-17.5
7322,-42.25,-17.5
7323,-42,-17.5
7324,-41.75,-17.5
7325,-41.5,-17.5
7326,-41.25,-17.5
7327,-41,-17.5
7328,-40.75,-17.5
7329,-40.5,-17.5
7330,-40.25,-17.5
7331,-40,-17.5
7332,-39.75,-17.5
7333,-39.5,-17.5
7334,-39.25,-17.5
7335,-39,-17.5
7336,-38.75,-17.5
7337,-38.5,-17.5
7338,-38.25,-17.5
7339,-38,-17.5
7340,-37.75,-17.5
7341,-37.5,-17.5
7342,-37.25,-17.5
7343,-37,-17.5
7344,-36.75,-17.5
7345,-36.5,-17.5
7346,-36.25,-17.5
7347,-36,-17.5
7348,-35.75,-17.5
7349,-35.5,-17.5
7350,-35.25,-17.5
7351,-35,-17.5
7352,-34.75,-17.5
7353,-34.5,-17.5
7354,-34.25,-17.5
7355,-34,-17.5
7356,-33.75,-17.5
7357,-33.5,-17.5
7358,-33.25,-17.5
7359,-33,-17.5
7360,-32.75,-17.5
7361,-32.5,-17.5
7362,-32.25,-17.5
7363,-32,-17.5
7364,-31.75,-17.5
7365,-31.5,-17.5
7366,-31.25,-17.5
7367,-31,-17.5
7368,-30.75,-17.5
7369,-30.5,-17.5
7370,-30.25,-17.5
7371,-30,-17.5
7372,-50,-17.75
7373,-49.75,-17.75
7374,-49.5,-17.75
7375,-49.25,-17.75
7376,-49,-17.75
7377,-48.75,-17.75
7378,-48.5,-17.75
7379,-48.25,-17.75
7380,-48,-17.75
7381,-47.75,-17.75
7382,-47.5,-17.75
7383,-47.25,-17.75
7384,-47,-17.75
7385,-46.75,-17.75
7386,-46.5,-17.75
7387,-46.25,-17.75
7388,-46,-17.75
7389,-45.75,-17.75
7390,-45.5,-17.75
7391,-45.25,-17.75
7392,-45,-17.75
7393,-44.75,-17.75
7394,-44.5,-17.75
7395,-44.25,-17.75
7396,-44,-17.75
7397,-43.75,-17.75
7398,-43.5,-17.75
7399,-43.25,-17.75
7400,-43,-17.75
7401,-42.75,-17.75
7402,-42.5,-17.75
7403,-42.25,-17.75
7404,-42,-17.75
7405,-41.75,-17.75
7406,-41.5,-17.75
7407,-41.25,-17.75
7408,-41,-17.75
7409,-40.75,-17.75
7410,-40.5,-17.75
7411,-40.25,-17.75
7412,-40,-17.75
7413,-39.75,-17.75
7414,-39.5,-17.75
7415,-39.25,-17.75
7416,-39,-17.75
7417,-38.75,-17.75
7418,-38.5,-17.75
7419,-38.25,-17.75
7420,-38,-17.75
7421,-37.75,-17.75
7422,-37.5,-17.75
7423,-37.25,-17.75
7424,-37,-17.75
7425,-36.75,-17.75
7426,-36.5,-17.75
7427,-36.25,-17.75
7428,-36,-17.75
7429,-35.75,-17.75
7430,-35.5,-17.75
7431,-35.25,-17.75
7432,-35,-17.75
7433,-34.75,-17.75
7434,-34.5,-17.75
7435,-34.25,-17.75
7436,-34,-17.75
7437,-33.75,-17.75
7438,-33.5,-17.75
7439,-33.25,-17.75
7440,-33,-17.75
7441,-32.75,-17.75
7442,-32.5,-17.75
7443,-32.25,-17.75
7444,-32,-17.75
7445,-31.75,-17.75
7446,-31.5,-17.75
7447,-31.25,-17.75
7448,-31,-17.75
7449,-30.75,-17.75
7450,-30.5,-17.75
7451,-30.25,-17.75
7452,-30,-17.75
7453,-50,-18
7454,-49.75,-18
7455,-49.5,-18
7456,-49.25,-18
7457,-49,-18
7458,-48.75,-18
7459,-48.5,-18
7460,-48.25,-18
7461,-48,-18
7462,-47.75,-18
7463,-47.5,-18
7464,-47.25,-18
7465,-47,-18
7466,-46.75,-18
7467,-46.5,-18
7468,-46.25,-18
7469,-46,-18
7470,-45.75,-18
7471,-45.5,-18
7472,-45.25,-18
7473,-45,-18
7474,-44.75,-18
7475,-44.5,-18
7476,-44.25,-18
7477,-44,-18
7478,-43.75,-18
7479,-43.5,-18
7480,-43.25,-18
7481,-43,-18
7482,-42.75,-18
7483,-42.5,-18
7484,-42.25,-18
7485,-42,-18
7486,-41.75,-18
