ceg,data_inicio_operacao,capacidade_instalada,id,codigo,nome,subsistema,latitude,longitude,coordenadas_aproximadas
EOL.CV.BA.034742-6.01,2018-11-01,27.3,237,BAESAU,Ventos de Santa Aurora,NE,-10.98,-41.22,FALSE
EOL.CV.BA.034777-9.01,2018-12-01,20,238,BAPEDD,PEDRA DO REINO IV,NE,-9.5,-40.91,FALSE
EOL.CV.BA.034883-0.01,2018-09-01,28.6,247,BAEB18,Ventos da Bahia XVIII,NE,-12.02,-41.5,FALSE
EOL.CV.BA.035222-5.01,2020-12-01,31.185,249,BAESEF,SERRA DO FOGO,NE,-9.8,-41.02,FALSE
EOL.CV.BA.035229-2.01,2020-11-01,31.185,250,BAESEV,SERRA DO VENTO,NE,-9.81,-41.03,FALSE
EOL.CV.BA.035233-0.01,2020-12-01,31.185,251,BAEUMC,UMBURANA DE CHEIRO,NE,-9.83,-41.04,FALSE
EOL.CV.BA.035266-7.01,2019-08-01,29.4,253,BAEDF8,Zeus II,NE,-9.96,-40.88,FALSE
EOL.CV.BA.037001-0.01,2021-04-01,21.15,256,BAEARZ,ARARINHA AZUL,NE,-14.41,-42.64,FALSE
EOL.CV.BA.037019-3.01,2021-04-01,18.8,257,BAECO2,CORRUPIAO 2,NE,-14.41,-42.64,FALSE
EOL.CV.BA.037083-5.01,2021-05-01,20.4,258,BAEB0A,SERRA DA BABILONIA A,NE,-11.07,-41.29,FALSE
EOL.CV.BA.037093-2.01,2021-12-01,23.5,259,BAETE3,TEIU 3,NE,-14.4,-42.64,FALSE
EOL.CV.BA.037102-5.01,2020-05-01,29.4,261,BAEJ20,Ventos de Sao Januario 20,NE,-10.44,-40.46,FALSE
EOL.CV.BA.037102-5.01,2020-06-01,-29.4,261,BAEJ20,Ventos de Sao Januario 20,NE,-10.44,-40.46,FALSE
EOL.CV.BA.037102-5.01,2020-06-01,50.4,261,BAEJ20,Ventos de Sao Januario 20,NE,-10.44,-40.46,FALSE
EOL.CV.BA.037103-3.01,2020-06-01,50.4,262,BAEJ21,Ventos de Sao Januario 21,NE,-10.43,-40.51,FALSE
EOL.CV.BA.037104-1.01,2020-07-01,21,263,BAEJ22,Ventos de Sao Januario 22,NE,-10.47,-40.52,FALSE
EOL.CV.BA.037104-1.01,2020-08-01,-21,263,BAEJ22,Ventos de Sao Januario 22,NE,-10.47,-40.52,FALSE
EOL.CV.BA.037104-1.01,2020-08-01,50.4,263,BAEJ22,Ventos de Sao Januario 22,NE,-10.47,-40.52,FALSE
EOL.CV.BA.037209-9.01,2020-12-01,24,264,BAECNA,CASA NOVA A,NE,-9.26,-41.01,FALSE
EOL.CV.BA.037209-9.01,2021-12-01,-24,264,BAECNA,CASA NOVA A,NE,-9.26,-41.01,FALSE
EOL.CV.BA.037209-9.01,2021-12-01,27,264,BAECNA,CASA NOVA A,NE,-9.26,-41.01,FALSE
EOL.CV.BA.040608-2.01,2021-05-01,30.6,277,BAEB0B,SERRA DA BABILONIA B,NE,-11.12,-41.32,FALSE
EOL.CV.BA.040609-0.01,2021-06-01,25.5,278,BAEB0C,SERRA DA BABILONIA C,NE,-3.31,-39.36,FALSE
EOL.CV.BA.040610-4.01,2021-07-01,30.6,279,BAEB0D,SERRA DA BABILONIA D,NE,-11.14,-41.33,FALSE
EOL.CV.BA.040611-2.01,2021-07-01,25.5,280,BAEB0E,SERRA DA BABILONIA E,NE,-11.14,-41.33,FALSE
EOL.CV.BA.040612-0.01,2021-08-01,20.4,281,BAEB0F,SERRA DA BABILONIA F,NE,-6.55,-35.01,FALSE
EOL.CV.CE.002801-0.01,2017-06-01,5,302,CETAIA,TAIBA,NE,-3.49,-38.93,FALSE
EOL.CV.CE.028174-3.01,2017-01-01,25.6,303,CEBBR,EOL BEBERIBE,NE,-4.19,-38.08,FALSE
EOL.CV.CE.028440-8.01,2017-01-01,28.8,305,CEUEPM,Praia do Morgado,NE,-2.82,-40.23,FALSE
EOL.CV.CE.028441-6.01,2017-01-01,42,306,CEUEVR,Volta do Rio,NE,-2.85,-39.97,FALSE
EOL.CV.CE.028630-3.01,2017-01-01,25.2,307,CEFRC,EOL RIO CHORO,NE,-4.13,-38.15,FALSE
EOL.CV.CE.028631-1.01,2017-01-01,104.4,308,CEUFM,Praia de Formosa,NE,-2.91,-41.04,FALSE
EOL.CV.CE.028649-4.01,2017-01-01,10.5,309,CEEOLI,CANOA QUEBRADA,NE,-4.53,-37.69,FALSE
EOL.CV.CE.028652-4.01,2017-01-01,3.23,310,CELGMO,LAGOA DO MATO,NE,-13.83,-42.64,FALSE
EOL.CV.CE.028699-0.01,2017-01-01,54.6,311,CEUCZ,Icaraizinho,NE,-3.02,-39.67,FALSE
EOL.CV.CE.028706-7.01,2017-01-01,25.2,312,CEPRU,EOL PARACURU,NE,-3.43,-38.96,FALSE
EOL.CV.CE.028724-5.01,2017-01-01,28.8,313,CEUPRJ,PRAIAS DE PARAJURU,NE,-4.36,-37.88,FALSE
EOL.CV.CE.028770-9.01,2017-01-01,31.5,314,CEUEEN,Enacel,NE,-4.51,-37.76,FALSE
EOL.CV.CE.028788-1.01,2017-01-01,57,315,CEUECQ,Canoa Quebrada,NE,-4.47,-37.76,FALSE
EOL.CV.CE.028857-8.01,2017-01-01,23.1,316,CEUEAG,Taíba Águia,NE,-3.55,-38.89,FALSE
EOL.CV.CE.028858-6.01,2017-01-01,16.5,317,CETAIB,TAIBA ALBATROZ,NE,-3.51,-38.91,FALSE
EOL.CV.CE.028887-0.01,2017-01-01,50,318,CEUEBV,Bons Ventos,NE,-4.45,-37.76,FALSE
EOL.CV.CE.030279-1.01,2017-01-01,30,320,CEUEBU,Buriti,NE,-2.89,-39.98,FALSE
EOL.CV.CE.030282-1.01,2017-01-01,27,322,CEUECO,Coqueiros,NE,-2.89,-39.97,FALSE
EOL.CV.CE.030289-9.01,2017-01-01,16.8,323,CEICAR,ICARAI,NE,-3.02,-39.62,FALSE
EOL.CV.CE.030294-5.01,2017-01-01,30,325,CEUECJ,Cajucoco,NE,-2.92,-39.95,FALSE
EOL.CV.CE.030295-3.01,2017-01-01,18.9,326,CEUECL,Colônia,NE,-3.54,-38.88,FALSE
EOL.CV.CE.030299-6.01,2017-01-01,42,327,CEDUNA,DUNAS DE PARACURU,NE,-3.43,-38.98,FALSE
EOL.CV.CE.030309-7.01,2017-01-01,29.4,328,CEUEFC,Faísa V,NE,-3.37,-39.26,FALSE
EOL.CV.CE.030329-1.01,2017-01-01,25.2,329,CEUEFQ,Faísa IV,NE,-3.32,-39.27,FALSE
EOL.CV.CE.030331-3.01,2017-01-01,27.3,330,CEUEFD,Faísa II,NE,-3.32,-39.24,FALSE
EOL.CV.CE.030332-1.01,2017-01-01,25.2,331,CEUEFT,Faísa III,NE,-3.35,-39.27,FALSE
EOL.CV.CE.030336-4.01,2017-01-01,27.3,332,CEUEEM,Embuaca,NE,-3.21,-39.33,FALSE
EOL.CV.CE.030352-6.01,2017-01-01,29.4,333,CEUEFU,Faísa I,NE,-3.32,-39.27,FALSE
EOL.CV.CE.030356-9.01,2017-01-01,37.8,334,CEUEID,Icaraí II,NE,-3.07,-39.6,FALSE
EOL.CV.CE.030369-0.01,2017-01-01,25.5,335,CEQUIX,QUIXABA,NE,-4.56,-37.68,FALSE
EOL.CV.CE.030372-0.01,2017-01-01,27.3,336,CEUEIU,Icaraí I,NE,-3.08,-39.59,FALSE
EOL.CV.CE.030373-9.01,2017-01-01,14.7,337,CEUEAD,Taíba Andorinha,NE,-3.53,-38.9,FALSE
EOL.CV.CE.030582-0.01,2017-01-01,25.35,338,CEEVMC,Ventos do Morro do Chapéu,NE,-3.85,-41.16,FALSE
EOL.CV.CE.030582-0.01,2020-05-01,-25.35,338,CEEVMC,Ventos do Morro do Chapéu,NE,-3.85,-41.16,FALSE
EOL.CV.CE.030582-0.01,2020-05-01,27.51,338,CEEVMC,Ventos do Morro do Chapéu,NE,-3.85,-41.16,FALSE
EOL.CV.CE.030584-7.01,2017-01-01,27.04,339,CEEVTN,Ventos de Tianguá Norte,NE,-3.84,-41.18,FALSE
EOL.CV.CE.030584-7.01,2020-05-01,-27.04,339,CEEVTN,Ventos de Tianguá Norte,NE,-3.84,-41.18,FALSE
EOL.CV.CE.030584-7.01,2020-05-01,29.12,339,CEEVTN,Ventos de Tianguá Norte,NE,-3.84,-41.18,FALSE
EOL.CV.CE.030585-5.01,2017-01-01,25.35,340,CEEVIT,Ventos de Tianguá,NE,-3.87,-41.19,FALSE
EOL.CV.CE.030585-5.01,2020-05-01,-25.35,340,CEEVIT,Ventos de Tianguá,NE,-3.87,-41.19,FALSE
EOL.CV.CE.030585-5.01,2020-05-01,27.75,340,CEEVIT,Ventos de Tianguá,NE,-3.87,-41.19,FALSE
EOL.CV.CE.030595-2.01,2017-01-01,25.35,341,CEEVFO,Vento Formoso,NE,-3.86,-41.13,FALSE
EOL.CV.CE.030595-2.01,2020-05-01,-25.35,341,CEEVFO,Vento Formoso,NE,-3.86,-41.13,FALSE
EOL.CV.CE.030595-2.01,2020-05-01,27.51,341,CEEVFO,Vento Formoso,NE,-3.86,-41.13,FALSE
EOL.CV.CE.030596-0.01,2017-01-01,27.04,342,CEEVPA,Ventos do Parazinho,NE,-3.88,-41.16,FALSE
EOL.CV.CE.030596-0.01,2020-05-01,-27.04,342,CEEVPA,Ventos do Parazinho,NE,-3.88,-41.16,FALSE
EOL.CV.CE.030596-0.01,2020-05-01,29.12,342,CEEVPA,Ventos do Parazinho,NE,-3.88,-41.16,FALSE
EOL.CV.CE.030656-8.01,2017-01-01,30.004,343,CEUEMU,Mundaú,NE,-3.19,-39.37,FALSE
EOL.CV.CE.030662-2.01,2017-01-01,25.388,344,CEUETR,Trairí,NE,-3.22,-39.29,FALSE
EOL.CV.CE.030663-0.01,2017-01-01,30.004,345,CEUEGU,Guajirú,NE,-3.26,-39.22,FALSE
EOL.CV.CE.030670-3.01,2017-01-01,30.004,346,CEUEFL,Fleixeiras I,NE,-3.2,-39.36,FALSE
EOL.CV.CE.030691-6.01,2017-01-01,29.7,347,CEUEIG,Ilha Grande,NE,-3.07,-39.7,FALSE
EOL.CV.CE.030695-9.01,2017-01-01,21.6,348,CEUERB,Ribeirão,NE,-3.1,-39.68,FALSE
EOL.CV.CE.030697-5.01,2017-01-01,24.3,349,CEUEBC,Boca do Córrego,NE,-3.1,-39.67,FALSE
EOL.CV.CE.030841-2.01,2017-01-01,23.1,350,CEEMAU,Malhadinha I,NE,-3.95,-41.12,FALSE
EOL.CV.CE.030907-9.01,2020-05-01,24,351,CEJAI,Jandaia I,NE,-4.41,-37.88,FALSE
EOL.CV.CE.030911-7.01,2017-01-01,24,352,CEUESJ,São Jorge,NE,-3.25,-39.25,FALSE
EOL.CV.CE.030912-5.01,2017-01-01,26,353,CEUESC,São Cristóvão,NE,-3.26,-39.25,FALSE
EOL.CV.CE.030916-8.01,2017-01-01,14,354,CEUEAP,Santo Antônio de Pádua,NE,-3.27,-39.22,FALSE
EOL.CV.CE.030918-4.01,2018-12-01,12.6,355,CEEUBA,Ubatuba,NE,-4.66,-37.61,FALSE
EOL.CV.CE.030920-6.01,2018-12-01,23.1,356,CEEGOB,Goiabeira,NE,-4.59,-37.71,FALSE
EOL.CV.CE.030921-4.01,2020-06-01,21,357,CESJN,São Januário,NE,-4.49,-37.8,FALSE
EOL.CV.CE.030924-9.01,2018-12-01,18.9,358,CEESCT,Santa Catarina,NE,-4.59,-37.68,FALSE
EOL.CV.CE.030925-7.01,2018-12-01,16.8,359,CEEVHZ,Ventos de Horizonte,NE,-4.62,-37.69,FALSE
EOL.CV.CE.030926-5.01,2018-12-01,27.3,360,CEEPTM,Pitombeira,NE,-4.6,-37.65,FALSE
EOL.CV.CE.030927-3.01,2020-05-01,21,361,CESCL,São Clemente,NE,-4.41,-37.84,FALSE
EOL.CV.CE.030929-0.01,2020-05-01,27,362,CEJAN,JANDAIA,NE,-4.41,-37.82,FALSE
EOL.CV.CE.030930-3.01,2020-06-01,30,363,CENSF,Nossa Senhora de Fátima,NE,-4.43,-37.87,FALSE
EOL.CV.CE.031482-0.01,2017-01-01,21,364,CEEIT5,Itarema V,NE,-2.97,-39.88,FALSE
EOL.CV.CE.031483-8.01,2017-01-01,27,365,CEEIT2,Itarema II,NE,-2.92,-39.86,FALSE
EOL.CV.CE.031484-6.01,2017-01-01,15,366,CEEIT3,Itarema III,NE,-2.95,-39.84,FALSE
EOL.CV.CE.031485-4.01,2017-01-01,27,367,CEEIT1,Itarema I,NE,-2.92,-39.84,FALSE
EOL.CV.CE.031579-6.01,2018-05-01,21,368,CEEBC5,Bons Ventos Cacimbas 5,NE,-3.92,-41.03,FALSE
EOL.CV.CE.031611-3.01,2018-06-01,8.4,369,CEEBC7,Bons Ventos Cacimbas 7,NE,-3.86,-41.04,FALSE
EOL.CV.CE.031611-3.01,2018-07-01,-8.4,369,CEEBC7,Bons Ventos Cacimbas 7,NE,-3.86,-41.04,FALSE
EOL.CV.CE.031611-3.01,2018-07-01,16.8,369,CEEBC7,Bons Ventos Cacimbas 7,NE,-3.86,-41.04,FALSE
EOL.CV.CE.031621-0.01,2018-05-01,10.5,370,CEEBC4,Bons Ventos Cacimbas 4,NE,-3.93,-41.03,FALSE
EOL.CV.CE.031627-0.01,2018-05-01,14.7,371,CEEBC3,Bons Ventos Cacimbas 3,NE,-3.86,-41.02,FALSE
EOL.CV.CE.031644-0.01,2018-06-01,21,372,CEEBC2,Bons Ventos Cacimbas 2,NE,-3.89,-41.04,FALSE
EOL.CV.CE.031644-0.01,2018-07-01,-21,372,CEEBC2,Bons Ventos Cacimbas 2,NE,-3.89,-41.04,FALSE
EOL.CV.CE.031644-0.01,2018-07-01,23.1,372,CEEBC2,Bons Ventos Cacimbas 2,NE,-3.89,-41.04,FALSE
EOL.CV.CE.031698-9.01,2017-06-01,23.1,373,CEECH2,Pedra Cheirosa II,NE,-3.01,-39.73,FALSE
EOL.CV.CE.031736-5.01,2017-06-01,25.2,374,CEECH1,Pedra Cheirosa,NE,-2.99,-39.74,FALSE
EOL.CV.CE.031813-2.01,2017-01-01,21,375,CEEIT4,Itarema IV,NE,-2.97,-39.88,FALSE
EOL.CV.CE.031814-0.01,2017-01-01,30,376,CEEIT9,Itarema IX,NE,-2.93,-39.88,FALSE
EOL.CV.CE.031815-9.01,2017-01-01,24,377,CEEIT6,Itarema VI,NE,-2.93,-39.88,FALSE
EOL.CV.CE.031816-7.01,2017-01-01,21,378,CEEIT7,Itarema VII,NE,-2.93,-39.88,FALSE
EOL.CV.CE.031817-5.01,2017-01-01,21,379,CEEIT8,Itarema VIII,NE,-2.93,-39.88,FALSE
EOL.CV.CE.031866-3.01,2017-12-01,23.1,380,CEESI4,Santo Inácio IV,NE,-4.74,-37.3,FALSE
EOL.CV.CE.032010-2.01,2017-03-01,29.7,381,CEEEST,Estrela,NE,-3.25,-39.29,FALSE
EOL.CV.CE.032011-0.01,2017-01-01,18.9,382,CEECAA,Cacimbas 1,NE,-3.25,-39.28,FALSE
EOL.CV.CE.032012-9.01,2017-04-01,29.7,383,CEEOVE,Ouro Verde,NE,-3.28,-39.31,FALSE
EOL.CV.CE.032013-7.01,2017-01-01,18.9,384,CEESMA,Santa Mônica I,NE,-3.26,-39.28,FALSE
EOL.CV.CE.032375-6.01,2021-10-01,21,385,CEESM1,SERRA DO MATO I,NE,-3.27,-39.39,FALSE
EOL.CV.CE.032376-4.01,2021-10-01,21,386,CEESM2,SERRA DO MATO II,NE,-3.27,-39.35,FALSE
EOL.CV.CE.032377-2.01,2021-10-01,21,387,CEESM3,SERRA DO MATO III,NE,-3.26,-39.34,FALSE
EOL.CV.CE.032378-0.01,2021-12-01,21,388,CEESM4,SERRA DO MATO IV,NE,-3.22,-39.39,FALSE
EOL.CV.CE.032379-9.01,2021-11-01,16.8,389,CEESM6,SERRA DO MATO VI,NE,-3.24,-39.4,FALSE
EOL.CV.CE.032453-1.01,2021-11-01,21,390,CEESM5,SERRA DO MATO V,NE,-3.23,-39.4,FALSE
EOL.CV.CE.033756-0.01,2018-05-01,28,391,CEECVA,Cataventos Acaraú I,NE,-2.84,-40.06,FALSE
EOL.CV.CE.035197-0.01,2017-12-01,23.1,392,CEEGRR,Garrote,NE,-4.73,-37.32,FALSE
EOL.CV.CE.035217-9.01,2017-12-01,29.4,393,CEESI3,Santo Inácio III,NE,-4.76,-37.29,FALSE
EOL.CV.CE.035219-5.01,2017-12-01,23.1,394,CEESRM,São Raimundo,NE,-4.77,-37.29,FALSE
EOL.CV.CE.040878-6.01,2021-01-01,8.4,396,CEESR1,Serrote I,NE,-4.53,-37.69,FALSE
EOL.CV.CE.040878-6.01,2021-04-01,-8.4,396,CEESR1,Serrote I,NE,-4.53,-37.69,FALSE
EOL.CV.CE.040878-6.01,2021-04-01,25.2,396,CEESR1,Serrote I,NE,-4.53,-37.69,FALSE
EOL.CV.CE.040879-4.01,2021-01-01,12.6,397,CEESR2,SERROTE II,NE,-3.28,-39.33,FALSE
EOL.CV.CE.040879-4.01,2021-04-01,-12.6,397,CEESR2,SERROTE II,NE,-3.28,-39.33,FALSE
EOL.CV.CE.040879-4.01,2021-04-01,25.2,397,CEESR2,SERROTE II,NE,-3.28,-39.33,FALSE
EOL.CV.CE.040880-8.01,2021-01-01,8.4,398,CEESR3,SERROTE III,NE,-3.3,-39.35,FALSE
EOL.CV.CE.040880-8.01,2021-04-01,-8.4,398,CEESR3,SERROTE III,NE,-3.3,-39.35,FALSE
EOL.CV.CE.040880-8.01,2021-04-01,16.8,398,CEESR3,SERROTE III,NE,-3.3,-39.35,FALSE
EOL.CV.CE.040880-8.01,2021-05-01,-16.8,398,CEESR3,SERROTE III,NE,-3.3,-39.35,FALSE
EOL.CV.CE.040880-8.01,2021-05-01,21,398,CEESR3,SERROTE III,NE,-3.3,-39.35,FALSE
EOL.CV.CE.040881-6.01,2021-01-01,4.2,399,CEESR4,SERROTE IV,NE,-3.3,-39.39,FALSE
EOL.CV.CE.040881-6.01,2021-04-01,-4.2,399,CEESR4,SERROTE IV,NE,-3.3,-39.39,FALSE
EOL.CV.CE.040881-6.01,2021-04-01,12.6,399,CEESR4,SERROTE IV,NE,-3.3,-39.39,FALSE
EOL.CV.CE.040881-6.01,2021-05-01,-12.6,399,CEESR4,SERROTE IV,NE,-3.3,-39.39,FALSE
EOL.CV.CE.040881-6.01,2021-05-01,16.8,399,CEESR4,SERROTE IV,NE,-3.3,-39.39,FALSE
EOL.CV.CE.040882-4.01,2021-01-01,21,400,CEESR5,SERROTE V,NE,-3.31,-39.36,FALSE
EOL.CV.CE.040882-4.01,2021-05-01,-21,400,CEESR5,SERROTE V,NE,-3.31,-39.36,FALSE
EOL.CV.CE.040882-4.01,2021-05-01,29.4,400,CEESR5,SERROTE V,NE,-3.31,-39.36,FALSE
EOL.CV.CE.040883-2.01,2021-02-01,21,401,CEESR6,SERROTE VI,NE,-3.22,-39.37,FALSE
EOL.CV.CE.040883-2.01,2021-03-01,-21,401,CEESR6,SERROTE VI,NE,-3.22,-39.37,FALSE
EOL.CV.CE.040883-2.01,2021-03-01,29.4,401,CEESR6,SERROTE VI,NE,-3.22,-39.37,FALSE
EOL.CV.CE.040884-0.01,2021-04-01,16.8,402,CEESR7,SERROTE VII,NE,-3.31,-39.32,FALSE
EOL.CV.CE.040884-0.01,2021-05-01,-16.8,402,CEESR7,SERROTE VII,NE,-3.31,-39.32,FALSE
EOL.CV.CE.040884-0.01,2021-05-01,29.4,402,CEESR7,SERROTE VII,NE,-3.31,-39.32,FALSE
EOL.CV.CE.040885-9.01,2021-03-01,16.8,403,CEESR8,SERROTE VIII,NE,-3.33,-39.32,FALSE
EOL.CV.CE.040885-9.01,2021-04-01,-16.8,403,CEESR8,SERROTE VIII,NE,-3.33,-39.32,FALSE
EOL.CV.CE.040885-9.01,2021-04-01,29.4,403,CEESR8,SERROTE VIII,NE,-3.33,-39.32,FALSE
EOL.CV.MA.033673-4.01,2017-07-01,16.1,404,MAEDT6,Delta 3 VI,N,-2.63,-42.65,FALSE
EOL.CV.MA.033673-4.01,2017-08-01,-16.1,404,MAEDT6,Delta 3 VI,N,-2.63,-42.65,FALSE
EOL.CV.MA.033673-4.01,2017-08-01,27.6,404,MAEDT6,Delta 3 VI,N,-2.63,-42.65,FALSE
EOL.CV.MA.033675-0.01,2017-07-01,16.1,405,MAEDT5,Delta 3 V,N,-2.63,-42.64,FALSE
EOL.CV.MA.033675-0.01,2017-08-01,-16.1,405,MAEDT5,Delta 3 V,N,-2.63,-42.64,FALSE
EOL.CV.MA.033675-0.01,2017-08-01,27.6,405,MAEDT5,Delta 3 V,N,-2.63,-42.64,FALSE
EOL.CV.MA.033680-7.01,2017-07-01,25.3,406,MAEDT7,Delta 3 VII,N,-2.62,-42.66,FALSE
EOL.CV.MA.033680-7.01,2017-08-01,-25.3,406,MAEDT7,Delta 3 VII,N,-2.62,-42.66,FALSE
EOL.CV.MA.033680-7.01,2017-08-01,27.6,406,MAEDT7,Delta 3 VII,N,-2.62,-42.66,FALSE
EOL.CV.MA.033682-3.01,2017-09-01,27.6,407,MAEDT1,Delta 3 I,N,-2.67,-42.62,FALSE
EOL.CV.MA.033683-1.01,2017-07-01,27.6,408,MAEDT2,Delta 3 II,N,-2.62,-42.66,FALSE
EOL.CV.MA.033684-0.01,2017-09-01,27.6,409,MAEDT3,Delta 3 III,N,-2.65,-42.63,FALSE
EOL.CV.MA.033685-8.01,2017-07-01,27.6,410,MAEDT4,Delta 3 IV,N,-2.66,-42.61,FALSE
EOL.CV.MA.033686-6.01,2017-11-01,27.6,411,MAEDT8,Delta 3 VIII,N,-2.67,-42.64,FALSE
EOL.CV.MA.037967-0.01,2019-01-01,24.3,412,MAEDS2,Delta 6 II,N,-2.66,-42.61,FALSE
EOL.CV.MA.037970-0.01,2019-01-01,29.7,413,MAEDS1,Delta 6 I,N,-2.69,-42.57,FALSE
EOL.CV.MA.037972-7.01,2018-12-01,10.8,414,MAEDS3,Delta 5 II,N,-2.67,-42.6,FALSE
EOL.CV.MA.037972-7.01,2019-01-01,-10.8,414,MAEDS3,Delta 5 II,N,-2.67,-42.6,FALSE
EOL.CV.MA.037972-7.01,2019-01-01,27,414,MAEDS3,Delta 5 II,N,-2.67,-42.6,FALSE
EOL.CV.MA.037976-0.01,2018-12-01,27,415,MAEDT9,Delta 5 I,N,-2.7,-42.55,FALSE
EOL.CV.MA.040572-8.01,2019-10-01,27,416,MAED7I,Delta 7 I,N,-2.68,-42.6,FALSE
EOL.CV.MA.040573-6.01,2019-10-01,35.1,417,MAED72,Delta 7 II,N,-2.69,-42.58,FALSE
EOL.CV.MA.040574-4.01,2019-11-01,35.1,418,MAED8I,Delta 8 I,N,-2.7,-42.57,FALSE
EOL.CV.PB.029041-6.01,2017-01-01,10.2,419,PBMILL,MILLENNIUM,NE,-6.49,-34.97,FALSE
EOL.CV.PB.029075-0.01,2017-01-01,4.25,420,PBVITO,VITORIA,NE,-6.55,-35.01,FALSE
EOL.CV.PB.029083-1.01,2017-01-01,4.5,421,PBPRES,PRESIDENTE,NE,-6.57,-34.97,FALSE
EOL.CV.PB.029084-0.01,2017-01-01,4.5,422,PBCAMU,CAMURIM,NE,-6.55,-34.97,FALSE
EOL.CV.PB.029085-8.01,2017-01-01,4.5,423,PBALBA,ALBATROZ,NE,-6.54,-34.96,FALSE
EOL.CV.PB.029086-6.01,2017-01-01,4.5,424,PBCOES,COELHOS I,NE,-6.57,-34.97,FALSE
EOL.CV.PB.029087-4.01,2017-01-01,4.5,425,PBCOEL,COELHOS III,NE,-6.57,-34.96,FALSE
EOL.CV.PB.029088-2.01,2017-01-01,4.5,426,PBATLA,ATLANTICA,NE,-6.54,-34.97,FALSE
EOL.CV.PB.029089-0.01,2017-01-01,4.5,427,PBCARA,CARAVELA,NE,-6.55,-34.96,FALSE
EOL.CV.PB.029090-4.01,2017-01-01,4.5,428,PBCOEH,COELHOS II,NE,-6.57,-34.96,FALSE
EOL.CV.PB.029091-2.01,2017-01-01,4.5,429,PBCOEO,COELHOS IV,NE,-6.58,-34.97,FALSE
EOL.CV.PB.029092-0.01,2017-01-01,4.5,430,PBMATA,MATARACA,NE,-6.58,-34.97,FALSE
EOL.CV.PB.033663-7.01,2017-09-01,31.5,432,PBCANO,CANOAS,NE,-6.88,-36.76,FALSE
EOL.CV.PB.033664-5.01,2017-10-01,31.5,433,PBLAGA,LAGOA 1,NE,-6.87,-36.81,FALSE
EOL.CV.PB.033665-3.01,2017-09-01,31.5,434,PBLAGO,LAGOA 2,NE,-6.84,-36.79,FALSE
EOL.CV.PB.034639-0.01,2021-08-01,34.65,435,PBCH1,CHAFARIZ 1,NE,-6.97,-36.87,FALSE
EOL.CV.PB.034640-3.01,2021-09-01,34.65,436,PBCH2,CHAFARIZ 2,NE,-6.99,-36.89,FALSE
EOL.CV.PB.034642-0.01,2021-09-01,13.86,437,PBCH3,CHAFARIZ 3,NE,-7,-36.89,FALSE
EOL.CV.PB.034642-0.01,2021-11-01,-13.86,437,PBCH3,CHAFARIZ 3,NE,-7,-36.89,FALSE
EOL.CV.PB.034642-0.01,2021-11-01,17.325,437,PBCH3,CHAFARIZ 3,NE,-7,-36.89,FALSE
EOL.CV.PB.034642-0.01,2021-12-01,-17.325,437,PBCH3,CHAFARIZ 3,NE,-7,-36.89,FALSE
EOL.CV.PB.034642-0.01,2021-12-01,27.72,437,PBCH3,CHAFARIZ 3,NE,-7,-36.89,FALSE
EOL.CV.PB.034644-6.01,2021-10-01,17.325,438,PBCH4,CHAFARIZ 4,NE,-7.03,-36.93,FALSE
EOL.CV.PB.034644-6.01,2021-11-01,-17.325,438,PBCH4,CHAFARIZ 4,NE,-7.03,-36.93,FALSE
EOL.CV.PB.034644-6.01,2021-11-01,27.72,438,PBCH4,CHAFARIZ 4,NE,-7.03,-36.93,FALSE
EOL.CV.PB.034644-6.01,2021-12-01,-27.72,438,PBCH4,CHAFARIZ 4,NE,-7.03,-36.93,FALSE
EOL.CV.PB.034644-6.01,2021-12-01,34.65,438,PBCH4,CHAFARIZ 4,NE,-7.03,-36.93,FALSE
EOL.CV.PB.034646-2.01,2021-09-01,27.72,439,PBCH5,CHAFARIZ 5,NE,-7,-36.91,FALSE
EOL.CV.PB.034646-2.01,2021-12-01,-27.72,439,PBCH5,CHAFARIZ 5,NE,-7,-36.91,FALSE
EOL.CV.PB.034646-2.01,2021-12-01,34.65,439,PBCH5,CHAFARIZ 5,NE,-7,-36.91,FALSE
EOL.CV.PB.035181-4.01,2021-12-01,34.65,440,PBCN2,CANOAS 2,NE,-6.88,-36.79,FALSE
EOL.CV.PB.035184-9.01,2021-08-01,31.185,441,PBCH6,CHAFARIZ 6,NE,-6.97,-36.85,FALSE
EOL.CV.PB.035240-3.01,2021-11-01,24.255,445,PBVA1,VENTOS DE ARAPUA 1,NE,-7.04,-36.95,FALSE
EOL.CV.PB.035241-1.01,2021-11-01,34.65,446,PBVA2,VENTOS DE ARAPUA 2,NE,-7.02,-36.96,FALSE
EOL.CV.PB.035242-0.01,2021-11-01,13.86,447,PBVA3,VENTOS DE ARAPUA 3,NE,-7.05,-36.96,FALSE
EOL.CV.PB.037952-2.01,2021-12-01,10.395,448,PBCN3,CANOAS 3,NE,-6.87,-36.75,FALSE
EOL.CV.PB.037953-0.01,2021-12-01,27.72,449,PBCN4,CANOAS 4,NE,-6.84,-36.73,FALSE
EOL.CV.PB.037958-1.01,2021-07-01,34.65,450,PBCH7,CHAFARIZ 7,NE,-6.92,-36.86,FALSE
EOL.CV.PB.038030-0.01,2021-12-01,20.79,452,PBLG4,LAGOA 4,NE,-6.88,-36.84,FALSE
