"RNTEB1_TODA_ENERGIA_DO_BRAS";"                    31.095";"          -05.0922";"         -37.1055";20210907;1;"NE";20211001;"NE";0
"BAEB0D_SERRA_DA_BABILONIA_D";"                    30.600";"          -11.1427";"         -41.3316";20210706;1;"NE";20210825;"NE";0
"PISA16_VENTOS_DE_SANTA_ANGE";"                    31.500";"          -08.7326";"         -41.5590";20210519;1;"NE";20210825;"NE";0
"RNETS2_TERRA_SANTA_II";"                          31.950";"          -05.2298";"         -36.1029";20210629;1;"NE";20210825;"NE";0
"PBCH1_CHAFARIZ_1";"                               34.650";"          -06.9729";"         -36.8793";20210813;1;"NE";20210824;"NE";0
"RNECM2_CUMARU_II";"                               42.000";"          -05.1813";"         -35.7806";20210813;1;"NE";20210824;"NE";0
"RNEM11_VENTOS_DE_SANTA_MART";"                    58.800";"          -05.7831";"         -35.9050";20210819;1;"NE";20210824;"NE";0
"RNETS1_TERRA_SANTA_I";"                           60.350";"          -05.2569";"         -36.0575";20210814;1;"NE";20210824;"NE";0
"RNEGAM_GAMELEIRA";"                               17.750";"          -05.2444";"         -35.4591";20210806;1;"NE";20210818;"NE";0
"PBCH7_CHAFARIZ_7";"                               34.650";"          -06.9240";"         -36.8607";20210729;1;"NE";20210812;"NE";0
"BAEB0E_SERRA_DA_BABILONIA_E";"                    25.500";"          -11.1427";"         -41.3316";20210724;1;"NE";20210811;"NE";0
"BAEB0F_SERRA_DA_BABILONIA_F";"                    20.400";"          -06.5573";"         -35.0147";20210803;1;"NE";20210811;"NE";0
"BAEUMC_UMBURANA_DE_CHEIRO";"                      31.185";"          -09.8355";"         -41.0427";20201231;1;"NE";20210811;"NE";0
"RNECM1_UEE_CMR_CUMARU_01";"                       42.000";"          -05.1525";"         -35.7644";20210804;1;"NE";20210811;"NE";0
"RNEFIB_FIGUEIRA_BRANCA";"                         10.650";"          -05.2424";"         -35.4615";20210717;1;"NE";20210811;"NE";0
"RNEM09_VENTOS_DE_SANTA_MART";"                    63.000";"          -05.8192";"         -35.9228";20210729;1;"NE";20210811;"NE";0
"RNEM10_VENTOS_DE_SANTA_MART";"                    63.000";"          -05.8504";"         -35.9419";20210714;1;"NE";20210811;"NE";0
"BAEB0C_SERRA_DA_BABILONIA_C";"                    25.500";"          -03.3174";"         -39.3695";20210619;1;"NE";20210726;"NE";0
"BAEC12_CAMPO_LARGO_XII";"                         54.600";"          -10.4054";"         -41.4486";20210625;1;"NE";20210726;"NE";0
"BAEC20_CAMPO_LARGO_XX";"                          37.800";"          -10.4805";"         -41.5769";20210625;1;"NE";20210726;"NE";0
"RNEAV2_AVENTURA_II";"                             21.000";"          -05.3211";"         -35.7351";20210708;1;"NE";20210726;"NE";0
"RNEAV3_AVENTURA_III";"                            25.200";"          -05.3288";"         -35.7594";20210708;1;"NE";20210726;"NE";0
"RNEAV4_AVENTURA_IV";"                             29.400";"          -05.3421";"         -35.7786";20210708;1;"NE";20210726;"NE";0
"RNEAV5_AVENTURA_V";"                              29.400";"          -05.3485";"         -35.7951";20210708;1;"NE";20210726;"NE";0
"RNECDU_COSTA_DAS_DUNAS";"                         28.400";"          -05.2334";"         -35.4885";20210625;1;"NE";20210726;"NE";0
"RNEMT1_VENTOS_DE_VILA_MATO_";"                    58.905";"          -05.1722";"         -37.1082";20210611;1;"NE";20210726;"NE";0
"RNEP33_POTIGUAR_B_33";"                           58.905";"          -05.2682";"         -37.1540";20210602;1;"NE";20210726;"NE";0
"BAEARZ_ARARINHA_AZUL";"                           21.150";"          -14.4127";"         -42.6498";20210427;1;"NE";20210707;"NE";0
"BAEB0A_SERRA_DA_BABILONIA_A";"                    20.400";"          -11.0783";"         -41.2983";20210518;1;"NE";20210707;"NE";0
"BAEB0B_SERRA_DA_BABILONIA_B";"                    30.600";"          -11.1266";"         -41.3264";20210515;1;"NE";20210707;"NE";0
"BAEC08_CAMPO_LARGO_VIII";"                        33.600";"          -10.4600";"         -41.3932";20210504;1;"NE";20210707;"NE";0
"BAEC14_CAMPO_LARGO_XIV";"                         21.000";"          -10.4468";"         -41.5008";20210331;1;"NE";20210707;"NE";0
"BAEC17_CAMPO_LARGO_XVII";"                        29.400";"          -10.4630";"         -41.5141";20210407;1;"NE";20210707;"NE";0
"BAEC19_CAMPO_LARGO_XIX";"                         33.600";"          -10.4409";"         -41.5723";20210521;1;"NE";20210707;"NE";0
"BAECO2_CORRUPIAO_2";"                             18.800";"          -14.4154";"         -42.6411";20210409;1;"NE";20210707;"NE";0
"BAEIM2_INHAMBU_2";"                               16.450";"          -14.4514";"         -42.6505";20210407;1;"NE";20210707;"NE";0
"CEESR7_SERROTE_VII";"                             29.400";"          -03.3157";"         -39.3244";20210409;1;"NE";20210707;"NE";0
"RNEMA2_VILA_MARANHAO_II";"                        31.950";"          -05.0520";"         -36.9945";20210331;1;"NE";20210707;"NE";0
"RNEP31_POTIGUAR_B_31";"                           45.045";"          -05.2696";"         -37.1139";20210420;1;"NE";20210707;"NE";0
"RNEP32_POTIGUAR_B_32";"                           48.510";"          -05.1837";"         -36.9827";20210430;1;"NE";20210707;"NE";0
"BAEC10_CAMPO_LARGO_X";"                           33.600";"          -10.5067";"         -41.4868";20210305;1;"NE";20210413;"NE";0
"CEESR6_SERROTE_VI";"                              29.400";"          -03.2275";"         -39.3729";20210227;1;"NE";20210413;"NE";0
"CEESR8_SERROTE_VIII";"                            29.400";"          -03.3380";"         -39.3294";20210323;1;"NE";20210413;"NE";0
"PISA12_VENTOS_DE_SANTA_ANGE";"                    30.000";"          -08.7616";"         -41.4303";20210319;1;"NE";20210413;"NE";0
"PISA13_VENTOS_DE_SANTA_ANGE";"                    28.350";"          -08.7664";"         -41.4087";20210319;1;"NE";20210413;"NE";0
