USI_ID;ID_AGRUPAMENTO;ID_PONTO_CONEXAO;ID_SUBSISTEMA;ID_EMPREENDIMENTO;ID_AGENTE;ID_MODALIDADE;NOME;TP_USINA;TAG_PI;CEG_ANEEL;COD_CCEE;LATITUDE;LONGITUDE;POT_INSTALADA;FLAG_PROGRAMADA;DT_ENTRADA_OPER;DT_DESATIVACAO;VLR_GF_ENERGIA;VLR_GF_POTENCIA;FLAG_MERCADO;UF;NOME_SIMPLES;ID_QUADRICULA;COD_PI;DT_INCLUSAO;FLAG_HISTORICO;FLAG_SIMULADA;ID_CONJUNTO_PDES_OLD;ID_CONJUNTO_PDP;DT_ENTRADA_TESTE;LATITUDE_;LONGITUDE_;LOCALIZACAO;DT_ENTRADA_SIMUL;ID_SUBSISTEMA_SIMUL;FLAG_SUSPENSA;FLAG_LEILAO;ID_CONJUNTO_BDT;ID_PONTO_CONEXAO_BDT;ID_CONJUNTO_PDES
BAAR01;NULL;NULL;NE;NULL;NULL;14;AROEIRA 1;UEE;NULL;EOL.CV.BA.044940-7.01;NULL;0.00;0.00;30000.00;1;NULL;NULL;NULL;NULL;NULL;BA;AROEIRA 1;NULL;BAAR01;18/08/2022;NULL;0;NULL;NULL;NULL;0.0000;0.0000;;NULL;NE;N;N;NULL;NULL;NULL
BAAR02;NULL;NULL;NE;NULL;NULL;14;AROEIRA 2;UEE;NULL;EOL.CV.BA.044947-4.01;NULL;0.00;0.00;30000.00;1;NULL;NULL;NULL;NULL;NULL;BA;AROEIRA 2;NULL;BAAR02;18/08/2022;NULL;0;NULL;NULL;NULL;0.0000;0.0000;;NULL;NE;N;N;NULL;NULL;NULL
BAAR03;NULL;NULL;NE;NULL;NULL;14;AROEIRA 3;UEE;NULL;EOL.CV.BA.044948-2.01;NULL;0.00;0.00;47300.00;1;NULL;NULL;NULL;NULL;NULL;BA;AROEIRA 3;NULL;BAAR03;18/08/2022;NULL;0;NULL;NULL;NULL;0.0000;0.0000;;NULL;NE;N;N;NULL;NULL;NULL
BAAR04;NULL;NULL;NE;NULL;NULL;14;AROEIRA 4;UEE;NULL;EOL.CV.BA.044949-0.01;NULL;0.00;0.00;30000.00;1;NULL;NULL;NULL;NULL;NULL;BA;AROEIRA 4;NULL;BAAR04;18/08/2022;NULL;0;NULL;NULL;NULL;0.0000;0.0000;;NULL;NE;N;N;NULL;NULL;NULL
BAAR05;NULL;NULL;NE;NULL;NULL;14;UEE AR05;UEE;NULL;EOL.CV.BA.044950-4.01;NULL;0.00;0.00;30000.00;1;NULL;NULL;NULL;NULL;NULL;BA;UEE AR05;NULL;BAAR05;18/08/2022;NULL;0;NULL;NULL;NULL;0.0000;0.0000;;NULL;NE;N;N;NULL;NULL;NULL
BAAR06;NULL;NULL;NE;NULL;NULL;14;AROEIRA 6;UEE;NULL;EOL.CV.BA.044951-2.01;NULL;0.00;0.00;47300.00;1;NULL;NULL;NULL;NULL;NULL;BA;AROEIRA 6;NULL;BAAR06;18/08/2022;NULL;0;NULL;NULL;NULL;0.0000;0.0000;;NULL;NE;N;N;NULL;NULL;NULL
BAAR07;NULL;NULL;NE;NULL;NULL;14;AROEIRA 7;UEE;NULL;EOL.CV.BA.044952-0.01;NULL;0.00;0.00;47300.00;1;NULL;NULL;NULL;NULL;NULL;BA;AROEIRA 7;NULL;BAAR07;18/08/2022;NULL;0;NULL;NULL;NULL;0.0000;0.0000;;NULL;NE;N;N;NULL;NULL;NULL
BAAR08;NULL;NULL;NE;NULL;NULL;14;UEE AR08;UEE;NULL;EOL.CV.BA.044953-9.01;NULL;0.00;0.00;30000.00;1;NULL;NULL;NULL;NULL;NULL;BA;UEE AR08;NULL;BAAR08;18/08/2022;NULL;0;NULL;NULL;NULL;0.0000;0.0000;;NULL;NE;N;N;NULL;NULL;NULL
BAB15;257;98;NE;NULL;NULL;14;BARAUNAS XV;UEE;NULL;EOL.CV.BA.038031-8.01;NULL;-9.75;-40.98;48510.00;1;17/09/2022;NULL;NULL;NULL;NULL;BA;BARAUNAS XV;NULL;BAB15 ;31/01/2022;NULL;1;NULL;291;05/07/2022;-97,500;-409,800;I;21/10/2022;NE;N;N;128;96;NULL
BAB20;257;98;NE;NULL;NULL;14;UEE ARI BARAUNAS XX;UEE;NULL;EOL.CV.BA.036993-4.01;NULL;-9.79;-41.01;31185.00;1;11/08/2022;NULL;NULL;NULL;NULL;BA;UEE ARI BARAUNAS XX;NULL;BAB20 ;31/01/2022;NULL;1;NULL;291;07/05/2022;-97,900;-410,100;I;24/08/2022;NE;N;N;128;96;NULL
BABAQ;257;98;NE;NULL;NULL;14;BARAUNAS IV;UEE;NULL;EOL.CV.BA.038032-6.01;NULL;-9.67;-41.11;41580.00;1;27/10/2022;NULL;NULL;NULL;NULL;BA;BARAUNAS IV;NULL;BABAQ ;31/01/2022;NULL;1;NULL;291;10/08/2022;-96,700;-411,100;I;28/10/2022;NE;N;N;128;96;NULL
BACAN1;316;134;NE;NULL;NULL;14;CANUDOS I;UEE;NULL;EOL.CV.BA.046757-0.01;NULL;-10.19;-38.78;49700.00;1;NULL;NULL;NULL;NULL;NULL;BA;CANUDOS I;NULL;BACAN1;25/04/2022;NULL;0;NULL;NULL;NULL;-101,900;-387,800;I;NULL;NE;N;N;334;128;NULL
BACAN2;316;134;NE;NULL;NULL;14;CANUDOS II;UEE;NULL;EOL.CV.BA.046758-8.01;NULL;-10.15;-38.77;49700.00;1;NULL;NULL;NULL;NULL;NULL;BA;CANUDOS II;NULL;BACAN2;25/04/2022;NULL;0;NULL;NULL;NULL;-101,500;-387,700;I;NULL;NE;N;N;334;128;NULL
BAEA02;11;13;NE;20;190;14;Assuruá II;UEE;BAEA02_GE_TOT_MW.v;EOL.CV.BA.031343-2.01;78664;-11.16;-42.67;30000.00;1;05/04/2016;NULL;14.60;NULL;;BA;ASSURUA II;127;BAEA02;NULL;S;1;60-----;88;NULL;-111,638;-426,707;I;05/04/2016;NE;N;S;137;7;CJT-60
BAEA03;11;13;NE;NULL;NULL;14;Assuruá III;UEE;;EOL.CV.BA.032342-0.01;NULL;-11.17;-42.68;12500.00;1;21/04/2018;NULL;5.90;NULL;NULL;BA;ASSURUA III;NULL;BAEA03;18/04/2018;S;1;NULL;88;08/03/2018;-111,677;-426,849;I;05/07/2018;NE;N;S;137;7;CJT-60
BAEA04;11;13;NE;NULL;NULL;14;Assuruá IV;UEE;BAEA04     _GE_TOT_MW.v;EOL.CV.BA.032343-8.01;NULL;-11.05;-42.69;30000.00;1;04/01/2018;NULL;13.10;NULL;NULL;BA;ASSURUA IV;124;BAEA04;13/09/2017;S;1;60-----;88;NULL;-110,475;-426,876;I;04/01/2018;NE;N;S;137;7;CJT-60
BAEA05;11;13;NE;21;191;14;Assuruá V;UEE;BAEA05_GE_TOT_MW.v;EOL.CV.BA.031341-6.01;82287;-11.18;-42.71;20000.00;1;07/04/2016;NULL;10.10;NULL;;BA;ASSURUA V;127;BAEA05;NULL;S;1;60-----;88;NULL;-111,841;-427,053;I;07/04/2016;NE;N;S;137;7;CJT-60
BAEA07;11;13;NE;22;192;14;Assuruá VII;UEE;BAEA07_GE_TOT_MW.v;EOL.CV.BA.031356-4.01;82288;-11.07;-42.68;18000.00;1;05/04/2016;NULL;8.90;NULL;;BA;ASSURUA VII;123;BAEA07;NULL;S;1;60-----;88;NULL;-110,711;-426,788;I;05/04/2016;NE;N;S;137;7;CJT-60
BAEA41;232;78;NE;NULL;NULL;14;ASSURUÁ 4 I;UEE;NULL;EOL.CV.BA.050463-7.01;NULL;-11.02;-42.64;36000.00;1;10/11/2022;NULL;NULL;NULL;NULL;BA;ASSURUÁ 4 I;NULL;BAEA41;01/08/2022;NULL;1;NULL;144;18/08/2022;-110,253;-426,410;I;28/11/2022;NE;N;N;15;49;NULL
BAEA42;232;78;NE;NULL;NULL;14;ASSURUÁ 4 II;UEE;NULL;EOL.CV.BA.050464-5.01;NULL;-11.03;-42.61;31500.00;1;NULL;NULL;NULL;NULL;NULL;BA;ASSURUÁ 4 II;NULL;BAEA42;01/08/2022;NULL;0;NULL;144;29/11/2022;-110,359;-426,145;I;NULL;NE;N;N;15;49;NULL
BAEA43;232;78;NE;NULL;NULL;14;ASSURUÁ 4 III;UEE;NULL;EOL.CV.BA.050465-3.01;NULL;-11.06;-42.63;36000.00;1;NULL;NULL;NULL;NULL;NULL;BA;ASSURUÁ 4 III;NULL;BAEA43;01/08/2022;NULL;0;NULL;144;18/11/2022;-110,603;-426,306;I;NULL;NE;N;N;15;49;NULL
BAEA44;232;78;NE;NULL;NULL;14;ASSURUÁ 4 IV;UEE;NULL;EOL.CV.BA.050466-1.01;NULL;-11.08;-42.62;36000.00;1;NULL;NULL;NULL;NULL;NULL;BA;ASSURUÁ 4 IV;NULL;BAEA44;01/08/2022;NULL;0;NULL;144;NULL;-110,839;-426,266;I;NULL;NE;N;N;15;49;NULL
BAEA45;232;78;NE;NULL;NULL;14;ASSURUÁ 4 V;UEE;NULL;EOL.CV.BA.050467-0.01;NULL;-11.10;-42.62;36000.00;1;NULL;NULL;NULL;NULL;NULL;BA;ASSURUÁ 4 V;NULL;BAEA45;01/08/2022;NULL;0;NULL;144;NULL;-111,073;-426,292;I;NULL;NE;N;N;15;49;NULL
BAEA46;232;78;NE;NULL;NULL;14;ASSURUÁ 4 VI;UEE;NULL;EOL.CV.BA.050468-8.01;NULL;-11.06;-42.60;36000.00;1;12/10/2022;NULL;NULL;NULL;NULL;BA;ASSURUÁ 4 VI;NULL;BAEA46;01/08/2022;NULL;1;NULL;144;24/08/2022;-110,661;-426,030;I;21/10/2022;NE;N;N;15;49;NULL
BAEA51;232;NULL;NE;NULL;NULL;14;ASSURUÁ 4 I;UEE;NULL;EOL.CV.BA.051784-4.01;NULL;-11.02;-42.64;40600.00;1;NULL;NULL;NULL;NULL;NULL;BA;ASSURUÁ 4 I;NULL;BAEA51;01/12/2022;NULL;0;NULL;NULL;NULL;-110,253;-426,410;I;NULL;NE;N;N;15;49;NULL
BAEABL;238;80;NE;NULL;NULL;14;ABIL;UEE;NULL;EOL.CV.BA.031402-1.01;NULL;-14.27;-42.54;23700.00;1;10/02/2022;NULL;NULL;NULL;NULL;BA;ABIL;NULL;BAEABL;17/10/2019;S;1;NULL;152;11/12/2021;-142,778;-425,435;I;11/03/2022;NE;N;S;115;50;NULL
BAEAMC;301;131;NE;NULL;NULL;14;AMESCLA;UEE;NULL;EOL.CV.BA.032090-0.01;NULL;-13.84;-42.70;13500.00;1;01/11/2022;NULL;NULL;NULL;NULL;BA;AMESCLA;NULL;BAEAMC;02/05/2022;NULL;1;NULL;457;07/10/2022;-111,153;-426,699;I;28/11/2022;NE;N;N;177;125;NULL
BAEAN2;235;80;NE;NULL;NULL;14;Angical 2 ;UEE;;EOL.CV.BA.031435-8.01;NULL;-14.42;-42.64;10000.00;1;17/09/2019;NULL;5.10;NULL;NULL;BA;ANGICAL 2;NULL;BAEAN2;12/06/2019;S;1;NULL;147;NULL;-144,190;-426,419;I;08/01/2020;NE;N;S;116;50;NULL
BAEANG;179;21;NE;7;90;14;Angical;UEE;BAEANG_GE_TOT_MW.v;EOL.CV.BA.030732-7.01;77984;-14.35;-42.61;12950.00;1;05/02/2016;NULL;6.00;NULL;;BA;ANGICAL;150;BAEANG;NULL;S;1;65-----;41;NULL;-143,461;-426,137;I;05/02/2016;NE;N;S;25;12;CJT-65
BAEARA;235;80;NE;NULL;NULL;14;Arapapa;UEE;;EOL.CV.BA.031434-0.01;NULL;-14.43;-42.69;4000.00;1;21/11/2019;NULL;2.20;NULL;NULL;BA;ARAPAPA;NULL;BAEARA;12/06/2019;S;1;NULL;147;23/08/2018;-144,319;-426,919;I;04/05/2020;NE;N;S;116;50;NULL
BAEARZ;235;80;NE;NULL;NULL;14;ARARINHA AZUL;UEE;NULL;EOL.CV.BA.037001-0.01;NULL;-14.41;-42.64;21150.00;1;27/04/2021;NULL;NULL;NULL;NULL;BA;ARARINHA AZUL;NULL;BAEARZ;23/10/2020;NULL;1;NULL;147;04/12/2020;-144,127;-426,498;I;07/07/2021;NE;N;N;116;50;NULL
BAEB01;216;34;NE;NULL;NULL;14;Ventos da Bahia I;UEE;;EOL.CV.BA.032526-0.01;NULL;-11.99;-41.53;28600.00;1;07/09/2018;NULL;13.10;NULL;NULL;BA;VENTOS DA BAHIA I;NULL;BAEB01;25/06/2018;S;1;NULL;122;27/06/2018;-119,851;-415,280;I;10/10/2018;NE;N;S;17;9;CJT-117
BAEB02;226;34;NE;NULL;NULL;14;Serra da Babilônia II;UEE;;EOL.CV.BA.032462-0.01;NULL;-11.10;-41.31;28200.00;1;12/12/2018;NULL;16.10;NULL;NULL;BA; SERRA DA BABILONIA II;NULL;BAEB02;11/10/2018;N;1;NULL;136;27/10/2018;-110,955;-413,057;I;26/12/2018;NE;N;S;18;9;CJT-122
BAEB03;216;34;NE;NULL;NULL;14;Ventos da Bahia III;UEE;;EOL.CV.BA.032527-9.01;NULL;-11.97;-41.52;30800.00;1;12/09/2018;NULL;14.50;NULL;NULL;BA;VENTOS DA BAHIA III;NULL;BAEB03;25/06/2018;S;1;NULL;122;27/06/2018;-119,747;-415,221;I;10/10/2018;NE;N;S;17;9;CJT-117
BAEB06;226;34;NE;NULL;NULL;14;Serra da Babilônia VI;UEE;;EOL.CV.BA.032466-3.01;NULL;-11.05;-41.33;25850.00;1;12/12/2018;NULL;13.20;NULL;NULL;BA; SERRA DA BABILONIA VI;NULL;BAEB06;11/10/2018;N;1;NULL;136;27/10/2018;-110,490;-413,252;I;26/12/2018;NE;N;S;18;9;CJT-122
BAEB07;226;34;NE;NULL;NULL;14;Serra da Babilônia VII;UEE;;EOL.CV.BA.032467-1.01;NULL;-11.06;-41.32;28200.00;1;12/12/2018;NULL;14.40;NULL;NULL;BA; SERRA DA BABILONIA VII;NULL;BAEB07;11/10/2018;N;1;NULL;136;27/10/2018;-110,566;-413,155;I;26/12/2018;NE;N;S;18;9;CJT-122
BAEB08;226;34;NE;NULL;NULL;14;Serra da Babilônia VIII;UEE;;EOL.CV.BA.032468-0.01;NULL;-11.08;-41.30;28200.00;1;12/12/2018;NULL;14.10;NULL;NULL;BA; SERRA DA BABILONIA VIII;NULL;BAEB08;11/10/2018;N;1;NULL;136;27/10/2018;-110,837;-413,010;I;26/12/2018;NE;N;S;18;9;CJT-122
BAEB09;216;34;NE;NULL;NULL;14;Ventos da Bahia IX;UEE;;EOL.CV.BA.032531-7.01;NULL;-11.99;-41.49;28600.00;1;12/09/2018;NULL;13.40;NULL;NULL;BA;VENTOS DA BAHIA IX;NULL;BAEB09;25/06/2018;S;1;NULL;122;22/06/2018;-119,851;-414,924;I;10/10/2018;NE;N;S;17;9;CJT-117
BAEB0A;226;34;NE;NULL;NULL;14;SERRA DA BABILONIA A;UEE;NULL;EOL.CV.BA.037083-5.01;NULL;-11.07;-41.29;21200.00;1;18/05/2021;NULL;NULL;NULL;NULL;BA;SERRA DA BABILONIA A;NULL;BAEB0A;23/10/2020;NULL;1;NULL;136;25/02/2021;-110,783;-412,983;I;07/07/2021;NE;N;S;18;9;NULL
BAEB0B;226;34;NE;NULL;NULL;14;SERRA DA BABILONIA B;UEE;NULL;EOL.CV.BA.040608-2.01;NULL;-11.12;-41.32;30600.00;1;15/05/2021;NULL;NULL;NULL;NULL;BA;SERRA DA BABILONIA B;NULL;BAEB0B;23/10/2020;NULL;1;NULL;136;19/03/2021;-111,266;-413,264;I;07/07/2021;NE;N;N;18;9;NULL
BAEB0C;226;34;NE;NULL;NULL;14;SERRA DA BABILONIA C;UEE;NULL;EOL.CV.BA.040609-0.01;NULL;-3.31;-39.36;26500.00;1;19/06/2021;NULL;NULL;NULL;NULL;BA;SERRA DA BABILONIA C;NULL;BAEB0C;23/10/2020;NULL;1;NULL;136;23/04/2021;-33,174;-393,695;I;20/07/2021;NE;N;S;18;9;NULL
BAEB0D;226;34;NE;NULL;NULL;14;SERRA DA BABILONIA D;UEE;NULL;EOL.CV.BA.040610-4.01;NULL;-11.14;-41.33;30600.00;1;06/07/2021;NULL;NULL;NULL;NULL;BA;SERRA DA BABILONIA D;NULL;BAEB0D;23/10/2020;NULL;1;NULL;136;13/05/2021;-111,427;-413,316;I;26/08/2021;NE;N;N;18;9;NULL
BAEB0E;226;34;NE;NULL;NULL;14;SERRA DA BABILONIA E;UEE;NULL;EOL.CV.BA.040611-2.01;NULL;-11.14;-41.33;26500.00;1;24/07/2021;NULL;NULL;NULL;NULL;BA;SERRA DA BABILONIA E;NULL;BAEB0E;23/10/2020;NULL;1;NULL;136;02/07/2021;-111,427;-413,316;I;17/08/2021;NE;N;S;18;9;NULL
BAEB0F;226;34;NE;NULL;NULL;14;SERRA DA BABILONIA F;UEE;NULL;EOL.CV.BA.040612-0.01;NULL;-6.55;-35.01;21200.00;1;03/08/2021;NULL;NULL;NULL;NULL;BA;SERRA DA BABILONIA F;NULL;BAEB0F;23/10/2020;NULL;1;NULL;136;14/07/2021;-65,573;-350,147;I;17/08/2021;NE;N;S;18;9;NULL
BAEB10;226;34;NE;NULL;NULL;14;Serra da Babilônia X;UEE;;EOL.CV.BA.032469-8.01;NULL;-11.07;-41.32;28200.00;1;12/12/2018;NULL;14.10;NULL;NULL;BA; SERRA DA BABILONIA X;NULL;BAEB10;11/10/2018;N;1;NULL;136;27/10/2018;-110,681;-413,188;I;26/12/2018;NE;N;S;18;9;CJT-122
BAEB11;226;34;NE;NULL;NULL;14;Serra da Babilônia XI;UEE;;EOL.CV.BA.032470-1.01;NULL;-11.08;-41.32;28200.00;1;12/12/2018;NULL;15.50;NULL;NULL;BA; SERRA DA BABILONIA XI;NULL;BAEB11;11/10/2018;N;1;NULL;136;27/10/2018;-110,769;-413,216;I;26/12/2018;NE;N;S;18;9;CJT-122
BAEB12;226;34;NE;NULL;NULL;14;Serra Da Babilônia XII;UEE;;EOL.CV.BA.032471-0.01;NULL;-11.10;-41.32;28200.00;1;12/12/2018;NULL;15.80;NULL;NULL;BA; SERRA DA BABILONIA XII;NULL;BAEB12;11/10/2018;N;1;NULL;136;30/10/2018;-110,989;-413,158;I;26/12/2018;NE;N;S;18;9;CJT-122
BAEB13;275;34;NE;NULL;NULL;14;VENTOS DA BAHIA XIII;UEE;NULL;EOL.CV.BA.032535-0.01;NULL;-12.14;-41.49;49500.00;1;15/12/2021;NULL;NULL;NULL;NULL;BA;VENTOS DA BAHIA XIII;NULL;BAEB13;19/07/2021;NULL;1;NULL;316;29/10/2021;-121,461;-414,940;L;30/12/2021;NE;N;S;153;9;NULL
BAEB14;275;34;NE;NULL;NULL;14;VENTOS DA BAHIA XIV;UEE;NULL;EOL.CV.BA.032536-8.01;NULL;-12.05;-41.43;33000.00;1;03/12/2021;NULL;NULL;NULL;NULL;BA;VENTOS DA BAHIA XIV;NULL;BAEB14;19/07/2021;NULL;1;NULL;316;27/10/2021;-120,585;-414,394;L;30/12/2021;NE;N;S;153;9;NULL
BAEB18;216;34;NE;NULL;NULL;14;Ventos da Bahia XVIII;UEE;;EOL.CV.BA.034883-0.01;NULL;-12.02;-41.50;28600.00;1;12/09/2018;NULL;13.40;NULL;NULL;BA;VENTOS DA BAHIA XVIII;NULL;BAEB18;25/06/2018;S;1;NULL;122;22/06/2018;-120,155;-414,954;I;10/10/2018;NE;N;S;17;9;CJT-117
BAEB23;275;34;NE;NULL;NULL;14;VENTOS DA BAHIA XXIII;UEE;NULL;EOL.CV.BA.035234-9.01;NULL;-12.07;-41.49;49500.00;1;02/02/2022;NULL;NULL;NULL;NULL;BA;VENTOS DA BAHIA XXIII;NULL;BAEB23;19/07/2021;S;1;NULL;316;22/12/2021;-120,752;-414,953;L;25/02/2022;NE;N;S;153;9;NULL
BAEB27;275;34;NE;NULL;NULL;14;VENTOS DA BAHIA XXVII;UEE;NULL;EOL.CV.BA.034889-9.01;NULL;-12.08;-41.46;49500.00;1;05/02/2022;NULL;NULL;NULL;NULL;BA;VENTOS DA BAHIA XXVII;NULL;BAEB27;19/07/2021;NULL;1;NULL;316;16/12/2021;-120,862;-414,690;L;25/02/2022;NE;N;S;153;9;NULL
BAEB9;226;34;NE;NULL;NULL;14;Serra da Babilônia IX;UEE;;EOL.CV.BA.032465-5.01;NULL;-11.09;-41.32;28200.00;1;12/12/2018;NULL;13.20;NULL;NULL;BA; SERRA DA BABILONIA IX;NULL;BAEB9;11/10/2018;N;1;NULL;136;30/10/2018;-110,902;-413,154;I;26/12/2018;NE;N;S;18;9;CJT-122
BAEBAB;301;131;NE;NULL;NULL;14;BARBATIMAO;UEE;NULL;EOL.CV.BA.032093-5.01;NULL;-13.83;-42.70;16200.00;1;24/11/2022;NULL;NULL;NULL;NULL;BA;BARBATIMAO;NULL;BAEBAB;02/05/2022;NULL;0;NULL;457;08/10/2022;-58,869;-362,887;I;NULL;NE;N;N;177;125;NULL
BAEBAD;131;24;NE;30;193;14;Baraúnas II;UEE;BAEBAD_GE_TOT_MW.v;EOL.CV.BA.031667-9.01;83573;-9.87;-41.06;25850.00;1;11/03/2016;NULL;7.80;NULL;;BA;BARAUNAS II;100;BAEBAD;NULL;S;1;50-----;84;NULL;-98,717;-410,631;I;11/03/2016;NE;N;S;29;13;CJT-50
BAEBAU;131;24;NE;29;195;14;Baraúnas I;UEE;BAEBAU_GE_TOT_MW.v;EOL.CV.BA.031335-1.01;80793;-9.89;-41.12;32900.00;1;20/11/2015;NULL;12.40;NULL;;BA;BARAUNAS I;101;BAEBAU;NULL;S;1;50-----;84;NULL;-98,868;-411,203;I;20/11/2015;NE;N;S;29;13;CJT-50
BAEBCO;131;24;NE;28;194;14;Banda de Couro;UEE;BAEBCO_GE_TOT_MW.v;EOL.CV.BA.031607-5.01;83588;-9.85;-41.05;32900.00;1;11/03/2016;NULL;12.90;NULL;;BA;BANDA DE COURO;100;BAEBCO;NULL;S;1;50-----;84;NULL;-98,478;-410,538;I;11/03/2016;NE;N;S;29;13;CJT-50
BAEBVT;202;34;NE;NULL;NULL;14;Boa Vista da Lagoinha;UEE;BAEBVT_GE_TOT_MW.v;EOL.CV.BA.032759-0.01;NULL;-11.76;-41.39;30000.00;1;29/06/2018;NULL;NULL;NULL;NULL;BA;BOA VISTA DA LAGOINHA;NULL;BAEBVT;18/04/2018;S;1;NULL;104;10/02/2018;-117,614;-413,893;I;05/07/2018;NE;N;N;19;9;CJT-109
BAEC08;262;67;NE;NULL;NULL;14;CAMPO LARGO VIII;UEE;NULL;EOL.CV.BA.034614-4.01;NULL;-10.46;-41.39;33600.00;1;04/05/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO VIII;NULL;BAEC08;23/10/2020;NULL;1;NULL;295;24/03/2021;-104,600;-413,932;I;07/07/2021;NE;N;N;140;11;NULL
BAEC09;262;67;NE;NULL;NULL;14;CAMPO LARGO IX;UEE;NULL;EOL.CV.BA.034631-4.01;NULL;-10.46;-41.39;25200.00;1;23/02/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO IX;NULL;BAEC09;23/10/2020;NULL;1;NULL;295;16/12/2020;-104,626;-413,940;I;03/03/2021;NE;N;N;140;11;NULL
BAEC10;262;67;NE;NULL;NULL;14;CAMPO LARGO X;UEE;NULL;EOL.CV.BA.034630-6.01;NULL;-10.50;-41.48;33600.00;1;05/03/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO X;NULL;BAEC10;23/10/2020;NULL;1;NULL;295;30/12/2020;-105,067;-414,868;I;13/04/2021;NE;N;N;140;11;NULL
BAEC11;262;67;NE;NULL;NULL;14;CAMPO LARGO XI;UEE;NULL;EOL.CV.BA.034625-0.01;NULL;-10.40;-41.44;16800.00;1;02/09/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO XI;NULL;BAEC11;23/10/2020;NULL;1;NULL;295;07/07/2021;-104,027;-414,464;I;05/10/2021;NE;N;N;140;11;NULL
BAEC12;262;67;NE;NULL;NULL;14;CAMPO LARGO XII;UEE;NULL;EOL.CV.BA.034623-3.01;NULL;-10.40;-41.44;54600.00;1;20/08/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO XII;NULL;BAEC12;23/10/2020;NULL;1;NULL;295;25/02/2021;-104,054;-414,486;I;20/08/2021;NE;N;N;140;11;NULL
BAEC13;262;67;NE;NULL;NULL;14;CAMPO LARGO XIII;UEE;NULL;EOL.CV.BA.034622-5.01;NULL;-10.40;-41.49;42000.00;1;02/09/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO XIII;NULL;BAEC13;23/10/2020;NULL;1;NULL;295;25/06/2021;-104,025;-414,935;I;05/10/2021;NE;N;N;140;11;NULL
BAEC14;262;67;NE;NULL;NULL;14;CAMPO LARGO XIV;UEE;NULL;EOL.CV.BA.034634-9.01;NULL;-10.44;-41.50;21000.00;1;31/03/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO XIV;NULL;BAEC14;23/10/2020;NULL;1;NULL;295;09/02/2021;-104,468;-415,008;I;07/07/2021;NE;N;N;140;11;NULL
BAEC17;262;67;NE;NULL;NULL;14;CAMPO LARGO XVII;UEE;NULL;EOL.CV.BA.034638-1.01;NULL;-10.46;-41.51;29400.00;1;07/04/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO XVII;NULL;BAEC17;23/10/2020;NULL;1;NULL;295;25/11/2020;-104,630;-415,141;I;07/07/2021;NE;N;N;140;11;NULL
BAEC19;262;67;NE;NULL;NULL;14;CAMPO LARGO XIX;UEE;NULL;EOL.CV.BA.034645-4.01;NULL;-10.44;-41.57;33600.00;1;21/05/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO XIX;NULL;BAEC19;23/10/2020;NULL;1;NULL;295;13/03/2021;-104,409;-415,723;I;07/07/2021;NE;N;N;140;11;NULL
BAEC20;262;67;NE;NULL;NULL;14;CAMPO LARGO XX;UEE;NULL;EOL.CV.BA.034647-0.01;NULL;-10.48;-41.57;37800.00;1;25/06/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO XX;NULL;BAEC20;23/10/2020;NULL;1;NULL;295;23/04/2021;-104,805;-415,769;I;20/07/2021;NE;N;N;140;11;NULL
BAEC22;262;67;NE;NULL;NULL;14;CAMPO LARGO XXII;UEE;NULL;EOL.CV.BA.034648-9.01;NULL;-10.50;-41.61;33600.00;1;25/06/2021;NULL;NULL;NULL;NULL;BA;CAMPO LARGO XXII;NULL;BAEC22;23/10/2020;NULL;1;NULL;295;21/04/2021;-105,094;-416,117;I;09/11/2021;NE;N;N;140;11;NULL
BAECA3;11;13;NE;NULL;NULL;14;Capoeiras III;UEE;BAECA3_GE_TOT_MW.v;EOL.CV.BA.032344-6.01;NULL;-11.18;-42.74;27500.00;1;12/04/2018;NULL;11.60;NULL;NULL;BA;CAPOEIRAS III;NULL;BAECA3;16/02/2018;S;1;NULL;88;NULL;-111,761;-427,386;I;12/04/2018;NE;N;S;137;7;CJT-60
BAECAC;239;96;NE;NULL;NULL;14;ACACIA;UEE;NULL;EOL.CV.BA.031418-8.01;NULL;-13.91;-42.69;16200.00;1;18/05/2022;NULL;NULL;NULL;NULL;BA;ACACIA;NULL;BAECAC;NULL;S;1;NULL;153;17/03/2022;-139,156;-426,978;I;18/05/2022;NE;N;S;118;95;NULL
BAECAI;180;21;NE;48;91;14;Caititu;UEE;BAECAI_GE_TOT_MW.v;EOL.CV.BA.030739-4.01;78064;-14.45;-42.64;22200.00;1;16/02/2016;NULL;10.50;NULL;;BA;CAITITU;151;BAECAI;NULL;S;1;66-----;42;NULL;-144,528;-426,410;I;16/02/2016;NE;N;S;26;12;CJT-66
