USI_ID;ID_AGRUPAMENTO;ID_PONTO_CONEXAO;ID_SUBSISTEMA;ID_EMPREENDIMENTO;ID_AGENTE;ID_MODALIDADE;NOME;TP_USINA;TAG_PI;CEG_ANEEL;COD_CCEE;LATITUDE;LONGITUDE;POT_INSTALADA;FLAG_PROGRAMADA;DT_ENTRADA_OPER;DT_DESATIVACAO;VLR_GF_ENERGIA;VLR_GF_POTENCIA;FLAG_MERCADO;UF;NOME_SIMPLES;ID_QUADRICULA;COD_PI;DT_INCLUSAO;FLAG_HISTORICO;FLAG_SIMULADA;ID_CONJUNTO_PDES_OLD;ID_CONJUNTO_PDP;DT_ENTRADA_TESTE;LATITUDE_;LONGITUDE_;LOCALIZACAO;DT_ENTRADA_SIMUL;ID_SUBSISTEMA_SIMUL;FLAG_SUSPENSA;FLAG_LEILAO;ID_CONJUNTO_BDT;ID_PONTO_CONEXAO_BDT;ID_CONJUNTO_PDES
BAEVB4;157;57;NE;NULL;409;10;VENTOS DA BAHIA IV;UEE;BAEVB4_GE_TOT_MW.v;EOL.CV.BA.031770-5.01;NULL;-11.98;-41.44;12000.00;0;21/09/2017;01/11/2018;NULL;NULL;NULL;BA;VENTOS DA BAHIA IV;132;BAEVB4;04/07/2017;N;0;NULL;91;12/08/2017;-119,843;-414,445;I;NULL;NE;N;S;3;3;CJT-96
BAEVB8;157;57;NE;NULL;410;10;VENTOS DA BAHIA VIII;UEE;BAEVB8_GE_TOT_MW.v;EOL.CV.BA.031771-3.01;NULL;-12.03;-41.45;27000.00;0;21/09/2017;01/11/2018;NULL;NULL;NULL;BA;VENTOS DA BAHIA VIII;134;BAEVB8;04/07/2017;N;0;NULL;91;12/07/2017;-120,324;-414,565;I;NULL;NE;N;S;3;3;CJT-96
BAEVC1;91;5;NE;258;160;14;Ventos de Campo Formoso I;UEE;BAEVC1_GE_TOT_MW.v;EOL.CV.BA.030943-5.01;75000;-10.63;-40.69;30000.00;1;23/01/2016;NULL;15.50;NULL;;BA;VENTOS DE CAMPO FORMOSO I;107;BAEVC1;NULL;S;1;54-----;6;NULL;-106,286;-406,858;I;23/01/2016;NE;N;S;4;4;CJT-54
BAEVC2;91;5;NE;259;161;14;Ventos de Campo Formoso II;UEE;BAEVC2_GE_TOT_MW.v;EOL.CV.BA.031010-7.01;75001;-10.52;-40.61;30000.00;1;08/12/2015;NULL;15.50;NULL;;BA;VENTOS DE CAMPO FORMOSO II;104;BAEVC2;NULL;S;1;54-----;6;NULL;-105,198;-406,117;I;08/12/2015;NE;N;S;4;4;CJT-54
BAEVLZ;302;131;NE;NULL;NULL;14;VELLOZIA;UEE;NULL;EOL.CV.BA.032113-3.01;NULL;-14.54;-42.58;16500.00;1;NULL;NULL;NULL;NULL;NULL;BA;VELLOZIA;NULL;BAEVLZ;02/05/2022;NULL;0;NULL;NULL;16/06/2022;-32,760;-393,513;I;NULL;NE;N;N;178;125;NULL
BAJA15;319;67;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 15;UEE;NULL;EOL.CV.BA.032642-9.01;NULL;-11.08;-41.27;72000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO JANUARIO 15;NULL;BAJA15;21/06/2022;NULL;0;NULL;462;01/09/2022;-110,800;-412,700;I;NULL;NE;N;N;336;11;NULL
BAJA16;319;67;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 16;UEE;NULL;EOL.CV.BA.033547-9.01;NULL;-11.10;-41.28;72000.00;1;17/11/2022;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO JANUARIO 16;NULL;BAJA16;21/06/2022;NULL;1;NULL;462;01/09/2022;-111,000;-412,800;I;28/11/2022;NE;N;N;336;11;NULL
BAJA17;319;67;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 17;UEE;NULL;EOL.CV.BA.033548-7.01;NULL;-11.13;-41.29;72000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO JANUARIO 17;NULL;BAJA17;21/06/2022;NULL;0;NULL;462;09/09/2022;-111,300;-412,900;I;NULL;NE;N;N;336;11;NULL
BAJA18;319;67;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 18;UEE;NULL;EOL.CV.BA.033549-5.01;NULL;-11.13;-41.30;72000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO JANUARIO 18;NULL;BAJA18;21/06/2022;NULL;0;NULL;462;23/09/2022;-111,300;-413,000;I;NULL;NE;N;N;336;11;NULL
BAJA19;319;67;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 19;UEE;NULL;EOL.CV.BA.037101-7.01;NULL;0.00;0.00;72000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO JANUARIO 19;NULL;BAJA19;21/06/2022;NULL;0;NULL;462;17/11/2022;0.0000;0.0000;I;NULL;NE;N;N;336;11;NULL
BAMBD;257;98;NE;NULL;NULL;14;MORRO BRANCO II;UEE;NULL;EOL.CV.BA.032417-5.01;NULL;-9.84;-41.04;31185.00;1;23/08/2022;NULL;NULL;NULL;NULL;BA;MORRO BRANCO II;NULL;BAMBD ;31/01/2022;NULL;1;NULL;291;NULL;-98,400;-410,400;I;20/09/2022;NE;N;N;128;96;NULL
BAOI21;297;113;NE;NULL;NULL;14;OITIS 21;UEE;NULL;EOL.CV.BA.044360-3.01;NULL;-9.05;-41.71;44000.00;1;NULL;NULL;NULL;NULL;NULL;BA;OITIS 21;NULL;BAOI21;14/03/2022;NULL;0;NULL;331;11/10/2022;-90,500;-417,100;;NULL;NE;N;N;173;108;NULL
BAOI22;297;113;NE;NULL;NULL;14;OITIS 22;UEE;NULL;EOL.CV.BA.044361-1.01;NULL;-9.07;-41.71;49500.00;1;NULL;NULL;NULL;NULL;NULL;BA;OITIS 22;NULL;BAOI22;14/03/2022;NULL;0;NULL;331;07/06/2022;-90,700;-417,100;;NULL;NE;N;N;173;108;NULL
BAPDR3;999;999;NE;NULL;NULL;10;PEDRA DO REINO III;UEE;NULL;EOL.CV.BA.030608-8.01;NULL;-9.49;-40.87;18000.00;0;01/01/2014;NULL;NULL;NULL;NULL;BA;PEDRA DO REINO III;NULL;BAPDR3;06/08/2020;S;0;NULL;NULL;NULL;-94,986;-408,790;NULL;NULL;NE;N;S;NULL;NULL;
BAPEDD;999;999;NE;NULL;NULL;10;PEDRA DO REINO IV;UEE;NULL;EOL.CV.BA.034777-9.01;NULL;-9.50;-40.91;20000.00;0;26/12/2018;NULL;NULL;NULL;NULL;BA;PEDRA DO REINO IV;NULL;BAPEDD;06/08/2020;S;0;NULL;NULL;NULL;-95,029;-409,142;NULL;NULL;SE;N;S;NULL;NULL;
BAPEDO;999;999;NE;NULL;NULL;10;PEDRA DO REINO;UEE;NULL;EOL.CV.BA.030288-0.01;NULL;-9.51;-40.88;30000.00;0;01/01/2014;NULL;NULL;NULL;NULL;BA;PEDRA DO REINO;NULL;BAPEDO;06/08/2020;S;0;NULL;NULL;NULL;-95,175;-408,864;NULL;NULL;NE;N;S;NULL;NULL;
BASJ01;247;88;NE;NULL;NULL;14;Ventos de Sao Januario;UEE;NULL;EOL.CV.BA.033508-8.01;NULL;-10.32;-40.43;33600.00;1;02/10/2020;NULL;NULL;NULL;NULL;BA;FLA_SAO JAN 1;NULL;BASJ01;16/06/2020;S;1;NULL;292;01/09/2020;-103,227;-404,367;NULL;18/01/2021;NE;N;S;119;84;NULL
BASJ03;247;88;NE;NULL;NULL;14;Ventos de Sao Januario 03;UEE;NULL;EOL.CV.BA.033521-5.01;NULL;-10.31;-40.44;33600.00;1;06/11/2020;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO JANUARIO 03;NULL;BASJ03;16/06/2020;S;1;NULL;292;07/10/2020;-103,105;-404,404;NULL;18/01/2021;NE;N;S;119;84;NULL
BASJ04;247;88;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 4;UEE;NULL;EOL.CV.BA.032641-0.01;NULL;-10.38;-40.45;29400.00;1;15/09/2020;NULL;NULL;NULL;NULL;BA;FLA_SAO JAN 4;NULL;BASJ04;16/06/2020;S;1;NULL;292;21/08/2020;-103,869;-404,589;I;14/10/2020;NE;N;S;119;84;NULL
BASJ05;247;88;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 05;UEE;NULL;EOL.CV.BA.032644-5.01;NULL;-10.28;-40.43;42000.00;1;03/12/2020;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO JANUARIO 05;NULL;BASJ05;16/06/2020;S;1;NULL;292;04/11/2020;-102,898;-404,341;NULL;18/01/2021;NE;N;S;119;84;NULL
BASJ06;247;88;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 06;UEE;NULL;EOL.CV.BA.033523-1.01;NULL;-10.41;-40.46;37800.00;1;30/11/2020;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO JANUARIO 06;NULL;BASJ06;16/06/2020;S;1;NULL;292;11/11/2020;-104,109;-404,664;NULL;18/01/2021;NE;N;S;119;84;NULL
BASJ10;247;88;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 10;UEE;NULL;EOL.CV.BA.033529-0.01;NULL;-5.15;-36.04;42000.00;1;30/01/2021;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO JANUARIO 10;NULL;BASJ10;16/06/2020;S;1;NULL;292;18/12/2020;-51,529;-360,422;NULL;03/03/2021;NE;N;S;119;84;NULL
BASJ11;247;88;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 11;UEE;NULL;EOL.CV.BA.033530-4.01;NULL;-10.44;-41.57;42000.00;1;06/01/2021;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO JANUARIO 11;NULL;BASJ11;16/06/2020;S;1;NULL;292;11/12/2020;-104,409;-415,723;NULL;18/01/2021;NE;N;S;119;84;NULL
BASJ13;247;88;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 13;UEE;NULL;EOL.CV.BA.033532-0.01;NULL;-10.34;-40.44;42000.00;1;04/09/2020;NULL;NULL;NULL;NULL;BA;FLA_SAO JAN 13;NULL;BASJ13;16/06/2020;S;1;NULL;292;09/06/2020;-103,448;-404,378;I;14/10/2020;NE;N;S;119;84;NULL
BASJ14;247;88;NE;NULL;NULL;14;VENTOS DE SAO JANUARIO 14;UEE;NULL;EOL.CV.BA.033533-9.01;NULL;-10.36;-40.44;42000.00;1;04/09/2020;NULL;NULL;NULL;NULL;BA;FLA_SAO JAN 14;NULL;BASJ14;16/06/2020;S;1;NULL;292;09/07/2020;-103,678;-404,422;I;14/10/2020;NE;N;S;119;84;NULL
BASM01;NULL;88;NE;NULL;NULL;9;VENTOS DE SANTA EUGENIA 14;UEE;NULL;EOL.CV.BA.038090-3.01;NULL;0.00;0.00;22800.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SANTA EUGENIA 14;NULL;BASM01;11/05/2022;NULL;0;NULL;NULL;NULL;0.0000;0.0000;I;NULL;NE;N;N;184;84;NULL
BASV01;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 1;UEE;NULL;EOL.CV.BA.034809-0.01;NULL;-10.90;-42.54;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 1;NULL;BASV01;13/12/2021;NULL;0;NULL;NULL;NULL;35,844;-439,338;;NULL;NE;N;N;182;104;NULL
BASV02;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 2;UEE;NULL;EOL.CV.BA.034811-2.01;NULL;-10.91;-42.55;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 2;NULL;BASV02;13/12/2021;NULL;0;NULL;NULL;NULL;-264,413;-535,179;;NULL;NE;N;N;182;104;NULL
BASV03;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 3;UEE;NULL;EOL.CV.BA.034655-1.01;NULL;-10.93;-42.55;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 3;NULL;BASV03;13/12/2021;NULL;0;NULL;NULL;NULL;-95,216;-404,655;;NULL;NE;N;N;182;104;NULL
BASV04;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 4;UEE;NULL;EOL.CV.BA.034656-0.01;NULL;-10.94;-42.56;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 4;NULL;BASV04;13/12/2021;NULL;0;NULL;NULL;14/10/2022;-95,360;-404,861;;NULL;NE;N;N;182;49;NULL
BASV05;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 5;UEE;NULL;EOL.CV.BA.034829-5.01;NULL;-10.96;-42.56;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 5;NULL;BASV05;13/12/2021;NULL;0;NULL;NULL;27/07/2022;-109,600;-425,600;;NULL;NE;N;N;182;49;NULL
BASV06;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 6;UEE;NULL;EOL.CV.BA.034830-9.01;NULL;-10.97;-42.56;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 6;NULL;BASV06;13/12/2021;NULL;0;NULL;NULL;03/05/2022;-109,700;-425,600;;NULL;NE;N;N;182;104;NULL
BASV07;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 7;UEE;NULL;EOL.CV.BA.034838-4.01;NULL;-10.99;-42.56;43400.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 7;NULL;BASV07;13/12/2021;NULL;0;NULL;NULL;NULL;-146,672;-562,837;;NULL;NE;N;N;182;104;NULL
BASV08;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 8;UEE;NULL;EOL.CV.BA.034848-1.01;NULL;-10.99;-42.54;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 8;NULL;BASV08;13/12/2021;NULL;0;NULL;NULL;NULL;-221,016;-567,427;;NULL;NE;N;N;182;104;NULL
BASV09;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 9;UEE;NULL;EOL.CV.BA.034849-0.01;NULL;-10.97;-42.54;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 9;NULL;BASV09;13/12/2021;NULL;0;NULL;NULL;NULL;-79,222;-349,047;;NULL;NE;N;N;182;104;NULL
BASV10;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 10;UEE;NULL;EOL.CV.BA.034657-8.01;NULL;-10.95;-42.53;43400.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 10;NULL;BASV10;13/12/2021;NULL;0;NULL;NULL;NULL;-90,397;-417,527;;NULL;NE;N;N;182;104;NULL
BASV11;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 11;UEE;NULL;EOL.CV.BA.034658-6.01;NULL;-10.93;-42.54;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 11;NULL;BASV11;13/12/2021;NULL;0;NULL;NULL;NULL;-90,527;-417,364;;NULL;NE;N;N;182;104;NULL
BASV12;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 12;UEE;NULL;EOL.CV.BA.034659-4.01;NULL;-10.99;-42.52;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 12;NULL;BASV12;13/12/2021;NULL;0;NULL;NULL;NULL;-90,712;-417,350;;NULL;NE;N;N;182;104;NULL
BASV13;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 13;UEE;NULL;EOL.CV.BA.034850-3.01;NULL;-10.98;-42.51;31000.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 13;NULL;BASV13;13/12/2021;NULL;0;NULL;NULL;NULL;-108,498;-620,058;;NULL;NE;N;N;182;104;NULL
BASV14;306;78;NE;NULL;NULL;14;VENTOS DE SAO VITOR 14;UEE;NULL;EOL.CV.BA.034660-8.01;NULL;-10.99;-42.50;37200.00;1;NULL;NULL;NULL;NULL;NULL;BA;VENTOS DE SAO VITOR 14;NULL;BASV14;13/12/2021;NULL;0;NULL;NULL;NULL;-68,457;-369,299;;NULL;NE;N;N;182;104;NULL
BATU02;289;118;NE;NULL;NULL;14;TUCANO II;UEE;NULL;EOL.CV.BA.032567-8.01;NULL;-11.19;-38.78;24800.00;1;NULL;NULL;NULL;NULL;NULL;BA;TUCANO II;NULL;BATU02;13/09/2021;NULL;0;NULL;328;NULL;-102,651;-404,306;I;NULL;NE;N;N;166;113;NULL
BATU03;289;118;NE;NULL;NULL;14;TUCANO III;UEE;NULL;EOL.CV.BA.032568-6.01;NULL;-11.32;-38.80;43400.00;1;NULL;NULL;NULL;NULL;NULL;BA;TUCANO III;NULL;BATU03;13/09/2021;NULL;0;NULL;328;NULL;-102,431;-404,245;I;NULL;NE;N;N;166;113;NULL
BATU04;289;118;NE;NULL;NULL;14;TUCANO IV;UEE;NULL;EOL.CV.BA.032569-4.01;NULL;-11.42;-38.81;43400.00;1;NULL;NULL;NULL;NULL;NULL;BA;TUCANO IV;NULL;BATU04;13/09/2021;NULL;0;NULL;328;NULL;-103,448;-404,378;I;NULL;NE;N;N;166;113;NULL
BATU06;289;118;NE;NULL;NULL;14;TUCANO VI;UEE;NULL;EOL.CV.BA.032578-3.01;NULL;-11.22;-38.79;49600.00;1;08/07/2022;NULL;NULL;NULL;NULL;BA;TUCANO VI;NULL;BATU06;13/09/2021;NULL;1;NULL;328;09/03/2022;-112,277;-387,919;I;08/07/2022;NE;N;N;166;113;NULL
BATU07;289;118;NE;NULL;NULL;14;TUCANO VII;UEE;NULL;EOL.CV.BA.032579-1.01;NULL;-11.25;-38.81;55800.00;1;NULL;NULL;NULL;NULL;NULL;BA;TUCANO VII;NULL;BATU07;13/09/2021;NULL;0;NULL;328;21/07/2022;-112,563;-388,111;I;NULL;NE;N;N;166;113;NULL
BATU08;289;118;NE;NULL;NULL;14;TUCANO VIII;UEE;NULL;EOL.CV.BA.032580-5.01;NULL;-11.28;-38.79;49600.00;1;NULL;NULL;NULL;NULL;NULL;BA;TUCANO VIII;NULL;BATU08;13/09/2021;NULL;0;NULL;328;10/09/2022;-80,804;-393,445;I;NULL;NE;N;N;166;113;NULL
BATU10;289;118;NE;NULL;NULL;14;TUCANO X;UEE;NULL;EOL.CV.BA.032584-8.01;NULL;-11.29;-38.80;43400.00;1;NULL;NULL;NULL;NULL;NULL;BA;TUCANO X;NULL;BATU10;13/09/2021;NULL;0;NULL;328;22/11/2022;-86,756;-416,345;I;NULL;NE;N;N;166;113;NULL
BATU16;289;118;NE;NULL;NULL;14;TUCANO XVI;UEE;NULL;EOL.CV.BA.036989-6.01;NULL;-11.35;-38.80;12400.00;1;NULL;NULL;NULL;NULL;NULL;BA;TUCANO XVI;NULL;BATU16;13/09/2021;NULL;0;NULL;328;NULL;-113,597;-388,038;I;NULL;NE;N;N;166;113;NULL
BAUEAR;43;11;NE;79;238;14;Dos Araçás;UEE;BAUEAR_GE_TOT_MW.v;EOL.CV.BA.030495-6.01;75522;-14.13;-42.56;31860.00;1;11/10/2014;NULL;15.50;NULL;;BA;DOS ARACAS;147;BAUEAR;NULL;S;1;10-----;65;NULL;-141,296;-425,597;I;11/10/2014;NE;N;S;6;5;CJT-10
BAUEAT;90;11;NE;6;128;14;Ametista;UEE;BAUEAT_GE_TOT_MW.v;EOL.CV.BA.030779-3.01;76844;-14.13;-42.59;28560.00;1;04/03/2015;NULL;13.90;NULL;;BA;AMETISTA;148;BAUEAT;NULL;S;1;19-----;66;NULL;-141,324;-425,924;I;04/03/2015;NE;N;S;7;5;CJT-19
BAUEAV;311;12;NE;5;30;14;Alvorada;UEE;BAUEAV_GE_TOT_MW.v;EOL.CV.BA.030320-8.01;20030;-14.19;-42.59;8000.00;1;04/07/2014;NULL;3.90;NULL;;BA;ALVORADA;148;BAUEAV;NULL;S;1;15-----;326;NULL;-141,852;-425,911;I;04/07/2014;NE;N;S;188;6;CJT-15
BAUEBR;194;21;NE;35;98;14;Borgo;UEE;BAUEBR_GE_TOT_MW.v;EOL.CV.BA.030837-4.01;76845;-14.51;-42.59;20160.00;1;01/01/2016;NULL;9.70;NULL;;BA;BORGO;151;BAUEBR;NULL;S;1;73-----;64;NULL;-145,084;-425,867;I;01/01/2016;NE;N;S;28;12;CJT-73
BAUECB;311;12;NE;61;31;14;Candiba;UEE;BAUECB_GE_TOT_MW.v;EOL.CV.BA.030316-0.01;20027;-14.19;-42.65;9600.00;1;04/07/2014;NULL;4.20;NULL;;BA;CANDIBA;148;BAUECB;NULL;S;1;17-----;326;NULL;-141,857;-426,466;I;04/07/2014;NE;N;S;188;6;CJT-17
BAUECE;181;21;NE;39;234;14;Caetite;UEE;BAUECE_GE_TOT_MW.v;EOL.CV.BA.030792-0.01;76864;-14.47;-42.58;30240.00;1;01/01/2016;NULL;14.70;NULL;;BA;CAETITE;151;BAUECE;NULL;S;1;58-----;59;NULL;-144,689;-425,836;I;01/01/2016;NE;N;S;27;12;CJT-58
BAUECR;148;32;NE;NULL;307;14;Cristal;UEE;BAUECR_GE_TOT_MW.v;EOL.CV.BA.030727-0.01;NULL;-11.80;-41.39;29900.00;1;10/11/2017;NULL;15.70;NULL;NULL;BA;CRISTAL;131;BAUECR;NULL;N;1;NULL;73;NULL;-117,965;-413,934;I;10/11/2017;NE;N;S;22;10;CJT-102
BAUEDA;150;34;NE;76;159;14;Damascena;UEE;BAUEDA_GE_TOT_MW.v;EOL.CV.BA.031338-6.01;;-11.86;-41.47;30000.00;1;30/04/2016;NULL;16.70;NULL;;BA;DAMASCENA;131;BAUEDA;NULL;S;1;71-----;79;NULL;-118,567;-414,742;I;30/04/2016;NE;N;S;21;9;CJT-71
BAUEDP;43;11;NE;75;132;14;Da Prata;UEE;BAUEDP_GE_TOT_MW.v;EOL.CV.BA.030490-5.01;75523;-13.95;-42.64;21840.00;1;11/10/2014;NULL;10.10;NULL;;BA;DA PRATA;142;BAUEDP;NULL;S;1;10-----;65;NULL;-139,499;-426,382;I;11/10/2014;NE;N;S;6;5;CJT-10
BAUEDR;150;34;NE;78;158;14;Dois Riachos;UEE;BAUEDR_GE_TOT_MW.v;EOL.CV.BA.031121-9.01;75779;-11.82;-41.46;30000.00;1;14/11/2015;NULL;13.90;NULL;;BA;DOIS RIACHOS;131;BAUEDR;NULL;S;1;71-----;79;NULL;-118,225;-414,588;I;14/11/2015;NE;N;S;21;9;CJT-71
BAUEDU;90;11;NE;80;129;14;Dourados;UEE;BAUEDU_GE_TOT_MW.v;EOL.CV.BA.030778-5.01;76886;-13.86;-42.73;28560.00;1;04/03/2015;NULL;13.20;NULL;;BA;DOURADOS;143;BAUEDU;NULL;S;1;19-----;66;NULL;-138,633;-427,281;I;04/03/2015;NE;N;S;7;5;CJT-19
BAUEEP;150;34;NE;NULL;NULL;14;Esperança;UEE;BAUEEP_GE_TOT_MW.v;EOL.CV.BA.031355-6.01;NULL;-11.80;-41.39;28000.00;1;21/12/2017;NULL;14.70;NULL;NULL;BA;ESPERANCA;NULL;BAUEEP;11/04/2018;S;1;NULL;79;NULL;-118,616;-414,161;I;21/12/2017;NE;N;S;21;9;CJT-71
BAUEGB;311;12;NE;106;32;14;Guanambi;UEE;BAUEGB_GE_TOT_MW.v;EOL.CV.BA.030328-3.01;20026;-14.20;-42.62;20800.00;1;04/07/2014;NULL;8.40;NULL;;BA;GUANAMBI;148;BAUEGB;NULL;S;1;17-----;326;NULL;-142,017;-426,183;I;04/07/2014;NE;N;S;188;6;CJT-17
BAUEGP;311;12;NE;107;33;14;Guirapá;UEE;BAUEGP_GE_TOT_MW.v;EOL.CV.BA.030342-9.01;20031;-14.22;-42.64;28800.00;1;04/07/2014;NULL;13.60;NULL;;BA;GUIRAPA;148;BAUEGP;NULL;S;1;16-----;326;NULL;-142,189;-426,414;I;04/07/2014;NE;N;S;188;6;CJT-16
BAUEIH;311;12;NE;114;35;14;Ilhéus;UEE;BAUEIH_GE_TOT_MW.v;EOL.CV.BA.030315-1.01;20021;-13.88;-42.66;11200.00;1;04/07/2014;NULL;5.00;NULL;;BA;ILHEUS;142;BAUEIH;NULL;S;1;18-----;326;NULL;-138,823;-426,631;I;04/07/2014;NE;N;S;188;6;CJT-18
BAUEIP;311;12;NE;112;34;14;Igaporã;UEE;BAUEIP_GE_TOT_MW.v;EOL.CV.BA.030321-6.01;20022;-13.86;-42.66;30400.00;1;04/07/2014;NULL;13.90;NULL;;BA;IGAPORA;142;BAUEIP;NULL;S;1;18-----;326;NULL;-138,606;-426,574;I;04/07/2014;NE;N;S;188;6;CJT-18
BAUEJO;39;12;NE;124;127;14;Joana;UEE;BAUEJO_GE_TOT_MW.v;EOL.CV.BA.030801-3.01;76887;-13.92;-42.62;28200.00;1;26/09/2014;NULL;12.20;NULL;;BA;JOANA;142;BAUEJO;NULL;S;1;14-----;75;NULL;-139,185;-426,205;I;26/09/2014;NE;N;S;13;6;CJT-14
BAUELA;311;12;NE;131;245;14;Licínio de Almeida;UEE;BAUELA_GE_TOT_MW.v;EOL.CV.BA.030317-8.01;20025;-14.18;-42.65;24000.00;1;04/07/2014;NULL;10.90;NULL;;BA;LICINIO DE ALMEIDA;148;BAUELA;NULL;S;1;17-----;326;NULL;-141,769;-426,541;I;04/07/2014;NE;N;S;188;6;CJT-17
BAUEMA;43;11;NE;144;131;14;Maron;UEE;BAUEMA_GE_TOT_MW.v;EOL.CV.BA.030768-8.01;76888;-14.09;-42.62;30240.00;1;04/03/2015;NULL;15.40;NULL;;BA;MARON;146;BAUEMA;NULL;S;1;10-----;65;NULL;-140,857;-426,203;I;04/03/2015;NE;N;S;6;5;CJT-10
BAUEMC;178;4;NE;136;6;14;Macaúbas;UEE;BAUEMC_GE_TOT_MW.v;EOL.CV.BA.030283-0.01;20011;-12.35;-42.34;35070.00;1;06/07/2012;NULL;13.40;NULL;;BA;MACAUBAS;136;BAUEMC;NULL;S;1;NULL;34;NULL;-123,512;-423,385;I;06/07/2012;NE;N;S;2;2;CJT-85
BAUEMI;39;12;NE;86;126;14;Emiliana;UEE;BAUEMI_GE_TOT_MW.v;EOL.CV.BA.030807-2.01;76891;-13.91;-42.62;28200.00;1;09/10/2014;NULL;12.70;NULL;;BA;EMILIANA;142;BAUEMI;NULL;S;1;14-----;75;NULL;-139,100;-426,241;I;09/10/2014;NE;N;S;13;6;CJT-14
BAUEMN;150;34;NE;NULL;NULL;14;Maniçoba;UEE;BAUEMN_GE_TOT_MW.v;EOL.CV.BA.031337-8.01;NULL;-11.89;-41.46;30000.00;1;06/12/2017;NULL;16.10;NULL;NULL;BA;MANICOBA;NULL;BAUEMN;NULL;N;1;NULL;79;NULL;-118,934;-414,583;I;06/12/2017;NE;N;S;21;9;CJT-71
BAUEMR;90;11;NE;152;133;14;Morrão;UEE;BAUEMR_GE_TOT_MW.v;EOL.CV.BA.030506-5.01;75543;-14.09;-42.68;30240.00;1;11/10/2014;NULL;16.10;NULL;;BA;MORRAO;146;BAUEMR;NULL;S;1;19-----;66;NULL;-140,885;-426,827;I;11/10/2014;NE;N;S;7;5;CJT-19
BAUENC;311;12;NE;163;36;14;Nossa Senhora da Conceição;UEE;BAUENC_GE_TOT_MW.v;EOL.CV.BA.030318-6.01;20020;-13.90;-42.68;28800.00;1;04/07/2014;NULL;12.40;NULL;;BA;NOSSA SENHORA DA CONCEICAO;142;BAUENC;NULL;S;1;18-----;326;NULL;-138,957;-426,769;I;04/07/2014;NE;N;S;188;6;CJT-18
