USI_ID;NOME;SUBSISTEMA ;ESTADO;FONTE;CEG ANEEL;LAT;LONG
BAECOQ;COQUEIRINHO;NORDESTE;BA;Eólica;EOL.CV.BA.030738-6.01;-14.42;-42.63
RNELAN;LANCHINHA;NORDESTE;RN;Eólica;EOL.CV.RN.030860-9.01;-6.14;-36.72
RNERED;REDUTO;NORDESTE;RN;Eólica;EOL.CV.RN.030843-9.01;-5.13;-35.69
BAECAI;CAITITU;NORDESTE;BA;Eólica;EOL.CV.BA.030739-4.01;-14.45;-42.64
BAEINH;INHAMBU;NORDESTE;BA;Eólica;EOL.CV.BA.030751-3.01;-14.39;-42.59
RNESJO;EOL SAO JOAO;NORDESTE;RN;Eólica;EOL.CV.RN.030804-8.01;-5.13;-35.65
BAETAM;TAMANDUA MIRIM;NORDESTE;BA;Eólica;EOL.CV.BA.030753-0.01;-14.38;-42.61
RNESMA;SM (SANTA MARIA);NORDESTE;RN;Eólica;EOL.CV.RN.030864-1.01;-5.44;-35.92
BAECOR;CORRUPIAO;NORDESTE;BA;Eólica;EOL.CV.BA.030752-1.01;-14.29;-42.59
RNESHE;SANTA HELENA;NORDESTE;RN;Eólica;EOL.CV.RN.030834-0.01;-5.47;-35.92
RNESCR;SANTO CRISTO;NORDESTE;RN;Eólica;EOL.CV.RN.030849-8.01;-5.14;-35.62
RNESUR;VENTOS DE STO URIEL;NORDESTE;RN;Eólica;EOL.CV.RN.030828-5.01;-5.49;-35.90
RNEPEL;PARQUE EÓLICO PELADO;NORDESTE;RN;Eólica;EOL.CV.RN.030856-0.01;-6.00;-36.44
BAETEI;EÓLICA TEIU;NORDESTE;BA;Eólica;EOL.CV.BA.030731-9.01;-14.34;-42.59
CEUEIG;ILHA GRANDE;NORDESTE;CE;Eólica;EOL.CV.CE.030691-6.01;-3.07;-39.70
CEUEBC;BOCA DO CÓRREGO;NORDESTE;CE;Eólica;EOL.CV.CE.030697-5.01;-3.10;-39.67
CEUERB;RIBEIRAO EOLOS;NORDESTE;CE;Eólica;EOL.CV.CE.030695-9.01;-3.10;-39.68
BAEA02;ASSURUA 1 II ENERGIA;NORDESTE;BA;Eólica;EOL.CV.BA.031343-2.01;-11.16;-42.67
BAEARA;ARAPAPA;NORDESTE;CE;Eólica;EOL.CV.BA.031434-0.01;-14.43;-42.69
BAUET1;CAETITE 1;NORDESTE;BA;Eólica;EOL.CV.BA.030976-1.01;-14.16;-42.48
RNUER3;RIACHÃO I;NORDESTE;CE;Eólica;EOL.CV.RN.030870-6.01;-5.52;-35.43
RNUER1;RIACHÃO VI;NORDESTE;RN;Eólica;EOL.CV.RN.030872-2.01;-5.54;-35.45
RNUER7;RIACHÃO VII;NORDESTE;RN;Eólica;EOL.CV.RN.030873-0.01;-5.58;-35.46
RNUER2;RIACHÃO II;NORDESTE;CE;Eólica;EOL.CV.RN.030871-4.01;-5.57;-35.45
RNUER4;RIACHÃO IV;NORDESTE;CE;Eólica;EOL.CV.RN.030874-9.01;-5.52;-35.47
CEEIT5;ITAREMA V;NORDESTE;CE;Eólica;EOL.CV.CE.031482-0.01;-2.97;-39.88
CEEIT2;ITAREMA II;NORDESTE;CE;Eólica;EOL.CV.CE.031483-8.01;-2.92;-39.86
CEEIT1;ITAREMA I;NORDESTE;CE;Eólica;EOL.CV.CE.031485-4.01;-2.92;-39.84
PEEBR1;SANTA BRIGIDA I;NORDESTE;CE;Eólica;EOL.CV.PE.031365-3.01;-8.81;-36.75
BAEMUS;MUSSAMBE;NORDESTE;BA;Eólica;EOL.CV.BA.031352-1.01;-9.86;-41.08
BAEMBU;MORRO BRANCO I;NORDESTE;BA;Eólica;EOL.CV.BA.031336-0.01;-9.85;-41.06
BAEBAU;BARAUNAS I;NORDESTE;BA;Eólica;EOL.CV.BA.031335-1.01;-9.89;-41.12
PEEBR7;SANTA BRIGIDA VII;NORDESTE;CE;Eólica;EOL.CV.PE.031422-6.01;-8.80;-36.76
PEEBR2;SANTA BRIGIDA II;NORDESTE;CE;Eólica;EOL.CV.PE.031363-7.01;-8.80;-36.73
PEEBR3;SANTA BRIGIDA III;NORDESTE;CE;Eólica;EOL.CV.PE.031354-8.01;-8.85;-36.77
PEEBR4;SANTA BRIGIDA IV;NORDESTE;CE;Eólica;EOL.CV.PE.031370-0.01;-8.83;-36.76
PEEBR5;SANTA BRIGIDA 5;NORDESTE;CE;Eólica;EOL.CV.PE.031346-7.01;-8.85;-36.73
PEEBR6;SANTA BRIGIDA VI;NORDESTE;CE;Eólica;EOL.CV.PE.031353-0.01;-8.87;-36.75
PIEO01;SANTO ONOFRE 1;NORDESTE;PI;Eólica;EOL.CV.PI.031364-5.01;-7.55;-40.73
BAECTC;CAETITE C;NORDESTE;BA;Eólica;EOL.CV.BA.031523-0.01;-14.11;-42.47
BAECTA;CAETITE A;NORDESTE;BA;Eólica;EOL.CV.BA.031344-0.01;-14.14;-42.48
BAECTB;CAETITE B;NORDESTE;BA;Eólica;EOL.CV.BA.031342-4.01;-14.11;-42.47
PIEJ9;SANTA JOANA IX;NORDESTE;PI;Eólica;EOL.CV.PI.031417-0.01;-7.45;-40.74
PIEO03;SANTO ONOFRE III;NORDESTE;PI;Eólica;EOL.CV.PI.031886-8.02;-7.56;-40.73
PIEJ02;SANTA JOANA II;NORDESTE;PI;Eólica;EOL.CV.PI.031361-0.01;-7.57;-40.70
PIEJ06;SANTA JOANA VI;NORDESTE;PI;Eólica;EOL.CV.PI.031367-0.01;-7.53;-40.74
PIEJ08;SANTA JOANA VIII;NORDESTE;PI;Eólica;EOL.CV.PI.031366-1.01;-7.60;-40.73
PIEJ15;SANTA JOANA XIV;NORDESTE;PI;Eólica;EOL.CV.PI.031368-8.01;-7.51;-40.73
PIEO02;SANTO ONOFRE II;NORDESTE;PI;Eólica;EOL.CV.PI.031362-9.01;-7.59;-40.73
PIEJ10;VENTOS STA JOANA X;NORDESTE;PI;Eólica;EOL.CV.PI.031393-9.01;-7.44;-40.71
PIEJ12;SANTA JOANA XII;NORDESTE;PI;Eólica;EOL.CV.PI.031414-5.01;-7.49;-40.75
PIEJ13;VENTOS ST JOANA XIII;NORDESTE;PI;Eólica;EOL.CV.PI.031394-7.01;-7.41;-40.71
PIEJ14;SANTA JOANA XV;NORDESTE;PI;Eólica;EOL.CV.PI.031416-1.01;-7.48;-40.77
PIEJ11;SANTA JOANA XI;NORDESTE;PI;Eólica;EOL.CV.PI.031388-2.01;-7.48;-40.80
PIEJ16;SANTA JOANA XVI;NORDESTE;PI;Eólica;EOL.CV.PI.031392-0.01;-7.46;-40.72
BAECQ2;COQUEIRINHO 2;NORDESTE;BA;Eólica;EOL.CV.BA.031518-4.01;-14.50;-42.65
BAEPPG;EOL Papagaio;NORDESTE;BA;Eólica;EOL.CV.BA.031511-7.01;-14.48;-42.64
BAECO3;CORRUPIAO 3;NORDESTE;BA;Eólica;EOL.CV.BA.031458-7.01;-14.27;-42.58
BAECAR;CARCARA;NORDESTE;BA;Eólica;EOL.CV.BA.031447-1.01;-14.28;-42.59
BAETE2;TEIU 2;NORDESTE;BA;Eólica;EOL.CV.BA.031431-5.01;-14.44;-42.69
BAECT2;CAITITU 2;NORDESTE;BA;Eólica;EOL.CV.BA.031432-3.01;-14.33;-42.61
BAECT3;CAITITU 3;NORDESTE;BA;Eólica;EOL.CV.BA.031459-5.01;-14.32;-42.61
BAECAU;ACAUA;NORDESTE;BA;Eólica;EOL.CV.BA.031433-1.01;-14.41;-42.66
BAEAN2;ANGICAL 2;NORDESTE;BA;Eólica;EOL.CV.BA.031435-8.01;-14.42;-42.64
BAEA05;ASSURUA 1 I ENERGIA;NORDESTE;BA;Eólica;EOL.CV.BA.031341-6.01;-11.18;-42.71
BAEA07;ASSURUA 1 III ENERGI;NORDESTE;BA;Eólica;EOL.CV.BA.031356-4.01;-11.07;-42.68
BAUEDA;DAMASCENA;NORDESTE;BA;Eólica;EOL.CV.BA.031338-6.01;-11.86;-41.47
BAUEEP;EOL ESPERANCA;NORDESTE;BA;Eólica;EOL.CV.BA.031355-6.01;-11.80;-41.39
BAUEMN;MANICOBA;NORDESTE;BA;Eólica;EOL.CV.BA.031337-8.01;-11.89;-41.46
RNECA2;CAICARA II;NORDESTE;CE;Eólica;EOL.CV.RN.030915-0.02;-4.99;-36.93
PEESV3;SERRA DAS VACAS 3;NORDESTE;PE;Eólica;EOL.CV.PE.031560-5.01;-8.90;-36.76
PEESV2;SERRA DAS VACAS 2;NORDESTE;PE;Eólica;EOL.CV.PE.031540-0.01;-8.90;-36.73
PEESV1;SERRA DAS VACAS 1;NORDESTE;PE;Eólica;EOL.CV.PE.031537-0.01;-8.93;-36.74
PEESV4;SERRA DAS VACAS 4;NORDESTE;PE;Eólica;EOL.CV.PE.031574-5.01;-8.91;-36.73
PIEJ01;EOL SANTA JOANA I;NORDESTE;PI;Eólica;EOL.CV.PI.031581-8.01;-7.42;-40.67
PIEJ03;EOL SANTA JOANA III;NORDESTE;PI;Eólica;EOL.CV.PI.031580-0.01;-7.44;-40.75
PIEJ04;EOL SANTA JOANA IV;NORDESTE;PI;Eólica;EOL.CV.PI.031520-6.01;-7.45;-40.69
PIEJ05;EOL SANTA JOANA V;NORDESTE;PI;Eólica;EOL.CV.PI.031538-9.01;-7.37;-40.67
PIEJ07;EOL SANTA JOANA VII;NORDESTE;PI;Eólica;EOL.CV.PI.031597-4.01;-7.41;-40.67
PIEAU4;SANTO AUGUSTO IV;NORDESTE;PI;Eólica;EOL.CV.PI.031603-2.01;-7.37;-40.71
PIEAU3;EOL SANTO AUGUSTOIII;NORDESTE;PI;Eólica;EOL.CV.PI.031662-8.01;-7.37;-40.71
PIEAU5;EOL SANTO AUGUSTO V;NORDESTE;PI;Eólica;EOL.CV.PI.031661-0.01;-7.41;-40.70
CEEIT3;ITAREMA III;NORDESTE;CE;Eólica;EOL.CV.CE.031484-6.01;-2.95;-39.84
BAUEVG;VENTOS DE GUARÁS I;NORDESTE;BA;Eólica;EOL.CV.BA.031563-0.01;-10.61;-40.65
BAEBAD;BARAUNAS II;NORDESTE;BA;Eólica;EOL.CV.BA.031667-9.01;-9.87;-41.06
BAEBCO;EOL BANDA DE COURO;NORDESTE;BA;Eólica;EOL.CV.BA.031607-5.01;-9.85;-41.05
CEECVA;CATAVENTOS ACARAU I;NORDESTE;CE;Eólica;EOL.CV.CE.033756-0.01;-2.84;-40.06
PIESAN;SANTA ANGELINA;NORDESTE;PI;Eólica;EOL.CV.PI.031275-4.01;-7.30;-40.53
RNECV1;CAMPO DOS VENTOS I;NORDESTE;RN;Eólica;EOL.CV.RN.031072-7.01;-5.35;-35.94
RNECV3;CAMPO DOS VENTOS III;NORDESTE;RN;Eólica;EOL.CV.RN.031071-9.01;-5.34;-35.97
RNECV5;Campo dos Ventos V;NORDESTE;RN;Eólica;EOL.CV.RN.031069-7.01;-5.29;-35.95
CETAIA;WWP TAIBA;NORDESTE;CE;Eólica;EOL.CV.CE.002801-0.01;-3.49;-38.93
PEECL1;SAO CLEMENTE I;NORDESTE;PE;Eólica;EOL.CV.PE.031818-3.01;-8.73;-36.70
PEECL2;SAO CLEMENTE II;NORDESTE;P8;Eólica;EOL.CV.PE.031819-1.01;-8.71;-36.73
PEECL3;SAO CLEMENTE III;NORDESTE;PE;Eólica;EOL.CV.PE.031820-5.01;-8.71;-36.72
PEECL4;SAO CLEMENTE IV;NORDESTE;PE;Eólica;EOL.CV.PE.031821-3.01;-8.70;-36.76
PEECL5;SAO CLEMENTE V;NORDESTE;PE;Eólica;EOL.CV.PE.031822-1.01;-8.78;-36.76
PEECL6;SAO CLEMENTE VI;NORDESTE;PE;Eólica;EOL.CV.PE.031823-0.01;-8.76;-36.71
PEECL7;SAO CLEMENTE VII;NORDESTE;PE;Eólica;EOL.CV.PE.031824-8.01;-8.75;-36.73
PEECL8;SAO CLEMENTE VIII;NORDESTE;PE;Eólica;EOL.CV.PE.031825-6.01;-8.70;-36.78
PITESA;EOL TESTA BRANCA III;NORDESTE;PI;Eólica;EOL.CV.PI.033479-0.01;-2.79;-41.79
PITEST;EOL TESTA BRANCA I;NORDESTE;PI;Eólica;EOL.CV.PI.031666-0.01;-2.81;-41.78
CEEIT4;ITAREMA IV;NORDESTE;CE;Eólica;EOL.CV.CE.031813-2.01;-2.97;-39.88
CEEIT6;ITAREMA VI;NORDESTE;CE;Eólica;EOL.CV.CE.031815-9.01;-2.93;-39.88
CEEIT7;ITAREMA VII;NORDESTE;CE;Eólica;EOL.CV.CE.031816-7.01;-2.93;-39.88
CEEIT9;ITAREMA IX;NORDESTE;CE;Eólica;EOL.CV.CE.031814-0.01;-2.93;-39.88
CEEIT8;ITAREMA VIII;NORDESTE;CE;Eólica;EOL.CV.CE.031817-5.01;-2.93;-39.88
PIESFA;SANTA FATIMA;NORDESTE;PI;Eólica;EOL.CV.PI.031273-8.01;-7.34;-40.57
PIESRE;VENTOS SANTA REGINA;NORDESTE;PI;Eólica;EOL.CV.PI.031276-2.01;-7.33;-40.59
PIESBA;VENTOS SANTA BARBARA;NORDESTE;PI;Eólica;EOL.CV.PI.031274-6.01;-7.30;-40.54
PIESAD;VENTOS SANTO ADRIANO;NORDESTE;PI;Eólica;EOL.CV.PI.031271-1.01;-7.34;-40.56
PIESED;SANTA EDWIGES;NORDESTE;PI;Eólica;EOL.CV.PI.031270-3.01;-7.31;-40.56
PIESAL;VENTOS SANTO ALBANO;NORDESTE;PI;Eólica;EOL.CV.PI.031272-0.01;-7.36;-40.58
CEESMA;SANTA MONICA I;NORDESTE;CE;Eólica;EOL.CV.CE.032013-7.01;-3.26;-39.28
RNEVP1;EOL VILA PARA I;NORDESTE;RN;Eólica;EOL.CV.RN.031759-4.01;-5.04;-36.91
RNEVP3;EOL VILA PARA III;NORDESTE;RN;Eólica;EOL.CV.RN.031765-9.01;-5.06;-36.91
RNEBEN;EOL SAO BENEDITO;NORDESTE;RN;Eólica;EOL.CV.RN.031373-4.01;-5.23;-35.79
RNEVP2;EOL VILA PARA II;NORDESTE;RN;Eólica;EOL.CV.RN.031757-8.01;-5.04;-36.91
RNEVA5;EOL VILA AMAZONAS V;NORDESTE;RN;Eólica;EOL.CV.RN.031750-0.01;-5.00;-36.95
RNEDIM;VENTOS SANTO DIMAS;NORDESTE;RN;Eólica;EOL.CV.RN.031372-6.01;-5.23;-35.79
RNEDOM;SAO DOMINGOS;NORDESTE;RN;Eólica;EOL.CV.RN.032215-6.01;-5.21;-35.82
RNEMTO;VENTOS SAO MARTINHO;NORDESTE;RN;Eólica;EOL.CV.RN.031412-9.01;-5.28;-35.78
RNEMON;EOL SANTA MONICA;NORDESTE;RN;Eólica;EOL.CV.RN.031427-7.01;-5.28;-35.80
RNEURS;EOL SANTA URSULA;NORDESTE;RN;Eólica;EOL.CV.RN.031425-0.01;-5.29;-35.79
CEECAA;EOL CACIMBAS 1;NORDESTE;CE;Eólica;EOL.CV.CE.032011-0.01;-3.25;-39.28
CEEVMC;EOL MORRO DO CHAPEU;NORDESTE;CE;Eólica;EOL.CV.CE.030582-0.01;-3.85;-41.16
CEEVIT;EOL TIANGUA;NORDESTE;CE;Eólica;EOL.CV.CE.030585-5.01;-3.87;-41.19
CEEVPA;EOL PARAZINHO;NORDESTE;CE;Eólica;EOL.CV.CE.030596-0.01;-3.88;-41.16
CEEVTN;EOL TIANGUA NORTE;NORDESTE;CE;Eólica;EOL.CV.CE.030584-7.01;-3.84;-41.18
CEEVFO;VENTO FORMOSO;NORDESTE;CE;Eólica;EOL.CV.CE.030595-2.01;-3.86;-41.13
PIPORD;EOL PORTO DO DELTA;NORDESTE;PI;Eólica;EOL.CV.PI.030639-8.01;-2.84;-41.69
RNUEG6;CALANGO 6;NORDESTE;RN;Eólica;EOL.CV.RN.031812-4.01;-6.01;-36.45
RNESA1;SANTANA 1;NORDESTE;RN;Eólica;EOL.CV.RN.031810-8.01;-6.03;-36.44
RNESA2;SANTANA 2;NORDESTE;RN;Eólica;EOL.CV.RN.031811-6.01;-6.07;-36.45
CEEEST;ESTRELA;NORDESTE;CE;Eólica;EOL.CV.CE.032010-2.01;-3.25;-39.29
PIEES3;SANTO ESTEVAO III;NORDESTE;PE;Eólica;EOL.CV.PE.031763-2.01;-7.73;-40.64
PIEES5;SANTO ESTEVAO V;NORDESTE;PE;Eólica;EOL.CV.PE.031764-0.01;-7.76;-40.67
PIEAU2;SANTO AUGUSTO II;NORDESTE;PI;Eólica;EOL.CV.PI.031747-0.02;-7.77;-40.68
PIEAU8;SANTO AUGUSTO VIII;NORDESTE;PI;Eólica;EOL.CV.PI.031767-5.01;-7.77;-40.68
CEEOVE;EOLICA OURO VERDE;NORDESTE;CE;Eólica;EOL.CV.CE.032012-9.01;-3.28;-39.31
PIEAU1;VENTOS STO AUGUSTO I;NORDESTE;PI;Eólica;EOL.CV.PI.031746-2.02;-7.74;-40.68
PIEAU6;V SANTO AUGUSTO VI;NORDESTE;PI;Eólica;EOL.CV.PI.031766-7.01;-7.71;-40.68
PIEAU7;VENTOS STO AUGUSTO 7;NORDESTE;PI;Eólica;EOL.CV.PI.031749-7.01;-7.73;-40.68
PIEES1;SANTO ESTEVAO I;NORDESTE;PE;Eólica;EOL.CV.PE.031761-6.01;-7.74;-40.67
PIEES2;SANTO ESTEVAO II;NORDESTE;PE;Eólica;EOL.CV.PE.031762-4.01;-7.75;-40.63
PIEES4;VENTOS STO ESTEVAO 4;NORDESTE;PE;Eólica;EOL.CV.PE.032365-9.01;-7.79;-40.63
PIEO04;V SANTO ONOFRE 4;NORDESTE;PI;Eólica;EOL.CV.PI.032366-7.01;-7.60;-40.68
PIEVI1;SAO VIRGILIO 01;NORDESTE;PI;Eólica;EOL.CV.PI.032367-5.01;-7.74;-40.72
PIEVI3;VENTOS S VIRGILIO 03;NORDESTE;PI;Eólica;EOL.CV.PI.032368-3.01;-7.80;-40.71
PIEVI2;VENTOS S VIRGILIO 02;NORDESTE;PI;Eólica;EOL.CV.PI.033667-0.01;-7.79;-40.73
PIEV14;VENTOS VICENTE 14;NORDESTE;PI;Eólica;EOL.CV.PI.033138-4.01;-7.99;-40.58
RNEVAI;VILA ACRE 1;NORDESTE;RN;Eólica;EOL.CV.RN.033752-8.01;-5.06;-37.03
BAEVB2;VENTOS DA BAHIA 2;NORDESTE;BA;Eólica;EOL.CV.BA.031758-6.01;-12.01;-41.44
BAECLF;CAMPO LARGO VI;NORDESTE;BA;Eólica;EOL.CV.BA.033631-9.01;-10.42;-41.40
CEECH1;PEDRA CHEIROSA 1;NORDESTE;CE;Eólica;EOL.CV.CE.031736-5.01;-2.99;-39.74
CEECH2;PEDRA CHEIROSA 2;NORDESTE;CE;Eólica;EOL.CV.CE.031698-9.01;-3.01;-39.73
BAEVB8;VENTOS DA BAHIA 8;NORDESTE;BA;Eólica;EOL.CV.BA.031771-3.01;-12.03;-41.45
BAEVB4;VENTOS DA BAHIA 4;NORDESTE;BA;Eólica;EOL.CV.BA.031770-5.01;-11.98;-41.44
BAECR1;CRISTALANDIA I;NORDESTE;BA;Eólica;EOL.CV.BA.032081-1.01;-13.93;-41.56
BAECR2;CRISTALANDIA II;NORDESTE;BA;Eólica;EOL.CV.BA.032082-0.01;-13.97;-41.55
BAECR3;CRISTALANDIA III;NORDESTE;BA;Eólica;EOL.CV.BA.032083-8.01;-14.00;-41.54
BAEA04;ASSURUA IV;NORDESTE;BA;Eólica;EOL.CV.BA.032343-8.01;-11.05;-42.69
RNEARO;EOL AROEIRA;NORDESTE;RN;Eólica;EOL.CV.RN.031801-9.01;-5.34;-36.11
CEEBC2;EOL B VEN CACIMBAS 2;NORDESTE;CE;Eólica;EOL.CV.CE.031644-0.01;-3.89;-41.04
CEEBC3;EOL B VEN CACIMBAS 3;NORDESTE;CE;Eólica;EOL.CV.CE.031627-0.01;-3.86;-41.02
CEEBC4;EOL B VEN CACIMBAS 4;NORDESTE;CE;Eólica;EOL.CV.CE.031621-0.01;-3.93;-41.03
CEEBC5;EOL B VEN CACIMBAS 5;NORDESTE;CE;Eólica;EOL.CV.CE.031579-6.01;-3.92;-41.03
CEEBC7;EOL B VEN CACIMBAS 7;NORDESTE;CE;Eólica;EOL.CV.CE.031611-3.01;-3.86;-41.04
RNECVE;EOL CABECO VERMELHO;NORDESTE;RN;Eólica;EOL.CV.RN.031651-2.01;-5.51;-36.02
RNECVD;CABECO VERMELHO 2;NORDESTE;RN;Eólica;EOL.CV.RN.031665-2.01;-5.49;-35.99
BAETM2;TAMANDUÁ MIRIM 2;NORDESTE;BA;Eólica;EOL.CV.BA.031606-7.01;-14.46;-42.67
RNUE15;UNIAO DOS VENTOS 15;NORDESTE;RN;Eólica;EOL.CV.RN.031642-3.01;-5.28;-35.76
RNUE16;UNIAO DOS VENTOS 16;NORDESTE;RN;Eólica;EOL.CV.RN.031652-0.01;-5.27;-35.77
PIEV08;VENTOS S VICENTE 08;NORDESTE;PI;Eólica;EOL.CV.PI.033144-9.01;-8.01;-40.63
PIEV09;VENTOS S VICENTE 09;NORDESTE;PI;Eólica;EOL.CV.PI.033143-0.01;-8.02;-40.66
PIEV10;VENTOS S VICENTE 10;NORDESTE;PI;Eólica;EOL.CV.PI.033136-8.01;-8.02;-40.62
PIEV11;VENTOS S VICENTE 11;NORDESTE;PI;Eólica;EOL.CV.PI.033141-4.01;-8.02;-40.62
PIEV12;VENTOS S VICENTE 12;NORDESTE;PI;Eólica;EOL.CV.PI.033140-6.01;-8.02;-40.62
PIEV13;VENTOS S VICENTE 13;NORDESTE;PI;Eólica;EOL.CV.PI.033139-2.01;-8.00;-40.61
BAECND;CASA NOVA 2;NORDESTE;BA;Eólica;EOL.CV.BA.031519-2.01;-9.27;-41.05
BAECNT;CASA NOVA 3;NORDESTE;BA;Eólica;EOL.CV.BA.031524-9.01;-9.31;-41.12
RNEJER;JERICO;NORDESTE;RN;Eólica;EOL.CV.RN.031802-7.01;-5.37;-36.09
RNEUBZ;UMBUZEIROS;NORDESTE;RN;Eólica;EOL.CV.RN.031826-4.01;-5.41;-36.08
BAESMR;VENTOS DO SAO MARIO;NORDESTE;BA;Eólica;EOL.CV.BA.033650-5.01;-11.59;-41.23
BAESPL;VENTOS DO SAO PAULO;NORDESTE;BA;Eólica;EOL.CV.BA.033652-1.01;-11.57;-41.30
BAESTD;VENTOS DA STA DULCE;NORDESTE;BA;Eólica;EOL.CV.BA.033648-3.01;-11.60;-41.33
BAESTE;VENT DA ST ESPERANCA;NORDESTE;BA;Eólica;EOL.CV.BA.033649-1.01;-11.60;-41.31
BAEDF1;DELFINA 1;NORDESTE;BA;Eólica;EOL.CV.BA.032357-8.01;-10.06;-40.98
BAEDF2;DELFINA 2;NORDESTE;BA;Eólica;EOL.CV.BA.032358-6.01;-10.04;-40.96
BAEDF5;DELFINA 5;NORDESTE;BA;Eólica;EOL.CV.BA.032359-4.01;-10.02;-40.93
RNEPRA;PEDRA RAJADA;NORDESTE;RN;Eólica;EOL.CV.RN.032352-7.01;-5.91;-36.31
RNEPRD;PEDRA RAJADA II;NORDESTE;RN;Eólica;EOL.CV.RN.032353-5.01;-5.89;-36.29
PIELB1;AURA LAGOA DO BARRO;NORDESTE;PI;Eólica;EOL.CV.PI.033621-1.01;-8.70;-41.64
BAEDF3;DELFINA 3;NORDESTE;BA;Eólica;EOL.CV.BA.032521-0.01;-10.00;-40.93
BAEDF4;DELFINA 4;NORDESTE;BA;Eólica;EOL.CV.BA.032522-8.01;-10.07;-40.98
BAEDF6;DELFINA 6;NORDESTE;BA;Eólica;EOL.CV.BA.032523-6.01;-10.03;-40.95
BAEDF7;DELFINA 7;NORDESTE;BA;Eólica;EOL.CV.BA.032524-4.01;-9.99;-40.91
PIELB3;LAGOA DO BARRO 03;NORDESTE;PI;Eólica;EOL.CV.PI.033619-0.01;-8.61;-41.55
PIELB4;LAGOA DO BARRO 04;NORDESTE;PI;Eólica;EOL.CV.PI.033620-3.01;-8.59;-41.54
PIELB5;LAGOA BARRO 05;NORDESTE;PI;Eólica;EOL.CV.PI.033623-8.01;-8.59;-41.54
PIELB6;LAGOA DO BARRO 06;NORDESTE;PI;Eólica;EOL.CV.PI.033624-6.01;-8.63;-41.56
PIELB7;LAGOA DO BARRO 07;NORDESTE;PI;Eólica;EOL.CV.PI.033618-1.01;-8.68;-41.63
PIEQN3;QUEIMADA NOVA 03;NORDESTE;PI;Eólica;EOL.CV.PI.033625-4.01;-8.67;-41.63
RNEBE1;BOA ESPERANÇA I;NORDESTE;RN;Eólica;EOL.CV.RN.033666-1.01;-5.53;-35.97
BAECLC;CAMPO LARGO III;NORDESTE;BA;Eólica;EOL.CV.BA.033628-9.01;-10.50;-41.54
BAECLD;CAMPO LARGO IV;NORDESTE;BA;Eólica;EOL.CV.BA.033629-7.01;-10.49;-41.51
BAECLE;CAMPO LARGO V;NORDESTE;BA;Eólica;EOL.CV.BA.033630-0.01;-10.42;-41.43
BAECLG;CAMPO LARGO 7;NORDESTE;BA;Eólica;EOL.CV.BA.033632-7.01;-10.52;-41.49
BAECLU;CAMPO LARGO XXI;NORDESTE;BA;Eólica;EOL.CV.BA.033633-5.01;-10.45;-41.45
BAEA03;ASSURUA 3;NORDESTE;BA;Eólica;EOL.CV.BA.032342-0.01;-11.17;-42.68
BAECA3;CAPOEIRAS 3;NORDESTE;BA;Eólica;EOL.CV.BA.032344-6.01;-11.18;-42.74
BAECP1;CURRAL DE PEDRAS 1;NORDESTE;BA;Eólica;EOL.CV.BA.032345-4.01;-11.13;-42.65
BAECP2;CURRAL DE PEDRAS 2;NORDESTE;BA;Eólica;EOL.CV.BA.032346-2.01;-11.21;-42.70
BAEDI2;DIAMANTE II;NORDESTE;BA;Eólica;EOL.CV.BA.032347-0.01;-11.11;-42.67
BAEDI3;DIAMANTE III;NORDESTE;BA;Eólica;EOL.CV.BA.032348-9.01;-11.09;-42.68
RNECUT;DREEN Cutia;NORDESTE;RN;Eólica;EOL.CV.RN.030701-7.01;-5.10;-35.90
RNEGUA;DREEN Guajiru;NORDESTE;RN;Eólica;EOL.CV.RN.030699-1.01;-5.09;-35.91
RNEENE;EOL Esperança do Nor;NORDESTE;RN;Eólica;EOL.CV.RN.032354-3.01;-5.08;-35.96
RNEJAN;GE Jangada;NORDESTE;RN;Eólica;EOL.CV.RN.030700-9.01;-5.06;-36.01
PIELB2;LAGOA DO BARRO 02;NORDESTE;PI;Eólica;EOL.CV.PI.033622-0.01;-8.65;-41.57
RNEMHE;EOL Maria Helena;NORDESTE;RN;Eólica;EOL.CV.RN.030702-5.01;-5.07;-36.01
BAELA1;LARANJEIRAS 1;NORDESTE;BA;Eólica;EOL.CV.BA.032349-7.01;-11.12;-42.68
BAELA2;LARANJEIRAS 2;NORDESTE;BA;Eólica;EOL.CV.BA.032350-0.01;-11.13;-42.70
BAELA5;LARANJEIRAS 5;NORDESTE;BA;Eólica;EOL.CV.BA.032351-9.01;-11.12;-42.67
RNEPVN;PV DO NORDESTE;NORDESTE;RN;Eólica;EOL.CV.RN.032355-1.01;-5.08;-35.94
RNEPOT;EOL Potiguar;NORDESTE;RN;Eólica;EOL.CV.RN.032356-0.01;-5.06;-35.90
PBCANO;EOL CANOAS;NORDESTE;PB;Eólica;EOL.CV.PB.033663-7.01;-6.88;-36.76
PBLAGA;LAGOA 1;NORDESTE;PB;Eólica;EOL.CV.PB.033664-5.01;-6.87;-36.81
PBLAGO;LAGOA 2;NORDESTE;PB;Eólica;EOL.CV.PB.033665-3.01;-6.84;-36.79
RNESB1;SÃO BENTO DO NORTE I;NORDESTE;RN;Eólica;EOL.CV.RN.033640-8.01;-5.13;-35.93
RNESB2;SÃO BENTO NORTE II;NORDESTE;RN;Eólica;EOL.CV.RN.033642-4.01;-5.15;-35.94
